=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:36:49: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCICdwLgAgIwAYA0coA9aLeL8AmXAT2wFokA6BAX11QPAF0UAoMPbBE8qgNgCsddKgTg0EfImHhUAZmZsOpeBUoB2IfRRJF7SdgAsPVVQCcM1Ib0cpRdCrhr1M7oxb7O8bg96VBrihiEl7SuNwKHsp+moG6UQbwxr6mlBbhKNYJofbgjs4yRO5KiTgpTvxa6ETBcKW0uESRJXkxVeBE8S1Sya2p6dWZNqUCJhUao+gAFlyU7UQCwzljambtcijFnlI+feMBuBu19TIbzZ75VLGHOks9K+anQ9nQqsi4kFLqH47mgrh2B6UAiWFAADjuXCBBxEKHU4jqoQasLMkKSQOusOQS0uaVBfDRcFyuJcGQh2R20Pa3HhIR2gVRFKMGOpQS6Fz8A3A3AJTMIGMK4MJu1xMI6cIRJ0aKEZ3WZ5Wc8zZOM5gt5creLNwM28cyeiz5RKBaye5I1ZT2ajFG1piPpN1l23llqu62V2VxXI2vKYQA
13:36:52: [INFO] Routing pad 'SW2:2' at (76668427, 44950680) with pad 'D2:2' at (77836220, 52955069) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(76668427, 44950680), (75775874, 50012590)]
13:36:52: [INFO] Adding track segment (B.Cu): [(75775874, 50012590), (77836220, 52955069)]
13:36:52: [INFO] Routing SW1 with D1
13:36:52: [INFO] Using internal autorouter method
13:36:52: [INFO] Routing pad 'SW1:2' at (57080840, 46332830) with pad 'D1:2' at (58248633, 54337219) using coordinate system rotated by 10.0 degree(s)
13:36:52: [INFO] Adding track segment (B.Cu): [(57080840, 46332830), (56188288, 51394741)]
13:36:52: [INFO] Adding track segment (B.Cu): [(56188288, 51394741), (58248633, 54337219)]
13:36:52: [INFO] Routing COL9 pads
13:36:52: [INFO] Routing pad 'SW9:1' at (225544071, 47639828) with pad 'SW19:1' at (228852069, 66400415) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (F.Cu): [(225544071, 47639828), (228852068, 66400414)]
13:36:52: [INFO] Adding track segment (F.Cu): [(228852068, 66400414), (228852069, 66400415)]
13:36:52: [INFO] Routing pad 'SW19:1' at (228852069, 66400415) with pad 'SW30:1' at (232160067, 85161003) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (F.Cu): [(228852069, 66400415), (232160065, 85161002)]
13:36:52: [INFO] Adding track segment (F.Cu): [(232160065, 85161002), (232160067, 85161003)]
13:36:52: [INFO] Routing pad 'SW30:1' at (232160067, 85161003) with pad 'SW41:1' at (235468065, 103921591) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (F.Cu): [(232160067, 85161003), (235468063, 103921589)]
13:36:52: [INFO] Adding track segment (F.Cu): [(235468063, 103921589), (235468065, 103921591)]
13:36:52: [INFO] Routing COL7 pads
13:36:52: [INFO] Routing pad 'SW7:1' at (188022896, 54255823) with pad 'SW17:1' at (191330894, 73016411) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (F.Cu): [(188022896, 54255823), (191330892, 73016409)]
13:36:52: [INFO] Adding track segment (F.Cu): [(191330892, 73016409), (191330894, 73016411)]
13:36:52: [INFO] Routing pad 'SW17:1' at (191330894, 73016411) with pad 'SW28:1' at (194638892, 91776999) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (F.Cu): [(191330894, 73016411), (194638891, 91776998)]
13:36:52: [INFO] Adding track segment (F.Cu): [(194638891, 91776998), (194638892, 91776999)]
13:36:52: [INFO] Routing pad 'SW28:1' at (194638892, 91776999) with pad 'SW39:1' at (197946889, 110537586) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (F.Cu): [(194638892, 91776999), (197946889, 110537584)]
13:36:52: [INFO] Adding track segment (F.Cu): [(197946889, 110537584), (197946889, 110537586)]
13:36:52: [INFO] Routing COL10 pads
13:36:52: [INFO] Routing pad 'SW10:1' at (245131659, 49021977) with pad 'SW20:1' at (248439656, 67782565) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (F.Cu): [(245131659, 49021977), (248439656, 67782563)]
13:36:52: [INFO] Adding track segment (F.Cu): [(248439656, 67782563), (248439656, 67782565)]
13:36:52: [INFO] Routing pad 'SW20:1' at (248439656, 67782565) with pad 'SW31:1' at (251747654, 86543152) using coordinate system rotated by 350.0 degree(s)
13:36:52: [INFO] Adding track segment (F.Cu): [(248439656, 67782565), (251747653, 86543151)]
13:36:52: [INFO] Adding track segment (F.Cu): [(251747653, 86543151), (251747654, 86543152)]
13:36:52: [INFO] Routing pad 'SW31:1' at (251747654, 86543152) with pad 'SW42:1' at (255055652, 105303740) using coordinate system rotated by 350.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(251747654, 86543152), (255055650, 105303739)]
13:36:53: [INFO] Adding track segment (F.Cu): [(255055650, 105303739), (255055652, 105303740)]
13:36:53: [INFO] Routing ROW3 pads
13:36:53: [INFO] Routing pad 'D32:1' at (47838426, 113376444) with pad 'D33:1' at (67426013, 111994295) using coordinate system rotated by 280.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(47838426, 113376444), (61908866, 115857441)]
13:36:53: [INFO] Adding track segment (B.Cu): [(61908866, 115857441), (67426013, 111994295)]
13:36:53: [INFO] Routing pad 'D33:1' at (67426013, 111994295) with pad 'D34:1' at (87344400, 108736087) using coordinate system rotated by 280.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(67426013, 111994295), (79620394, 114144492)]
13:36:53: [INFO] Adding track segment (B.Cu): [(79620394, 114144492), (87344400, 108736087)]
13:36:53: [INFO] Routing pad 'D34:1' at (87344400, 108736087) with pad 'D35:1' at (104947188, 118610290) using coordinate system rotated by 280.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(87344400, 108736087), (92752805, 116460091)]
13:36:53: [INFO] Adding track segment (B.Cu): [(92752805, 116460091), (104947188, 118610290)]
13:36:53: [INFO] Routing pad 'D35:1' at (104947188, 118610290) with pad 'D36:1' at (122549977, 128484494) using coordinate system rotated by 280.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(104947188, 118610290), (110355594, 126334294)]
13:36:53: [INFO] Adding track segment (B.Cu): [(110355594, 126334294), (122549977, 128484494)]
13:36:53: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D36 at 80.0 degree(s) and footprint2: D37 at 100.0 degree(s)
13:36:53: [INFO] Routing pad 'D37:1' at (170063221, 120615135) with pad 'D38:1' at (190477808, 126687431) using coordinate system rotated by 260.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(170063221, 120615135), (181097513, 128341429)]
13:36:53: [INFO] Adding track segment (B.Cu): [(181097513, 128341429), (190477808, 126687431)]
13:36:53: [INFO] Routing pad 'D38:1' at (190477808, 126687431) with pad 'D39:1' at (208080596, 116813227) using coordinate system rotated by 260.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(190477808, 126687431), (202672188, 124537232)]
13:36:53: [INFO] Adding track segment (B.Cu): [(202672188, 124537232), (208080596, 116813227)]
13:36:53: [INFO] Routing pad 'D39:1' at (208080596, 116813227) with pad 'D40:1' at (225683385, 106939024) using coordinate system rotated by 260.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(208080596, 116813227), (220274978, 114663027)]
13:36:53: [INFO] Adding track segment (B.Cu): [(220274978, 114663027), (225683385, 106939024)]
13:36:53: [INFO] Routing pad 'D40:1' at (225683385, 106939024) with pad 'D41:1' at (245601772, 110197232) using coordinate system rotated by 260.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(225683385, 106939024), (233407389, 112347430)]
13:36:53: [INFO] Adding track segment (B.Cu): [(233407389, 112347430), (245601772, 110197232)]
13:36:53: [INFO] Routing pad 'D41:1' at (245601772, 110197232) with pad 'D42:1' at (265189359, 111579381) using coordinate system rotated by 260.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(245601772, 110197232), (251118917, 114060379)]
13:36:53: [INFO] Adding track segment (B.Cu): [(251118917, 114060379), (265189359, 111579381)]
13:36:53: [INFO] Routing COL4 pads
13:36:53: [INFO] Routing pad 'SW36:1' at (115173803, 119121389) with pad 'SW25:1' at (118481800, 100360801) using coordinate system rotated by 10.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(115173803, 119121389), (118481800, 100360801)]
13:36:53: [INFO] Adding track segment (F.Cu): [(118481800, 100360801), (118481800, 100360801)]
13:36:53: [INFO] Routing pad 'SW25:1' at (118481800, 100360801) with pad 'SW15:1' at (121789798, 81600213) using coordinate system rotated by 10.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(118481800, 100360801), (121789797, 81600211)]
13:36:53: [INFO] Adding track segment (F.Cu): [(121789797, 81600211), (121789798, 81600213)]
13:36:53: [INFO] Routing pad 'SW15:1' at (121789798, 81600213) with pad 'SW5:1' at (125097796, 62839625) using coordinate system rotated by 10.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(121789798, 81600213), (125097795, 62839624)]
13:36:53: [INFO] Adding track segment (F.Cu): [(125097795, 62839624), (125097796, 62839625)]
13:36:53: [INFO] Routing ROW2 pads
13:36:53: [INFO] Routing pad 'D21:1' at (51146423, 94615856) with pad 'D22:1' at (70734011, 93233707) using coordinate system rotated by 280.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(51146423, 94615856), (65216863, 97096853)]
13:36:53: [INFO] Adding track segment (B.Cu): [(65216863, 97096853), (70734011, 93233707)]
13:36:53: [INFO] Routing pad 'D22:1' at (70734011, 93233707) with pad 'D23:1' at (90652398, 89975499) using coordinate system rotated by 280.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(70734011, 93233707), (82928392, 95383905)]
13:36:53: [INFO] Adding track segment (B.Cu): [(82928392, 95383905), (90652398, 89975499)]
13:36:53: [INFO] Routing pad 'D23:1' at (90652398, 89975499) with pad 'D24:1' at (108255186, 99849702) using coordinate system rotated by 280.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(90652398, 89975499), (96060802, 97699502)]
13:36:53: [INFO] Adding track segment (B.Cu): [(96060802, 97699502), (108255186, 99849702)]
13:36:53: [INFO] Routing pad 'D24:1' at (108255186, 99849702) with pad 'D25:1' at (125857974, 109723906) using coordinate system rotated by 280.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(108255186, 99849702), (113663593, 107573707)]
13:36:53: [INFO] Adding track segment (B.Cu): [(113663593, 107573707), (125857974, 109723906)]
13:36:53: [INFO] Routing pad 'D25:1' at (125857974, 109723906) with pad 'D26:1' at (142964563, 122412198) using coordinate system rotated by 280.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(125857974, 109723906), (133584268, 120758198)]
13:36:53: [INFO] Adding track segment (B.Cu): [(133584268, 120758198), (142964563, 122412198)]
13:36:53: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D26 at 80.0 degree(s) and footprint2: D27 at 100.0 degree(s)
13:36:53: [INFO] Routing pad 'D27:1' at (187169810, 107926843) with pad 'D28:1' at (204772599, 98052640) using coordinate system rotated by 260.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(187169810, 107926843), (199364191, 105776644)]
13:36:53: [INFO] Adding track segment (B.Cu): [(199364191, 105776644), (204772599, 98052640)]
13:36:53: [INFO] Routing pad 'D28:1' at (204772599, 98052640) with pad 'D29:1' at (222375387, 88178436) using coordinate system rotated by 260.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(204772599, 98052640), (216966980, 95902440)]
13:36:53: [INFO] Adding track segment (B.Cu): [(216966980, 95902440), (222375387, 88178436)]
13:36:53: [INFO] Routing pad 'D29:1' at (222375387, 88178436) with pad 'D30:1' at (242293774, 91436644) using coordinate system rotated by 260.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(222375387, 88178436), (230099391, 93586842)]
13:36:53: [INFO] Adding track segment (B.Cu): [(230099391, 93586842), (242293774, 91436644)]
13:36:53: [INFO] Routing pad 'D30:1' at (242293774, 91436644) with pad 'D31:1' at (261881361, 92818793) using coordinate system rotated by 260.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(242293774, 91436644), (247810919, 95299791)]
13:36:53: [INFO] Adding track segment (B.Cu): [(247810919, 95299791), (261881361, 92818793)]
13:36:53: [INFO] Routing ROW0 pads
13:36:53: [INFO] Routing pad 'D1:1' at (57762419, 57094681) with pad 'D2:1' at (77350006, 55712531) using coordinate system rotated by 280.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(57762419, 57094681), (71832858, 59575678)]
13:36:53: [INFO] Adding track segment (B.Cu): [(71832858, 59575678), (77350006, 55712531)]
13:36:53: [INFO] Routing pad 'D2:1' at (77350006, 55712531) with pad 'D3:1' at (97268393, 52454324) using coordinate system rotated by 280.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(77350006, 55712531), (89544389, 57862728)]
13:36:53: [INFO] Adding track segment (B.Cu): [(89544389, 57862728), (97268393, 52454324)]
13:36:53: [INFO] Routing pad 'D3:1' at (97268393, 52454324) with pad 'D4:1' at (114871182, 62328527) using coordinate system rotated by 280.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(97268393, 52454324), (102676799, 60178328)]
13:36:53: [INFO] Adding track segment (B.Cu): [(102676799, 60178328), (114871182, 62328527)]
13:36:53: [INFO] Routing pad 'D4:1' at (114871182, 62328527) with pad 'D5:1' at (132473970, 72202730) using coordinate system rotated by 280.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(114871182, 62328527), (120279586, 70052530)]
13:36:53: [INFO] Adding track segment (B.Cu): [(120279586, 70052530), (132473970, 72202730)]
13:36:53: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D5 at 80.0 degree(s) and footprint2: D6 at 100.0 degree(s)
13:36:53: [INFO] Routing pad 'D6:1' at (180553815, 70405668) with pad 'D7:1' at (198156603, 60531464) using coordinate system rotated by 260.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(180553815, 70405668), (192748196, 68255468)]
13:36:53: [INFO] Adding track segment (B.Cu): [(192748196, 68255468), (198156603, 60531464)]
13:36:53: [INFO] Routing pad 'D7:1' at (198156603, 60531464) with pad 'D8:1' at (215759392, 50657261) using coordinate system rotated by 260.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(198156603, 60531464), (210350984, 58381265)]
13:36:53: [INFO] Adding track segment (B.Cu): [(210350984, 58381265), (215759392, 50657261)]
13:36:53: [INFO] Routing pad 'D8:1' at (215759392, 50657261) with pad 'D9:1' at (235677778, 53915469) using coordinate system rotated by 260.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(215759392, 50657261), (223483395, 56065667)]
13:36:53: [INFO] Adding track segment (B.Cu): [(223483395, 56065667), (235677778, 53915469)]
13:36:53: [INFO] Routing pad 'D9:1' at (235677778, 53915469) with pad 'D10:1' at (255265366, 55297618) using coordinate system rotated by 260.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(235677778, 53915469), (241194924, 57778615)]
13:36:53: [INFO] Adding track segment (B.Cu): [(241194924, 57778615), (255265366, 55297618)]
13:36:53: [INFO] Routing COL0 pads
13:36:53: [INFO] Routing pad 'SW32:1' at (40462252, 104013339) with pad 'SW21:1' at (43770249, 85252751) using coordinate system rotated by 10.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(40462252, 104013339), (43770249, 85252751)]
13:36:53: [INFO] Adding track segment (F.Cu): [(43770249, 85252751), (43770249, 85252751)]
13:36:53: [INFO] Routing pad 'SW21:1' at (43770249, 85252751) with pad 'SW11:1' at (47078247, 66492163) using coordinate system rotated by 10.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(43770249, 85252751), (47078246, 66492162)]
13:36:53: [INFO] Adding track segment (F.Cu): [(47078246, 66492162), (47078247, 66492163)]
13:36:53: [INFO] Routing pad 'SW11:1' at (47078247, 66492163) with pad 'SW1:1' at (50386245, 47731576) using coordinate system rotated by 10.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(47078247, 66492163), (50386244, 47731575)]
13:36:53: [INFO] Adding track segment (F.Cu): [(50386244, 47731575), (50386245, 47731576)]
13:36:53: [INFO] Routing COL6 pads
13:36:53: [INFO] Routing pad 'SW6:1' at (170420108, 64130027) with pad 'SW16:1' at (173728105, 82890614) using coordinate system rotated by 350.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(170420108, 64130027), (173728105, 82890612)]
13:36:53: [INFO] Adding track segment (F.Cu): [(173728105, 82890612), (173728105, 82890614)]
13:36:53: [INFO] Routing pad 'SW16:1' at (173728105, 82890614) with pad 'SW27:1' at (177036103, 101651202) using coordinate system rotated by 350.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(173728105, 82890614), (177036102, 101651201)]
13:36:53: [INFO] Adding track segment (F.Cu): [(177036102, 101651201), (177036103, 101651202)]
13:36:53: [INFO] Routing pad 'SW27:1' at (177036103, 101651202) with pad 'SW38:1' at (180344101, 120411790) using coordinate system rotated by 350.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(177036103, 101651202), (180344099, 120411789)]
13:36:53: [INFO] Adding track segment (F.Cu): [(180344099, 120411789), (180344101, 120411790)]
13:36:53: [INFO] Routing COL5 pads
13:36:53: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: SW26 at -10.0 degree(s) and footprint2: SW37 at 10.0 degree(s)
13:36:53: [INFO] Routing COL2 pads
13:36:53: [INFO] Routing pad 'SW34:1' at (79968226, 99372982) with pad 'SW23:1' at (83276224, 80612394) using coordinate system rotated by 10.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(79968226, 99372982), (83276223, 80612393)]
13:36:53: [INFO] Adding track segment (F.Cu): [(83276223, 80612393), (83276224, 80612394)]
13:36:53: [INFO] Routing pad 'SW23:1' at (83276224, 80612394) with pad 'SW13:1' at (86584221, 61851806) using coordinate system rotated by 10.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(83276224, 80612394), (86584221, 61851806)]
13:36:53: [INFO] Adding track segment (F.Cu): [(86584221, 61851806), (86584221, 61851806)]
13:36:53: [INFO] Routing pad 'SW13:1' at (86584221, 61851806) with pad 'SW3:1' at (89892219, 43091219) using coordinate system rotated by 10.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(86584221, 61851806), (89892218, 43091218)]
13:36:53: [INFO] Adding track segment (F.Cu): [(89892218, 43091218), (89892219, 43091219)]
13:36:53: [INFO] Routing ROW1 pads
13:36:53: [INFO] Routing pad 'D11:1' at (54454421, 75855268) with pad 'D12:1' at (74042008, 74473119) using coordinate system rotated by 280.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(54454421, 75855268), (68524860, 78336266)]
13:36:53: [INFO] Adding track segment (B.Cu): [(68524860, 78336266), (74042008, 74473119)]
13:36:53: [INFO] Routing pad 'D12:1' at (74042008, 74473119) with pad 'D13:1' at (93960395, 71214911) using coordinate system rotated by 280.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(74042008, 74473119), (86236389, 76623317)]
13:36:53: [INFO] Adding track segment (B.Cu): [(86236389, 76623317), (93960395, 71214911)]
13:36:53: [INFO] Routing pad 'D13:1' at (93960395, 71214911) with pad 'D14:1' at (111563184, 81089115) using coordinate system rotated by 280.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(93960395, 71214911), (99368800, 78938915)]
13:36:53: [INFO] Adding track segment (B.Cu): [(99368800, 78938915), (111563184, 81089115)]
13:36:53: [INFO] Routing pad 'D14:1' at (111563184, 81089115) with pad 'D15:1' at (129165972, 90963318) using coordinate system rotated by 280.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(111563184, 81089115), (116971589, 88813119)]
13:36:53: [INFO] Adding track segment (B.Cu): [(116971589, 88813119), (129165972, 90963318)]
13:36:53: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D15 at 80.0 degree(s) and footprint2: D16 at 100.0 degree(s)
13:36:53: [INFO] Routing pad 'D16:1' at (183861812, 89166255) with pad 'D17:1' at (201464601, 79292052) using coordinate system rotated by 260.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(183861812, 89166255), (196056194, 87016055)]
13:36:53: [INFO] Adding track segment (B.Cu): [(196056194, 87016055), (201464601, 79292052)]
13:36:53: [INFO] Routing pad 'D17:1' at (201464601, 79292052) with pad 'D18:1' at (219067389, 69417848) using coordinate system rotated by 260.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(201464601, 79292052), (213658981, 77141853)]
13:36:53: [INFO] Adding track segment (B.Cu): [(213658981, 77141853), (219067389, 69417848)]
13:36:53: [INFO] Routing pad 'D18:1' at (219067389, 69417848) with pad 'D19:1' at (238985776, 72676056) using coordinate system rotated by 260.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(219067389, 69417848), (226791393, 74826253)]
13:36:53: [INFO] Adding track segment (B.Cu): [(226791393, 74826253), (238985776, 72676056)]
13:36:53: [INFO] Routing pad 'D19:1' at (238985776, 72676056) with pad 'D20:1' at (258573363, 74058206) using coordinate system rotated by 260.0 degree(s)
13:36:53: [INFO] Adding track segment (B.Cu): [(238985776, 72676056), (244502922, 76539203)]
13:36:53: [INFO] Adding track segment (B.Cu): [(244502922, 76539203), (258573363, 74058206)]
13:36:53: [INFO] Routing COL8 pads
13:36:53: [INFO] Routing pad 'SW8:1' at (205625685, 44381620) with pad 'SW18:1' at (208933682, 63142207) using coordinate system rotated by 350.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(205625685, 44381620), (208933682, 63142205)]
13:36:53: [INFO] Adding track segment (F.Cu): [(208933682, 63142205), (208933682, 63142207)]
13:36:53: [INFO] Routing pad 'SW18:1' at (208933682, 63142207) with pad 'SW29:1' at (212241680, 81902795) using coordinate system rotated by 350.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(208933682, 63142207), (212241679, 81902794)]
13:36:53: [INFO] Adding track segment (F.Cu): [(212241679, 81902794), (212241680, 81902795)]
13:36:53: [INFO] Routing pad 'SW29:1' at (212241680, 81902795) with pad 'SW40:1' at (215549678, 100663383) using coordinate system rotated by 350.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(212241680, 81902795), (215549676, 100663381)]
13:36:53: [INFO] Adding track segment (F.Cu): [(215549676, 100663381), (215549678, 100663383)]
13:36:53: [INFO] Routing COL1 pads
13:36:53: [INFO] Routing pad 'SW33:1' at (60049839, 102631190) with pad 'SW22:1' at (63357837, 83870602) using coordinate system rotated by 10.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(60049839, 102631190), (63357836, 83870601)]
13:36:53: [INFO] Adding track segment (F.Cu): [(63357836, 83870601), (63357837, 83870602)]
13:36:53: [INFO] Routing pad 'SW22:1' at (63357837, 83870602) with pad 'SW12:1' at (66665834, 65110014) using coordinate system rotated by 10.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(63357837, 83870602), (66665834, 65110014)]
13:36:53: [INFO] Adding track segment (F.Cu): [(66665834, 65110014), (66665834, 65110014)]
13:36:53: [INFO] Routing pad 'SW12:1' at (66665834, 65110014) with pad 'SW2:1' at (69973832, 46349426) using coordinate system rotated by 10.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(66665834, 65110014), (69973831, 46349425)]
13:36:53: [INFO] Adding track segment (F.Cu): [(69973831, 46349425), (69973832, 46349426)]
13:36:53: [INFO] Routing COL3 pads
13:36:53: [INFO] Routing pad 'SW35:1' at (97571014, 109247185) with pad 'SW24:1' at (100879012, 90486597) using coordinate system rotated by 10.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(97571014, 109247185), (100879011, 90486596)]
13:36:53: [INFO] Adding track segment (F.Cu): [(100879011, 90486596), (100879012, 90486597)]
13:36:53: [INFO] Routing pad 'SW24:1' at (100879012, 90486597) with pad 'SW14:1' at (104187010, 71726010) using coordinate system rotated by 10.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(100879012, 90486597), (104187008, 71726010)]
13:36:53: [INFO] Adding track segment (F.Cu): [(104187008, 71726010), (104187010, 71726010)]
13:36:53: [INFO] Routing pad 'SW14:1' at (104187010, 71726010) with pad 'SW4:1' at (107495008, 52965422) using coordinate system rotated by 10.0 degree(s)
13:36:53: [INFO] Adding track segment (F.Cu): [(104187010, 71726010), (107495007, 52965420)]
13:36:53: [INFO] Adding track segment (F.Cu): [(107495007, 52965420), (107495008, 52965422)]
13:36:53: [INFO] Removing dangling tracks
13:36:53: [INFO] Removing 174be88b-a1fd-4bae-875d-a5226458f241
13:36:53: [INFO] Removing 163cf411-d100-4105-95b3-078f0267ea67
13:36:53: [INFO] Removing 5a4993d8-4bd4-4428-ad9f-115abccc352c
13:36:53: [INFO] Removing eee49590-44a1-4e75-b85a-1f4e9b5299d8
