=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:35:26: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrBEAYBpwHQO3vATNUkAEFIEY2aknlgMxFQAsZkArHgN6gAeoAXOuAHQDs1AvhqGqoBQ3CMiFxpcZQwMAxq0wBiAIbqNofpiHVECOMVQBdSACgw2YegVLQy+Y6daBVsZiuSPkad9nfaOSYlTh5tUAA2a0icIiivGN8Y-1s2ew1NcKjaUwtUlS5CopdMFHB6UEU0hydHEtAUdwaJIhQklH9mwJtgtlC+AS5ooaahhKGkoc6hnPNgfPSM1XqjcqCqlVq68KMmowSjJKNOo26GZj7uAcwADmi7pruEu6S7lMq7ZSLi8LvZvI+1SWy3C5GiYKaYISYKSYPI+ngUDWPQ29i2ilBNARcCRFQu7Cu4QAnNBsVZkQs1Et6iTsGTrJTvoUaS0BCSkiTOiT-vNeugwZhUTVakQAO5KJCY+EGRGxIL4-oCcVsSVsnD03C5XkAZwAtnYAE4AewALgB9ACm8mwuHCSOxjWx2ItFL52EVgs+wPqumxuydMrgFs1xiAA
13:35:31: [INFO] Routing pad 'SW30:2' at (135890000, 109220000) with pad 'D30:2' at (138430000, 116900000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(135890000, 109220000), (135890000, 114360000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(135890000, 114360000), (138430000, 116900000)]
13:35:31: [INFO] Routing SW29a with D29
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW29a:2' at (126365000, 109220000) with pad 'D29:2' at (119380000, 116900000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Routing SW29 with D29
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW29:2' at (116840000, 109220000) with pad 'D29:2' at (119380000, 116900000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(116840000, 109220000), (116840000, 114360000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(116840000, 114360000), (119380000, 116900000)]
13:35:31: [INFO] Routing SW28 with D28
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW28:2' at (97790000, 109220000) with pad 'D28:2' at (100330000, 116900000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(97790000, 109220000), (97790000, 114360000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(97790000, 114360000), (100330000, 116900000)]
13:35:31: [INFO] Routing SW27 with D27
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW27:2' at (78740000, 109220000) with pad 'D27:2' at (81280000, 116900000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(78740000, 109220000), (78740000, 114360000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(78740000, 114360000), (81280000, 116900000)]
13:35:31: [INFO] Routing SW26 with D26
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW26:2' at (59690000, 109220000) with pad 'D26:2' at (62230000, 116900000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(59690000, 109220000), (59690000, 114360000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(59690000, 114360000), (62230000, 116900000)]
13:35:31: [INFO] Routing SW25 with D25
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW25:2' at (40640000, 109220000) with pad 'D25:2' at (43180000, 116900000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(40640000, 109220000), (40640000, 114360000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(40640000, 114360000), (43180000, 116900000)]
13:35:31: [INFO] Routing SW24 with D24
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW24:2' at (135890000, 90170000) with pad 'D24:2' at (138430000, 97850000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(135890000, 90170000), (135890000, 95310000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(135890000, 95310000), (138430000, 97850000)]
13:35:31: [INFO] Routing SW23 with D23
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW23:2' at (116840000, 90170000) with pad 'D23:2' at (119380000, 97850000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(116840000, 90170000), (116840000, 95310000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(116840000, 95310000), (119380000, 97850000)]
13:35:31: [INFO] Routing SW22 with D22
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW22:2' at (97790000, 90170000) with pad 'D22:2' at (100330000, 97850000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(97790000, 90170000), (97790000, 95310000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(97790000, 95310000), (100330000, 97850000)]
13:35:31: [INFO] Routing SW21 with D21
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW21:2' at (78740000, 90170000) with pad 'D21:2' at (81280000, 97850000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(78740000, 90170000), (78740000, 95310000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(78740000, 95310000), (81280000, 97850000)]
13:35:31: [INFO] Routing SW20 with D20
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW20:2' at (59690000, 90170000) with pad 'D20:2' at (62230000, 97850000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(59690000, 90170000), (59690000, 95310000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(59690000, 95310000), (62230000, 97850000)]
13:35:31: [INFO] Routing SW19 with D19
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW19:2' at (40640000, 90170000) with pad 'D19:2' at (43180000, 97850000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(40640000, 90170000), (40640000, 95310000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(40640000, 95310000), (43180000, 97850000)]
13:35:31: [INFO] Routing SW18 with D18
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW18:2' at (135890000, 71120000) with pad 'D18:2' at (138430000, 78800000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(135890000, 71120000), (135890000, 76260000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(135890000, 76260000), (138430000, 78800000)]
13:35:31: [INFO] Routing SW17 with D17
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW17:2' at (116840000, 71120000) with pad 'D17:2' at (119380000, 78800000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(116840000, 71120000), (116840000, 76260000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(116840000, 76260000), (119380000, 78800000)]
13:35:31: [INFO] Routing SW16 with D16
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW16:2' at (97790000, 71120000) with pad 'D16:2' at (100330000, 78800000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(97790000, 71120000), (97790000, 76260000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(97790000, 76260000), (100330000, 78800000)]
13:35:31: [INFO] Routing SW15 with D15
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW15:2' at (78740000, 71120000) with pad 'D15:2' at (81280000, 78800000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(78740000, 71120000), (78740000, 76260000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(78740000, 76260000), (81280000, 78800000)]
13:35:31: [INFO] Routing SW14 with D14
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW14:2' at (59690000, 71120000) with pad 'D14:2' at (62230000, 78800000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(59690000, 71120000), (59690000, 76260000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(59690000, 76260000), (62230000, 78800000)]
13:35:31: [INFO] Routing SW13 with D13
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW13:2' at (40640000, 71120000) with pad 'D13:2' at (43180000, 78800000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(40640000, 71120000), (40640000, 76260000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(40640000, 76260000), (43180000, 78800000)]
13:35:31: [INFO] Routing SW12 with D12
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW12:2' at (135890000, 52070000) with pad 'D12:2' at (138430000, 59750000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(135890000, 52070000), (135890000, 57210000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(135890000, 57210000), (138430000, 59750000)]
13:35:31: [INFO] Routing SW11 with D11
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW11:2' at (116840000, 52070000) with pad 'D11:2' at (119380000, 59750000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(116840000, 52070000), (116840000, 57210000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(116840000, 57210000), (119380000, 59750000)]
13:35:31: [INFO] Routing SW10 with D10
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW10:2' at (97790000, 52070000) with pad 'D10:2' at (100330000, 59750000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(97790000, 52070000), (97790000, 57210000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(97790000, 57210000), (100330000, 59750000)]
13:35:31: [INFO] Routing SW9 with D9
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW9:2' at (78740000, 52070000) with pad 'D9:2' at (81280000, 59750000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(78740000, 52070000), (78740000, 57210000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(78740000, 57210000), (81280000, 59750000)]
13:35:31: [INFO] Routing SW8 with D8
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW8:2' at (59690000, 52070000) with pad 'D8:2' at (62230000, 59750000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(59690000, 52070000), (59690000, 57210000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(59690000, 57210000), (62230000, 59750000)]
13:35:31: [INFO] Routing SW7 with D7
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW7:2' at (40640000, 52070000) with pad 'D7:2' at (43180000, 59750000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(40640000, 52070000), (40640000, 57210000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(40640000, 57210000), (43180000, 59750000)]
13:35:31: [INFO] Routing SW6 with D6
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW6:2' at (135890000, 33020000) with pad 'D6:2' at (138430000, 40700000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(135890000, 33020000), (135890000, 38160000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(135890000, 38160000), (138430000, 40700000)]
13:35:31: [INFO] Routing SW5 with D5
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW5:2' at (116840000, 33020000) with pad 'D5:2' at (119380000, 40700000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(116840000, 33020000), (116840000, 38160000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(116840000, 38160000), (119380000, 40700000)]
13:35:31: [INFO] Routing SW4 with D4
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW4:2' at (97790000, 33020000) with pad 'D4:2' at (100330000, 40700000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(97790000, 33020000), (97790000, 38160000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(97790000, 38160000), (100330000, 40700000)]
13:35:31: [INFO] Routing SW3 with D3
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW3:2' at (78740000, 33020000) with pad 'D3:2' at (81280000, 40700000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(78740000, 33020000), (78740000, 38160000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(78740000, 38160000), (81280000, 40700000)]
13:35:31: [INFO] Routing SW2 with D2
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW2:2' at (59690000, 33020000) with pad 'D2:2' at (62230000, 40700000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(59690000, 33020000), (59690000, 38160000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(59690000, 38160000), (62230000, 40700000)]
13:35:31: [INFO] Routing SW1a with D1
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW1a:S2' at (45100000, 35600000) with pad 'D1:2' at (43180000, 40700000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(45100000, 35600000), (45100000, 38780000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(45100000, 38780000), (43180000, 40700000)]
13:35:31: [INFO] Routing SW1 with D1
13:35:31: [INFO] Using internal autorouter method
13:35:31: [INFO] Routing pad 'SW1:2' at (40640000, 33020000) with pad 'D1:2' at (43180000, 40700000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(40640000, 33020000), (40640000, 38160000)]
13:35:31: [INFO] Adding track segment (B.Cu): [(40640000, 38160000), (43180000, 40700000)]
13:35:31: [INFO] Routing ROW1 pads
13:35:31: [INFO] Routing pad 'D7:1' at (43180000, 62550000) with pad 'D8:1' at (62230000, 62550000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(43180000, 62550000), (62230000, 62550000)]
13:35:31: [INFO] Routing pad 'D8:1' at (62230000, 62550000) with pad 'D9:1' at (81280000, 62550000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(62230000, 62550000), (81280000, 62550000)]
13:35:31: [INFO] Routing pad 'D9:1' at (81280000, 62550000) with pad 'D10:1' at (100330000, 62550000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(81280000, 62550000), (100330000, 62550000)]
13:35:31: [INFO] Routing pad 'D10:1' at (100330000, 62550000) with pad 'D11:1' at (119380000, 62550000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(100330000, 62550000), (119380000, 62550000)]
13:35:31: [INFO] Routing pad 'D11:1' at (119380000, 62550000) with pad 'D12:1' at (138430000, 62550000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(119380000, 62550000), (138430000, 62550000)]
13:35:31: [INFO] Routing ROW8 pads
13:35:31: [INFO] Routing pad 'D49:1' at (171767500, 100650000) with pad 'D50:1' at (190817500, 100650000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(171767500, 100650000), (190817500, 100650000)]
13:35:31: [INFO] Routing pad 'D50:1' at (190817500, 100650000) with pad 'D51:1' at (209867500, 100650000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(190817500, 100650000), (209867500, 100650000)]
13:35:31: [INFO] Routing pad 'D51:1' at (209867500, 100650000) with pad 'D52:1' at (228917500, 100650000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(209867500, 100650000), (228917500, 100650000)]
13:35:31: [INFO] Routing pad 'D52:1' at (228917500, 100650000) with pad 'D53:1' at (247967500, 100650000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(228917500, 100650000), (247967500, 100650000)]
13:35:31: [INFO] Routing pad 'D53:1' at (247967500, 100650000) with pad 'D54:1' at (267017500, 100650000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(247967500, 100650000), (267017500, 100650000)]
13:35:31: [INFO] Routing ROW0 pads
13:35:31: [INFO] Routing pad 'D1:1' at (43180000, 43500000) with pad 'D2:1' at (62230000, 43500000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(43180000, 43500000), (62230000, 43500000)]
13:35:31: [INFO] Routing pad 'D2:1' at (62230000, 43500000) with pad 'D3:1' at (81280000, 43500000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(62230000, 43500000), (81280000, 43500000)]
13:35:31: [INFO] Routing pad 'D3:1' at (81280000, 43500000) with pad 'D4:1' at (100330000, 43500000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(81280000, 43500000), (100330000, 43500000)]
13:35:31: [INFO] Routing pad 'D4:1' at (100330000, 43500000) with pad 'D5:1' at (119380000, 43500000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(100330000, 43500000), (119380000, 43500000)]
13:35:31: [INFO] Routing pad 'D5:1' at (119380000, 43500000) with pad 'D6:1' at (138430000, 43500000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(119380000, 43500000), (138430000, 43500000)]
13:35:31: [INFO] Routing ROW2 pads
13:35:31: [INFO] Routing pad 'D13:1' at (43180000, 81600000) with pad 'D14:1' at (62230000, 81600000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(43180000, 81600000), (62230000, 81600000)]
13:35:31: [INFO] Routing pad 'D14:1' at (62230000, 81600000) with pad 'D15:1' at (81280000, 81600000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(62230000, 81600000), (81280000, 81600000)]
13:35:31: [INFO] Routing pad 'D15:1' at (81280000, 81600000) with pad 'D16:1' at (100330000, 81600000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(81280000, 81600000), (100330000, 81600000)]
13:35:31: [INFO] Routing pad 'D16:1' at (100330000, 81600000) with pad 'D17:1' at (119380000, 81600000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(100330000, 81600000), (119380000, 81600000)]
13:35:31: [INFO] Routing pad 'D17:1' at (119380000, 81600000) with pad 'D18:1' at (138430000, 81600000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(119380000, 81600000), (138430000, 81600000)]
13:35:31: [INFO] Routing ROW9 pads
13:35:31: [INFO] Routing pad 'D55:1' at (171767500, 119700000) with pad 'D56:1' at (190817500, 119700000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(171767500, 119700000), (190817500, 119700000)]
13:35:31: [INFO] Routing pad 'D56:1' at (190817500, 119700000) with pad 'D57:1' at (209867500, 119700000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(190817500, 119700000), (209867500, 119700000)]
13:35:31: [INFO] Routing pad 'D57:1' at (209867500, 119700000) with pad 'D58:1' at (228917500, 119700000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(209867500, 119700000), (228917500, 119700000)]
13:35:31: [INFO] Routing pad 'D58:1' at (228917500, 119700000) with pad 'D59:1' at (247967500, 119700000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(228917500, 119700000), (247967500, 119700000)]
13:35:31: [INFO] Routing pad 'D59:1' at (247967500, 119700000) with pad 'D60:1' at (267017500, 119700000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (B.Cu): [(247967500, 119700000), (267017500, 119700000)]
13:35:31: [INFO] Routing COL5 pads
13:35:31: [INFO] Routing pad 'SW6:1' at (129540000, 35560000) with pad 'SW12:1' at (129540000, 54610000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (F.Cu): [(129540000, 35560000), (129540000, 54610000)]
13:35:31: [INFO] Routing pad 'SW12:1' at (129540000, 54610000) with pad 'SW18:1' at (129540000, 73660000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (F.Cu): [(129540000, 54610000), (129540000, 73660000)]
13:35:31: [INFO] Routing pad 'SW18:1' at (129540000, 73660000) with pad 'SW24:1' at (129540000, 92710000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (F.Cu): [(129540000, 73660000), (129540000, 92710000)]
13:35:31: [INFO] Routing pad 'SW24:1' at (129540000, 92710000) with pad 'SW30:1' at (129540000, 111760000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (F.Cu): [(129540000, 92710000), (129540000, 111760000)]
13:35:31: [INFO] Routing pad 'SW6:1' at (129540000, 35560000) with pad 'SW36:1' at (258127500, 35560000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (F.Cu): [(129540000, 35560000), (258127500, 35560000)]
13:35:31: [INFO] Could not add track segment due to detected collision
13:35:31: [INFO] Routing pad 'SW36a:S1' at (268937500, 40600000) with pad 'SW42:1' at (258127500, 54610000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (F.Cu): [(268937500, 40600000), (268937500, 43800000)]
13:35:31: [INFO] Adding track segment (F.Cu): [(268937500, 43800000), (258127500, 54610000)]
13:35:31: [INFO] Routing pad 'SW42:1' at (258127500, 54610000) with pad 'SW48:1' at (258127500, 73660000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (F.Cu): [(258127500, 54610000), (258127500, 73660000)]
13:35:31: [INFO] Routing pad 'SW48:1' at (258127500, 73660000) with pad 'SW54:1' at (258127500, 92710000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (F.Cu): [(258127500, 73660000), (258127500, 92710000)]
13:35:31: [INFO] Routing pad 'SW54:1' at (258127500, 92710000) with pad 'SW60:1' at (258127500, 111760000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (F.Cu): [(258127500, 92710000), (258127500, 111760000)]
13:35:31: [INFO] Routing pad 'SW36:1' at (258127500, 35560000) with pad 'SW36a:S1' at (268937500, 40600000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Routing COL4 pads
13:35:31: [INFO] Routing pad 'SW5:1' at (110490000, 35560000) with pad 'SW11:1' at (110490000, 54610000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (F.Cu): [(110490000, 35560000), (110490000, 54610000)]
13:35:31: [INFO] Routing pad 'SW11:1' at (110490000, 54610000) with pad 'SW17:1' at (110490000, 73660000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (F.Cu): [(110490000, 54610000), (110490000, 73660000)]
13:35:31: [INFO] Routing pad 'SW17:1' at (110490000, 73660000) with pad 'SW23:1' at (110490000, 92710000) using coordinate system rotated by 0 degree(s)
13:35:31: [INFO] Adding track segment (F.Cu): [(110490000, 73660000), (110490000, 92710000)]
13:35:32: [INFO] Routing pad 'SW23:1' at (110490000, 92710000) with pad 'SW29:1' at (110490000, 111760000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(110490000, 92710000), (110490000, 111760000)]
13:35:32: [INFO] Could not add track segment due to detected collision
13:35:32: [INFO] Routing pad 'SW29:1' at (110490000, 111760000) with pad 'SW29a:1' at (120015000, 111760000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(110490000, 111760000), (120015000, 111760000)]
13:35:32: [INFO] Routing pad 'SW41:1' at (239077500, 54610000) with pad 'SW35:1' at (239077500, 35560000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(239077500, 54610000), (239077500, 35560000)]
13:35:32: [INFO] Routing pad 'SW47:1' at (239077500, 73660000) with pad 'SW41:1' at (239077500, 54610000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(239077500, 73660000), (239077500, 54610000)]
13:35:32: [INFO] Routing pad 'SW53:1' at (239077500, 92710000) with pad 'SW47:1' at (239077500, 73660000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(239077500, 92710000), (239077500, 73660000)]
13:35:32: [INFO] Routing pad 'SW59:1' at (239077500, 111760000) with pad 'SW53:1' at (239077500, 92710000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(239077500, 111760000), (239077500, 92710000)]
13:35:32: [INFO] Routing pad 'SW29a:1' at (120015000, 111760000) with pad 'SW59:1' at (239077500, 111760000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(120015000, 111760000), (239077500, 111760000)]
13:35:32: [INFO] Could not add track segment due to detected collision
13:35:32: [INFO] Routing ROW5 pads
13:35:32: [INFO] Routing pad 'D31:1' at (171767500, 43500000) with pad 'D32:1' at (190817500, 43500000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(171767500, 43500000), (190817500, 43500000)]
13:35:32: [INFO] Routing pad 'D32:1' at (190817500, 43500000) with pad 'D33:1' at (209867500, 43500000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(190817500, 43500000), (209867500, 43500000)]
13:35:32: [INFO] Routing pad 'D33:1' at (209867500, 43500000) with pad 'D34:1' at (228917500, 43500000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(209867500, 43500000), (228917500, 43500000)]
13:35:32: [INFO] Routing pad 'D34:1' at (228917500, 43500000) with pad 'D35:1' at (247967500, 43500000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(228917500, 43500000), (247967500, 43500000)]
13:35:32: [INFO] Routing pad 'D35:1' at (247967500, 43500000) with pad 'D36:1' at (267017500, 43500000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (B.Cu): [(247967500, 43500000), (267017500, 43500000)]
13:35:32: [INFO] Could not add track segment due to detected collision
13:35:32: [INFO] Routing COL1 pads
13:35:32: [INFO] Routing pad 'SW2:1' at (53340000, 35560000) with pad 'SW8:1' at (53340000, 54610000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(53340000, 35560000), (53340000, 54610000)]
13:35:32: [INFO] Routing pad 'SW8:1' at (53340000, 54610000) with pad 'SW14:1' at (53340000, 73660000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(53340000, 54610000), (53340000, 73660000)]
13:35:32: [INFO] Routing pad 'SW14:1' at (53340000, 73660000) with pad 'SW20:1' at (53340000, 92710000) using coordinate system rotated by 0 degree(s)
13:35:32: [INFO] Adding track segment (F.Cu): [(53340000, 73660000), (53340000, 92710000)]
