=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:37:16: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgIwFYB0yA0dwE9ZwAxpIC+m4+6CAzADoB299FC4mEAxnuAMQCG-A8KSzMkjBnWbgAuugBQYKHkJIkZTvB4B2HbqFkE6fDPmLo8Kii1lc8ALSEAnGqwas3dp6-6R6AEyscBDmcAAcKAAsJGTMLLIKwXgIVjZ4DijOwuRGgdksbErwCIRRWcwBBW48AoJkAO54fmWUEeJMOfFmyihULjhphAhZfh2miUVUqfZOfVUeXp4+4IYIcWOFiCh9tnDpzupcfDW8uQ1FW1krgRyHC4uX-tcbxSj4DwgVWCtUT3PHJ-UkhcDJQkCYEhtBtsBmgspNjJ1xohLBEprsnAdNPMFksRqtcnjPjcsbo9ID4H4UH5ol8Wk8QnYEAA2HqzQ7-U5ArQ08B4363O64x6I56vNlYjnkuCU6lwyj8rF3ThyokbcKhOX4siTD4K9ySrBnTbc4aUWgSeiGYxkPFiC10K307qTQ2NKw8vGte1XEUhZL4PpG5I81H5ILPFGBoEh0HgxQAJySIywIVQAbRdhZFFcApxzR+MXQEVyFDBhaZcaRERQTIeBdpxZBZdpFd9eGroQ96HrvKLBPQzd7rfWqZ6cp7k0bWEmg8mw4hIRZTMx7lJOk5FKyqObxP1xw3m1lZFR8668DT0OmGSj5xjPxFifsHzIIXCUQzyXfOcVguaWhL6ChABjgAcUlZqmKDz-iCQEgiBIJgW28DhE0NroNBWAjLBmHoPBOGISOeBaO6coYeAkzYeRuG5DqCKEfAxHciu2hrgelImsegHgX6KiXui17MUcNQHsGW6UAi0hAA
13:37:22: [INFO] Routing pad 'SW44:2' at (304482500, 92075000) with pad 'D44:2' at (307022500, 99755000) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(304482500, 92075000), (304482500, 97215000)]
13:37:22: [INFO] Adding track segment (B.Cu): [(304482500, 97215000), (307022500, 99755000)]
13:37:22: [INFO] Routing SW43 with D43
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW43:2' at (281740789, 92204087) with pad 'D43:2' at (285822045, 99188165) using coordinate system rotated by 348.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(281740789, 92204087), (282809455, 97231766)]
13:37:22: [INFO] Adding track segment (B.Cu): [(282809455, 97231766), (285822045, 99188165)]
13:37:22: [INFO] Routing SW42 with D42
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW42:2' at (263107078, 96164804) with pad 'D42:2' at (267188334, 103148882) using coordinate system rotated by 348.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(263107078, 96164804), (264175744, 101192482)]
13:37:22: [INFO] Adding track segment (B.Cu): [(264175744, 101192482), (267188334, 103148882)]
13:37:22: [INFO] Routing SW41 with D41
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW41:2' at (244473366, 100125522) with pad 'D41:2' at (248554622, 107109600) using coordinate system rotated by 348.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(244473366, 100125522), (245542031, 105153199)]
13:37:22: [INFO] Adding track segment (B.Cu): [(245542031, 105153199), (248554622, 107109600)]
13:37:22: [INFO] Routing SW40 with D40
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW40:2' at (225839654, 104086240) with pad 'D40:2' at (229920910, 111070318) using coordinate system rotated by 348.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(225839654, 104086240), (226908319, 109113919)]
13:37:22: [INFO] Adding track segment (B.Cu): [(226908319, 109113919), (229920910, 111070318)]
13:37:22: [INFO] Routing SW39 with D39
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW39:2' at (185387706, 105591306) with pad 'D39:2' at (186275439, 113631574) using coordinate system rotated by 12.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(185387706, 105591306), (184319039, 110618982)]
13:37:22: [INFO] Adding track segment (B.Cu): [(184319039, 110618982), (186275439, 113631574)]
13:37:22: [INFO] Routing SW38 with D38
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW38:2' at (166753994, 101630589) with pad 'D38:2' at (167641727, 109670857) using coordinate system rotated by 12.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(166753994, 101630589), (165685327, 106658265)]
13:37:22: [INFO] Adding track segment (B.Cu): [(165685327, 106658265), (167641727, 109670857)]
13:37:22: [INFO] Routing SW37 with D37
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW37:2' at (148120282, 97669871) with pad 'D37:2' at (149008015, 105710139) using coordinate system rotated by 12.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(148120282, 97669871), (147051615, 102697547)]
13:37:22: [INFO] Adding track segment (B.Cu): [(147051615, 102697547), (149008015, 105710139)]
13:37:22: [INFO] Routing SW36 with D36
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW36:2' at (129486570, 93709153) with pad 'D36:2' at (130374303, 101749421) using coordinate system rotated by 12.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(129486570, 93709153), (128417903, 98736831)]
13:37:22: [INFO] Adding track segment (B.Cu): [(128417903, 98736831), (130374303, 101749421)]
13:37:22: [INFO] Routing SW35 with D35
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW35:2' at (107315000, 92075000) with pad 'D35:2' at (109855000, 99755000) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(107315000, 92075000), (107315000, 97215000)]
13:37:22: [INFO] Adding track segment (B.Cu): [(107315000, 97215000), (109855000, 99755000)]
13:37:22: [INFO] Routing SW34 with D34
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW34:2' at (81121250, 92075000) with pad 'D34:2' at (83661250, 99755000) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(81121250, 92075000), (81121250, 97215000)]
13:37:22: [INFO] Adding track segment (B.Cu): [(81121250, 97215000), (83661250, 99755000)]
13:37:22: [INFO] Routing SW33 with D33
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW33:2' at (55880000, 71120000) with pad 'D33:2' at (58420000, 78800000) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(55880000, 71120000), (55880000, 76260000)]
13:37:22: [INFO] Adding track segment (B.Cu): [(55880000, 76260000), (58420000, 78800000)]
13:37:22: [INFO] Routing SW32 with D32
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW32:2' at (358775000, 73025000) with pad 'D32:2' at (361315000, 80705000) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(358775000, 73025000), (358775000, 78165000)]
13:37:22: [INFO] Adding track segment (B.Cu): [(358775000, 78165000), (361315000, 80705000)]
13:37:22: [INFO] Routing SW31 with D31
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW31:2' at (354488750, 92075000) with pad 'D31:2' at (357028750, 99755000) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(354488750, 92075000), (354488750, 97215000)]
13:37:22: [INFO] Adding track segment (B.Cu): [(354488750, 97215000), (357028750, 99755000)]
13:37:22: [INFO] Routing SW30 with D30
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW30:2' at (334962500, 73025000) with pad 'D30:2' at (337502500, 80705000) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(334962500, 73025000), (334962500, 78165000)]
13:37:22: [INFO] Adding track segment (B.Cu): [(334962500, 78165000), (337502500, 80705000)]
13:37:22: [INFO] Routing SW29 with D29
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW29:2' at (315912500, 73025000) with pad 'D29:2' at (318452500, 80705000) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(315912500, 73025000), (315912500, 78165000)]
13:37:22: [INFO] Adding track segment (B.Cu): [(315912500, 78165000), (318452500, 80705000)]
13:37:22: [INFO] Routing SW28 with D28
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW28:2' at (296862500, 72072500) with pad 'D28:2' at (299402500, 79752500) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(296862500, 72072500), (296862500, 77212500)]
13:37:22: [INFO] Adding track segment (B.Cu): [(296862500, 77212500), (299402500, 79752500)]
13:37:22: [INFO] Routing SW27 with D27
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW27:2' at (274985015, 74164483) with pad 'D27:2' at (279066271, 81148561) using coordinate system rotated by 348.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(274985015, 74164483), (276053680, 79192162)]
13:37:22: [INFO] Adding track segment (B.Cu): [(276053680, 79192162), (279066271, 81148561)]
13:37:22: [INFO] Routing SW26 with D26
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW26:2' at (256351303, 78125200) with pad 'D26:2' at (260432559, 85109278) using coordinate system rotated by 348.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(256351303, 78125200), (257419968, 83152878)]
13:37:22: [INFO] Adding track segment (B.Cu): [(257419968, 83152878), (260432559, 85109278)]
13:37:22: [INFO] Routing SW25 with D25
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW25:2' at (237717591, 82085918) with pad 'D25:2' at (241798847, 89069996) using coordinate system rotated by 348.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(237717591, 82085918), (238786257, 87113597)]
13:37:22: [INFO] Adding track segment (B.Cu): [(238786257, 87113597), (241798847, 89069996)]
13:37:22: [INFO] Routing SW24 with D24
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW24:2' at (219083880, 86046636) with pad 'D24:2' at (223165136, 93030714) using coordinate system rotated by 348.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(219083880, 86046636), (220152546, 91074315)]
13:37:22: [INFO] Adding track segment (B.Cu): [(220152546, 91074315), (223165136, 93030714)]
13:37:22: [INFO] Routing SW23 with D23
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW23:2' at (184689996, 85967415) with pad 'D23:2' at (185577729, 94007683) using coordinate system rotated by 12.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(184689996, 85967415), (183621329, 90995093)]
13:37:22: [INFO] Adding track segment (B.Cu): [(183621329, 90995093), (185577729, 94007683)]
13:37:22: [INFO] Routing SW22 with D22
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW22:2' at (166056284, 82006697) with pad 'D22:2' at (166944017, 90046965) using coordinate system rotated by 12.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(166056284, 82006697), (164987617, 87034373)]
13:37:22: [INFO] Adding track segment (B.Cu): [(164987617, 87034373), (166944017, 90046965)]
13:37:22: [INFO] Routing SW21 with D21
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW21:2' at (147422572, 78045980) with pad 'D21:2' at (148310305, 86086248) using coordinate system rotated by 12.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(147422572, 78045980), (146353905, 83073656)]
13:37:22: [INFO] Adding track segment (B.Cu): [(146353905, 83073656), (148310305, 86086248)]
13:37:22: [INFO] Routing SW20 with D20
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW20:2' at (128788860, 74085262) with pad 'D20:2' at (129676593, 82125530) using coordinate system rotated by 12.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(128788860, 74085262), (127720193, 79112938)]
13:37:22: [INFO] Adding track segment (B.Cu): [(127720193, 79112938), (129676593, 82125530)]
13:37:22: [INFO] Routing SW19 with D19
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW19:2' at (106362500, 73025000) with pad 'D19:2' at (108902500, 80705000) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(106362500, 73025000), (106362500, 78165000)]
13:37:22: [INFO] Adding track segment (B.Cu): [(106362500, 78165000), (108902500, 80705000)]
13:37:22: [INFO] Routing SW18 with D18
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW18:2' at (82550000, 73025000) with pad 'D18:2' at (85090000, 80705000) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(82550000, 73025000), (82550000, 78165000)]
13:37:22: [INFO] Adding track segment (B.Cu): [(82550000, 78165000), (85090000, 80705000)]
13:37:22: [INFO] Routing SW17 with D17
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW17:2' at (59690000, 52070000) with pad 'D17:2' at (62230000, 59750000) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(59690000, 52070000), (59690000, 57210000)]
13:37:22: [INFO] Adding track segment (B.Cu): [(59690000, 57210000), (62230000, 59750000)]
13:37:22: [INFO] Routing SW16 with D16
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW16:2' at (356870000, 53975000) with pad 'D16:2' at (359410000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(356870000, 53975000), (356870000, 59115000)]
13:37:22: [INFO] Adding track segment (B.Cu): [(356870000, 59115000), (359410000, 61655000)]
13:37:22: [INFO] Routing SW15 with D15
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW15:2' at (347345000, 53975000) with pad 'D15:2' at (349885000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(347345000, 53975000), (347345000, 59115000)]
13:37:22: [INFO] Adding track segment (B.Cu): [(347345000, 59115000), (349885000, 61655000)]
13:37:22: [INFO] Routing SW14 with D14
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW14:2' at (337820000, 53975000) with pad 'D14:2' at (340360000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(337820000, 53975000), (337820000, 59115000)]
13:37:22: [INFO] Adding track segment (B.Cu): [(337820000, 59115000), (340360000, 61655000)]
13:37:22: [INFO] Routing SW13 with D13
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW13:2' at (318770000, 53975000) with pad 'D13:2' at (321310000, 61655000) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(318770000, 53975000), (318770000, 59115000)]
13:37:22: [INFO] Adding track segment (B.Cu): [(318770000, 59115000), (321310000, 61655000)]
13:37:22: [INFO] Routing SW12 with D12
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW12:2' at (299720000, 53022500) with pad 'D12:2' at (302260000, 60702500) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(299720000, 53022500), (299720000, 58162500)]
13:37:22: [INFO] Adding track segment (B.Cu): [(299720000, 58162500), (302260000, 60702500)]
13:37:22: [INFO] Routing SW11 with D11
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW11:2' at (278477782, 53946484) with pad 'D11:2' at (282559038, 60930562) using coordinate system rotated by 348.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(278477782, 53946484), (279546447, 58974163)]
13:37:22: [INFO] Adding track segment (B.Cu): [(279546447, 58974163), (282559038, 60930562)]
13:37:22: [INFO] Routing SW10 with D10
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW10:2' at (259844070, 57907201) with pad 'D10:2' at (263925326, 64891279) using coordinate system rotated by 348.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(259844070, 57907201), (260912735, 62934880)]
13:37:22: [INFO] Adding track segment (B.Cu): [(260912735, 62934880), (263925326, 64891279)]
13:37:22: [INFO] Routing SW9 with D9
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW9:2' at (241210358, 61867919) with pad 'D9:2' at (245291614, 68851997) using coordinate system rotated by 348.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(241210358, 61867919), (242279023, 66895597)]
13:37:22: [INFO] Adding track segment (B.Cu): [(242279023, 66895597), (245291614, 68851997)]
13:37:22: [INFO] Routing SW8 with D8
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW8:2' at (222576647, 65828637) with pad 'D8:2' at (226657903, 72812715) using coordinate system rotated by 348.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(222576647, 65828637), (223645313, 70856316)]
13:37:22: [INFO] Adding track segment (B.Cu): [(223645313, 70856316), (226657903, 72812715)]
13:37:22: [INFO] Routing SW7 with D7
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW7:2' at (197035884, 69116026) with pad 'D7:2' at (197923617, 77156294) using coordinate system rotated by 12.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(197035884, 69116026), (195967218, 74143703)]
13:37:22: [INFO] Adding track segment (B.Cu): [(195967218, 74143703), (197923617, 77156294)]
13:37:22: [INFO] Routing SW6 with D6
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW6:2' at (178402172, 65155309) with pad 'D6:2' at (179289905, 73195577) using coordinate system rotated by 12.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(178402172, 65155309), (177333505, 70182985)]
13:37:22: [INFO] Adding track segment (B.Cu): [(177333505, 70182985), (179289905, 73195577)]
13:37:22: [INFO] Routing SW5 with D5
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW5:2' at (159768460, 61194591) with pad 'D5:2' at (160656193, 69234859) using coordinate system rotated by 12.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(159768460, 61194591), (158699793, 66222267)]
13:37:22: [INFO] Adding track segment (B.Cu): [(158699793, 66222267), (160656193, 69234859)]
13:37:22: [INFO] Routing SW4 with D4
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW4:2' at (141134748, 57233873) with pad 'D4:2' at (142022481, 65274141) using coordinate system rotated by 12.0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(141134748, 57233873), (140066081, 62261550)]
13:37:22: [INFO] Adding track segment (B.Cu): [(140066081, 62261550), (142022481, 65274141)]
13:37:22: [INFO] Routing SW3 with D3
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW3:2' at (119697500, 53022500) with pad 'D3:2' at (122237500, 60702500) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(119697500, 53022500), (119697500, 58162500)]
13:37:22: [INFO] Adding track segment (B.Cu): [(119697500, 58162500), (122237500, 60702500)]
13:37:22: [INFO] Routing SW2 with D2
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW2:2' at (100647500, 53975000) with pad 'D2:2' at (103187500, 61655000) using coordinate system rotated by 0 degree(s)
13:37:22: [INFO] Adding track segment (B.Cu): [(100647500, 53975000), (100647500, 59115000)]
13:37:22: [INFO] Adding track segment (B.Cu): [(100647500, 59115000), (103187500, 61655000)]
13:37:22: [INFO] Routing SW1 with D1
13:37:22: [INFO] Using internal autorouter method
13:37:22: [INFO] Routing pad 'SW1:2' at (81597500, 53975000) with pad 'D1:2' at (84137500, 61655000) using coordinate system rotated by 0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(81597500, 53975000), (81597500, 59115000)]
13:37:23: [INFO] Adding track segment (B.Cu): [(81597500, 59115000), (84137500, 61655000)]
13:37:23: [INFO] Routing COL5 pads
13:37:23: [INFO] Routing pad 'SW38:1' at (160014661, 102794845) with pad 'SW22:1' at (159316951, 83170953) using coordinate system rotated by 12.0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(160014661, 102794845), (156346411, 97146237)]
13:37:23: [INFO] Adding track segment (F.Cu): [(156346411, 97146237), (159316951, 83170953)]
13:37:23: [INFO] Routing pad 'SW54:1' at (164439114, 123210879) with pad 'SW38:1' at (160014661, 102794845) using coordinate system rotated by 12.0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(164439114, 123210879), (157836265, 113043384)]
13:37:23: [INFO] Adding track segment (F.Cu): [(157836265, 113043384), (160014661, 102794845)]
13:37:23: [INFO] Routing pad 'SW64:1' at (156751654, 141052448) with pad 'SW54:1' at (164439114, 123210879) using coordinate system rotated by 12.0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(156751654, 141052448), (161270539, 138117848)]
13:37:23: [INFO] Adding track segment (F.Cu): [(161270539, 138117848), (164439114, 123210879)]
13:37:23: [INFO] Routing pad 'SW22:1' at (159316951, 83170953) with pad 'SW6:1' at (171662839, 66319565) using coordinate system rotated by 12.0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(159316951, 83170953), (169484443, 76568105)]
13:37:23: [INFO] Adding track segment (F.Cu): [(169484443, 76568105), (171662839, 66319565)]
13:37:23: [INFO] Routing COL1 pads
13:37:23: [INFO] Routing pad 'SW50:1' at (74771250, 113665000) with pad 'SW34:1' at (74771250, 94615000) using coordinate system rotated by 0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(74771250, 113665000), (74771250, 94615000)]
13:37:23: [INFO] Routing pad 'SW62:1' at (67627500, 132715000) with pad 'SW50:1' at (74771250, 113665000) using coordinate system rotated by 0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(67627500, 132715000), (74771250, 125571250)]
13:37:23: [INFO] Adding track segment (F.Cu): [(74771250, 125571250), (74771250, 113665000)]
13:37:23: [INFO] Routing pad 'SW34:1' at (74771250, 94615000) with pad 'SW18:1' at (76200000, 75565000) using coordinate system rotated by 0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(74771250, 94615000), (76200000, 93186250)]
13:37:23: [INFO] Adding track segment (F.Cu): [(76200000, 93186250), (76200000, 75565000)]
13:37:23: [INFO] Routing pad 'SW18:1' at (76200000, 75565000) with pad 'SW2:1' at (94297500, 56515000) using coordinate system rotated by 0 degree(s)
13:37:23: [INFO] Routing ROW4 pads
13:37:23: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D62 at 90.0 degree(s) and footprint2: D63 at 78.0 degree(s)
13:37:23: [INFO] Routing pad 'D63:1' at (130057850, 144469667) with pad 'D64:1' at (163796568, 150667274) using coordinate system rotated by 282.0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(130057850, 144469667), (131187569, 143736017)]
13:37:23: [INFO] Adding track segment (B.Cu): [(131187569, 143736017), (163796568, 150667274)]
13:37:23: [INFO] Routing pad 'D64:1' at (163796568, 150667274) with pad 'D65:1' at (194076349, 157103440) using coordinate system rotated by 282.0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(163796568, 150667274), (194076348, 157103439)]
13:37:23: [INFO] Adding track segment (B.Cu): [(194076348, 157103439), (194076349, 157103440)]
13:37:23: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D65 at 78.0 degree(s) and footprint2: D66 at 102.0 degree(s)
13:37:23: [INFO] Routing pad 'D66:1' at (246343825, 149393250) with pad 'D67:1' at (287070184, 141710375) using coordinate system rotated by 258.0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(246343825, 149393250), (285940462, 140976724)]
13:37:23: [INFO] Adding track segment (B.Cu): [(285940462, 140976724), (287070184, 141710375)]
13:37:23: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D67 at 102.0 degree(s) and footprint2: D68 at 90.0 degree(s)
13:37:23: [INFO] Routing COL14 pads
13:37:23: [INFO] Routing pad 'SW31:1' at (348138750, 94615000) with pad 'SW47:1' at (347186250, 113665000) using coordinate system rotated by 0 degree(s)
13:37:23: [INFO] Adding track segment (F.Cu): [(348138750, 94615000), (348138750, 112712500)]
13:37:23: [INFO] Adding track segment (F.Cu): [(348138750, 112712500), (347186250, 113665000)]
13:37:23: [INFO] Routing pad 'SW15:1' at (340995000, 56515000) with pad 'SW31:1' at (348138750, 94615000) using coordinate system rotated by 0 degree(s)
13:37:23: [INFO] Routing ROW3 pads
13:37:23: [INFO] Routing pad 'D49:1' at (54610000, 100650000) with pad 'D50:1' at (83661250, 121605000) using coordinate system rotated by 0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(54610000, 100650000), (75565000, 121605000)]
13:37:23: [INFO] Adding track segment (B.Cu): [(75565000, 121605000), (83661250, 121605000)]
13:37:23: [INFO] Routing pad 'D50:1' at (83661250, 121605000) with pad 'D51:1' at (114617500, 121605000) using coordinate system rotated by 0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(83661250, 121605000), (114617500, 121605000)]
13:37:23: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D51 at 90.0 degree(s) and footprint2: D52 at 78.0 degree(s)
13:37:23: [INFO] Routing pad 'D52:1' at (134216604, 124904270) with pad 'D53:1' at (152850316, 128864988) using coordinate system rotated by 282.0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(134216604, 124904270), (152850314, 128864986)]
13:37:23: [INFO] Adding track segment (B.Cu): [(152850314, 128864986), (152850316, 128864988)]
13:37:23: [INFO] Routing pad 'D53:1' at (152850316, 128864988) with pad 'D54:1' at (171484028, 132825705) using coordinate system rotated by 282.0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(152850316, 128864988), (171484026, 132825705)]
13:37:23: [INFO] Adding track segment (B.Cu): [(171484026, 132825705), (171484028, 132825705)]
13:37:23: [INFO] Routing pad 'D54:1' at (171484028, 132825705) with pad 'D55:1' at (190117739, 136786423) using coordinate system rotated by 282.0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(171484028, 132825705), (190117738, 136786421)]
13:37:23: [INFO] Adding track segment (B.Cu): [(190117738, 136786421), (190117739, 136786423)]
13:37:23: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D55 at 78.0 degree(s) and footprint2: D56 at 102.0 degree(s)
13:37:23: [INFO] Routing pad 'D56:1' at (226078609, 134225167) with pad 'D57:1' at (244712321, 130264449) using coordinate system rotated by 258.0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(226078609, 134225167), (244712320, 130264448)]
13:37:23: [INFO] Adding track segment (B.Cu): [(244712320, 130264448), (244712321, 130264449)]
13:37:23: [INFO] Routing pad 'D57:1' at (244712321, 130264449) with pad 'D58:1' at (263346033, 126303731) using coordinate system rotated by 258.0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(244712321, 130264449), (263346032, 126303730)]
13:37:23: [INFO] Adding track segment (B.Cu): [(263346032, 126303730), (263346033, 126303731)]
13:37:23: [INFO] Routing pad 'D58:1' at (263346033, 126303731) with pad 'D59:1' at (281979745, 122343013) using coordinate system rotated by 258.0 degree(s)
13:37:23: [INFO] Adding track segment (B.Cu): [(263346033, 126303731), (281979744, 122343012)]
13:37:23: [INFO] Adding track segment (B.Cu): [(281979744, 122343012), (281979745, 122343013)]
