=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:28:25: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgEwDoDsBWANHcBPWcAGJBNAXy3AIwXCwmngE4kDzsqBGD8AXQwCgwUfEXQU88ALSjM2AMb5wAYgCGa9eDaUMBWnAgL4yuSdOaKnPfXxcWWzjTrhD2JSnce94AO74E9jA4AZitheA5iMgtAtF4BIQZCVFkfGyQo7A4dUJdjUxNzTMDQxOYSLSyOXQpK7hrAx31U8PSKwJCnRIiqeUU3D3dC8ErYvkFreCIU33h-CgRsp1ylfIKtBbqm0tb5wOrsDc2DPvUNChnESPX2kpFkimWBweuOUfiJpJJzvx3sIMWtjYiD1nH1VgotP8ql4oR0mo8nl4LnM-oEACy3SZXChQt7jMKfaZpDLgNEAj62L7YC4RcoUMlcTFwCLoLQMuGk9FeBl4oQAJy6FC692wEjgQXSDzBqyGULi+L5QIoAuJQp+JKoHKoGOisWiADZ5QkfnSio1hhgOVkdUVeR9kKzduaFhyFjbwAs7QSJabwP9zf8Of93f8vYkJSCEQMkWlfQyctL8jHZmzqAmjP1o98WnGMF7FVIqsrBdhEihIuJ1VKM+ChlQUF4qAAORsYRit6FjY3wfXJNqG+oN+ot+rtrsfFDXAcHDBDmcjmdj94E3sk-7Tv2zmEYBebpf4xKr7OXElk9tLPpPOfNZl9+l7Xg8IA
13:28:30: [INFO] Adding track segment (B.Cu): [(343058750, 81022500), (345598750, 83562500)]
13:28:30: [INFO] Routing SW42 with D42
13:28:30: [INFO] Using internal autorouter method
13:28:30: [INFO] Routing pad 'SW42:2' at (312102500, 75882500) with pad 'D42:2' at (314642500, 83562500) using coordinate system rotated by 0 degree(s)
13:28:30: [INFO] Adding track segment (B.Cu): [(312102500, 75882500), (312102500, 81022500)]
13:28:30: [INFO] Adding track segment (B.Cu): [(312102500, 81022500), (314642500, 83562500)]
13:28:30: [INFO] Routing SW41 with D41
13:28:30: [INFO] Using internal autorouter method
13:28:30: [INFO] Routing pad 'SW41:2' at (293052500, 75882500) with pad 'D41:2' at (295592500, 83562500) using coordinate system rotated by 0 degree(s)
13:28:30: [INFO] Adding track segment (B.Cu): [(293052500, 75882500), (293052500, 81022500)]
13:28:30: [INFO] Adding track segment (B.Cu): [(293052500, 81022500), (295592500, 83562500)]
13:28:30: [INFO] Routing SW40 with D40
13:28:30: [INFO] Using internal autorouter method
13:28:30: [INFO] Routing pad 'SW40:2' at (267532939, 77437572) with pad 'D40:2' at (271367969, 84559829) using coordinate system rotated by 350.0 degree(s)
13:28:30: [INFO] Adding track segment (B.Cu): [(267532939, 77437572), (268425490, 82499483)]
13:28:30: [INFO] Adding track segment (B.Cu): [(268425490, 82499483), (271367969, 84559829)]
13:28:30: [INFO] Routing SW39 with D39
13:28:30: [INFO] Using internal autorouter method
13:28:30: [INFO] Routing pad 'SW39:2' at (248772351, 80745570) with pad 'D39:2' at (252607381, 87867827) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(248772351, 80745570), (249664901, 85807480)]
13:28:31: [INFO] Adding track segment (B.Cu): [(249664901, 85807480), (252607381, 87867827)]
13:28:31: [INFO] Routing SW38 with D38
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW38:2' at (230011763, 84053567) with pad 'D38:2' at (233846793, 91175824) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(230011763, 84053567), (230904313, 89115477)]
13:28:31: [INFO] Adding track segment (B.Cu): [(230904313, 89115477), (233846793, 91175824)]
13:28:31: [INFO] Routing SW37 with D37
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW37:2' at (211251176, 87361565) with pad 'D37:2' at (215086206, 94483822) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(211251176, 87361565), (212143727, 92423476)]
13:28:31: [INFO] Adding track segment (B.Cu): [(212143727, 92423476), (215086206, 94483822)]
13:28:31: [INFO] Routing SW36 with D36
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW36:2' at (174279723, 86827198) with pad 'D36:2' at (175447516, 94831587) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(174279723, 86827198), (173387171, 91889109)]
13:28:31: [INFO] Adding track segment (B.Cu): [(173387171, 91889109), (175447516, 94831587)]
13:28:31: [INFO] Routing SW35 with D35
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW35:2' at (155519135, 83519201) with pad 'D35:2' at (156686928, 91523590) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(155519135, 83519201), (154626582, 88581111)]
13:28:31: [INFO] Adding track segment (B.Cu): [(154626582, 88581111), (156686928, 91523590)]
13:28:31: [INFO] Routing SW34 with D34
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW34:2' at (136758547, 80211203) with pad 'D34:2' at (137926340, 88215592) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(136758547, 80211203), (135865994, 85273114)]
13:28:31: [INFO] Adding track segment (B.Cu): [(135865994, 85273114), (137926340, 88215592)]
13:28:31: [INFO] Routing SW33 with D33
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW33:2' at (117997960, 76903205) with pad 'D33:2' at (119165753, 84907594) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(117997960, 76903205), (117105408, 81965117)]
13:28:31: [INFO] Adding track segment (B.Cu): [(117105408, 81965117), (119165753, 84907594)]
13:28:31: [INFO] Routing SW32 with D32
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW32:2' at (93027500, 75882500) with pad 'D32:2' at (95567500, 83562500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(93027500, 75882500), (93027500, 81022500)]
13:28:31: [INFO] Adding track segment (B.Cu): [(93027500, 81022500), (95567500, 83562500)]
13:28:31: [INFO] Routing SW31 with D31
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW31:2' at (64452500, 75882500) with pad 'D31:2' at (66992500, 83562500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(64452500, 75882500), (64452500, 81022500)]
13:28:31: [INFO] Adding track segment (B.Cu): [(64452500, 81022500), (66992500, 83562500)]
13:28:31: [INFO] Routing SW30 with D30
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW30:2' at (388302500, 56832500) with pad 'D30:2' at (390842500, 64512500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(388302500, 56832500), (388302500, 61972500)]
13:28:31: [INFO] Adding track segment (B.Cu): [(388302500, 61972500), (390842500, 64512500)]
13:28:31: [INFO] Routing SW29 with D29
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW29:2' at (345440000, 56832500) with pad 'D29:2' at (347980000, 64512500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(345440000, 56832500), (345440000, 61972500)]
13:28:31: [INFO] Adding track segment (B.Cu): [(345440000, 61972500), (347980000, 64512500)]
13:28:31: [INFO] Routing SW28 with D28
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW28:2' at (321627500, 56832500) with pad 'D28:2' at (324167500, 64512500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(321627500, 56832500), (321627500, 61972500)]
13:28:31: [INFO] Adding track segment (B.Cu): [(321627500, 61972500), (324167500, 64512500)]
13:28:31: [INFO] Routing SW27 with D27
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW27:2' at (302577500, 56832500) with pad 'D27:2' at (305117500, 64512500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(302577500, 56832500), (302577500, 61972500)]
13:28:31: [INFO] Adding track segment (B.Cu): [(302577500, 61972500), (305117500, 64512500)]
13:28:31: [INFO] Routing SW26 with D26
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW26:2' at (283527500, 56832500) with pad 'D26:2' at (286067500, 64512500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(283527500, 56832500), (283527500, 61972500)]
13:28:31: [INFO] Adding track segment (B.Cu): [(283527500, 61972500), (286067500, 64512500)]
13:28:31: [INFO] Routing SW25 with D25
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW25:2' at (259534794, 59503983) with pad 'D25:2' at (263369824, 66626240) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(259534794, 59503983), (260427345, 64565894)]
13:28:31: [INFO] Adding track segment (B.Cu): [(260427345, 64565894), (263369824, 66626240)]
13:28:31: [INFO] Routing SW24 with D24
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW24:2' at (240774206, 62811981) with pad 'D24:2' at (244609236, 69934238) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(240774206, 62811981), (241666756, 67873891)]
13:28:31: [INFO] Adding track segment (B.Cu): [(241666756, 67873891), (244609236, 69934238)]
13:28:31: [INFO] Routing SW23 with D23
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW23:2' at (222013619, 66119979) with pad 'D23:2' at (225848649, 73242236) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(222013619, 66119979), (222906170, 71181890)]
13:28:31: [INFO] Adding track segment (B.Cu): [(222906170, 71181890), (225848649, 73242236)]
13:28:31: [INFO] Routing SW22 with D22
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW22:2' at (203253031, 69427977) with pad 'D22:2' at (207088061, 76550234) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(203253031, 69427977), (204145582, 74489888)]
13:28:31: [INFO] Adding track segment (B.Cu): [(204145582, 74489888), (207088061, 76550234)]
13:28:31: [INFO] Routing SW21 with D21
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW21:2' at (168207427, 66412612) with pad 'D21:2' at (169375220, 74417001) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(168207427, 66412612), (167314875, 71474523)]
13:28:31: [INFO] Adding track segment (B.Cu): [(167314875, 71474523), (169375220, 74417001)]
13:28:31: [INFO] Routing SW20 with D20
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW20:2' at (149446839, 63104614) with pad 'D20:2' at (150614632, 71109003) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(149446839, 63104614), (148554286, 68166524)]
13:28:31: [INFO] Adding track segment (B.Cu): [(148554286, 68166524), (150614632, 71109003)]
13:28:31: [INFO] Routing SW19 with D19
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW19:2' at (130686251, 59796616) with pad 'D19:2' at (131854044, 67801005) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(130686251, 59796616), (129793698, 64858527)]
13:28:31: [INFO] Adding track segment (B.Cu): [(129793698, 64858527), (131854044, 67801005)]
13:28:31: [INFO] Routing SW18 with D18
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW18:2' at (111925663, 56488618) with pad 'D18:2' at (113093456, 64493007) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(111925663, 56488618), (111033111, 61550529)]
13:28:31: [INFO] Adding track segment (B.Cu): [(111033111, 61550529), (113093456, 64493007)]
13:28:31: [INFO] Routing SW17 with D17
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW17:2' at (88265000, 56832500) with pad 'D17:2' at (90805000, 64512500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(88265000, 56832500), (88265000, 61972500)]
13:28:31: [INFO] Adding track segment (B.Cu): [(88265000, 61972500), (90805000, 64512500)]
13:28:31: [INFO] Routing SW16 with D16
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW16:2' at (64452500, 56832500) with pad 'D16:2' at (66992500, 64512500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(64452500, 56832500), (64452500, 61972500)]
13:28:31: [INFO] Adding track segment (B.Cu): [(64452500, 61972500), (66992500, 64512500)]
13:28:31: [INFO] Routing SW15 with D15
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW15:2' at (388302500, 37782500) with pad 'D15:2' at (390842500, 45462500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(388302500, 37782500), (388302500, 42922500)]
13:28:31: [INFO] Adding track segment (B.Cu): [(388302500, 42922500), (390842500, 45462500)]
13:28:31: [INFO] Routing SW14 with D14
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW14:2' at (335915000, 37782500) with pad 'D14:2' at (338455000, 45462500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(335915000, 37782500), (335915000, 42922500)]
13:28:31: [INFO] Adding track segment (B.Cu): [(335915000, 42922500), (338455000, 45462500)]
13:28:31: [INFO] Routing SW13 with D13
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW13:2' at (307340000, 37782500) with pad 'D13:2' at (309880000, 45462500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(307340000, 37782500), (307340000, 42922500)]
13:28:31: [INFO] Adding track segment (B.Cu): [(307340000, 42922500), (309880000, 45462500)]
13:28:31: [INFO] Routing SW12 with D12
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW12:2' at (288290000, 33020000) with pad 'D12:2' at (290830000, 40700000) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(288290000, 33020000), (288290000, 38160000)]
13:28:31: [INFO] Adding track segment (B.Cu): [(288290000, 38160000), (290830000, 40700000)]
13:28:31: [INFO] Routing SW11 with D11
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW11:2' at (265607090, 39089397) with pad 'D11:2' at (269442120, 46211654) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(265607090, 39089397), (266499640, 44151307)]
13:28:31: [INFO] Adding track segment (B.Cu): [(266499640, 44151307), (269442120, 46211654)]
13:28:31: [INFO] Routing SW10 with D10
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW10:2' at (246846502, 42397395) with pad 'D10:2' at (250681532, 49519652) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(246846502, 42397395), (247739052, 47459306)]
13:28:31: [INFO] Adding track segment (B.Cu): [(247739052, 47459306), (250681532, 49519652)]
13:28:31: [INFO] Routing SW9 with D9
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW9:2' at (228085915, 45705392) with pad 'D9:2' at (231920945, 52827649) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(228085915, 45705392), (228978466, 50767303)]
13:28:31: [INFO] Adding track segment (B.Cu): [(228978466, 50767303), (231920945, 52827649)]
13:28:31: [INFO] Routing SW8 with D8
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW8:2' at (209325327, 49013390) with pad 'D8:2' at (213160357, 56135647) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(209325327, 49013390), (210217878, 54075300)]
13:28:31: [INFO] Adding track segment (B.Cu): [(210217878, 54075300), (213160357, 56135647)]
13:28:31: [INFO] Routing SW7 with D7
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW7:2' at (176205571, 48479024) with pad 'D7:2' at (177373364, 56483413) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(176205571, 48479024), (175313018, 53540935)]
13:28:31: [INFO] Adding track segment (B.Cu): [(175313018, 53540935), (177373364, 56483413)]
13:28:31: [INFO] Routing SW6 with D6
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW6:2' at (157444984, 45171026) with pad 'D6:2' at (158612777, 53175415) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(157444984, 45171026), (156552432, 50232937)]
13:28:31: [INFO] Adding track segment (B.Cu): [(156552432, 50232937), (158612777, 53175415)]
13:28:31: [INFO] Routing SW5 with D5
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW5:2' at (138684396, 41863028) with pad 'D5:2' at (139852189, 49867417) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(138684396, 41863028), (137791843, 46924938)]
13:28:31: [INFO] Adding track segment (B.Cu): [(137791843, 46924938), (139852189, 49867417)]
13:28:31: [INFO] Routing SW4 with D4
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW4:2' at (119923808, 38555030) with pad 'D4:2' at (121091601, 46559419) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(119923808, 38555030), (119031255, 43616941)]
13:28:31: [INFO] Adding track segment (B.Cu): [(119031255, 43616941), (121091601, 46559419)]
13:28:31: [INFO] Routing SW3 with D3
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW3:2' at (97790000, 33020000) with pad 'D3:2' at (100330000, 40700000) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(97790000, 33020000), (97790000, 38160000)]
13:28:31: [INFO] Adding track segment (B.Cu): [(97790000, 38160000), (100330000, 40700000)]
13:28:31: [INFO] Routing SW2 with D2
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW2:2' at (78740000, 37782500) with pad 'D2:2' at (81280000, 45462500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(78740000, 37782500), (78740000, 42922500)]
13:28:31: [INFO] Adding track segment (B.Cu): [(78740000, 42922500), (81280000, 45462500)]
13:28:31: [INFO] Routing SW1 with D1
13:28:31: [INFO] Using internal autorouter method
13:28:31: [INFO] Routing pad 'SW1:2' at (59690000, 37782500) with pad 'D1:2' at (62230000, 45462500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (B.Cu): [(59690000, 37782500), (59690000, 42922500)]
13:28:31: [INFO] Adding track segment (B.Cu): [(59690000, 42922500), (62230000, 45462500)]
13:28:31: [INFO] Routing COL11 pads
13:28:31: [INFO] Routing pad 'SW42:1' at (305752500, 78422500) with pad 'SW65:1' at (289083750, 116522500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Routing pad 'SW12:1' at (281940000, 35560000) with pad 'SW27:1' at (296227500, 59372500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(281940000, 35560000), (281940000, 45085000)]
13:28:31: [INFO] Adding track segment (F.Cu): [(281940000, 45085000), (296227500, 59372500)]
13:28:31: [INFO] Routing pad 'SW27:1' at (296227500, 59372500) with pad 'SW42:1' at (305752500, 78422500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(296227500, 59372500), (296227500, 68897500)]
13:28:31: [INFO] Adding track segment (F.Cu): [(296227500, 68897500), (305752500, 78422500)]
13:28:31: [INFO] Routing COL2 pads
13:28:31: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: SW3 at 0.0 degree(s) and footprint2: SW18 at -10.0 degree(s)
13:28:31: [INFO] Routing pad 'SW18:1' at (105231068, 57887364) with pad 'SW33:1' at (111303365, 78301951) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(105231068, 57887364), (103577068, 67267656)]
13:28:31: [INFO] Adding track segment (F.Cu): [(103577068, 67267656), (111303365, 78301951)]
13:28:31: [INFO] Routing pad 'SW33:1' at (111303365, 78301951) with pad 'SW47:1' at (117375661, 98716538) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(111303365, 78301951), (109649365, 87682244)]
13:28:31: [INFO] Adding track segment (F.Cu): [(109649365, 87682244), (117375661, 98716538)]
13:28:31: [INFO] Routing pad 'SW47:1' at (117375661, 98716538) with pad 'SW61:1' at (142208544, 122439122) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(117375661, 98716538), (126755954, 100370536)]
13:28:31: [INFO] Adding track segment (F.Cu): [(126755954, 100370536), (142208544, 122439122)]
13:28:31: [INFO] Routing COL3 pads
13:28:31: [INFO] Routing pad 'SW4:1' at (113229213, 39953776) with pad 'SW19:1' at (123991656, 61195362) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(113229213, 39953776), (112402213, 44643922)]
13:28:31: [INFO] Adding track segment (F.Cu): [(112402213, 44643922), (123991656, 61195362)]
13:28:31: [INFO] Routing pad 'SW19:1' at (123991656, 61195362) with pad 'SW34:1' at (130063952, 81609949) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(123991656, 61195362), (122337656, 70575655)]
13:28:31: [INFO] Adding track segment (F.Cu): [(122337656, 70575655), (130063952, 81609949)]
13:28:31: [INFO] Routing pad 'SW34:1' at (130063952, 81609949) with pad 'SW48:1' at (136136248, 102024535) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(130063952, 81609949), (128409953, 90990241)]
13:28:31: [INFO] Adding track segment (F.Cu): [(128409953, 90990241), (136136248, 102024535)]
13:28:31: [INFO] Routing COL15 pads
13:28:31: [INFO] Routing pad 'SW30:1' at (381952500, 59372500) with pad 'SW15:1' at (381952500, 40322500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(381952500, 59372500), (381952500, 40322500)]
13:28:31: [INFO] Routing pad 'SW44:1' at (381952500, 78422500) with pad 'SW30:1' at (381952500, 59372500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(381952500, 78422500), (381952500, 59372500)]
13:28:31: [INFO] Routing pad 'SW58:1' at (362902500, 97472500) with pad 'SW44:1' at (381952500, 78422500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Routing pad 'SW58:1' at (362902500, 97472500) with pad 'SW68:1' at (381952500, 116522500) using coordinate system rotated by 0 degree(s)
13:28:31: [INFO] Routing COL9 pads
13:28:31: [INFO] Routing pad 'SW25:1' at (253722331, 63108061) with pad 'SW10:1' at (241034039, 46001473) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(253722331, 63108061), (242688037, 55381766)]
13:28:31: [INFO] Adding track segment (F.Cu): [(242688037, 55381766), (241034039, 46001473)]
13:28:31: [INFO] Routing pad 'SW40:1' at (261720476, 81041650) with pad 'SW25:1' at (253722331, 63108061) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(261720476, 81041650), (256203328, 77178500)]
13:28:31: [INFO] Adding track segment (F.Cu): [(256203328, 77178500), (253722331, 63108061)]
13:28:31: [INFO] Routing pad 'SW63:1' at (216744855, 127659819) with pad 'SW54:1' at (255648180, 101456236) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Routing pad 'SW54:1' at (255648180, 101456236) with pad 'SW40:1' at (261720476, 81041650) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(255648180, 101456236), (263374474, 90421942)]
13:28:31: [INFO] Adding track segment (F.Cu): [(263374474, 90421942), (261720476, 81041650)]
13:28:31: [INFO] Routing COL7 pads
13:28:31: [INFO] Routing pad 'SW8:1' at (203512864, 52617468) with pad 'SW23:1' at (216201156, 69724057) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(203512864, 52617468), (205166861, 61997760)]
13:28:31: [INFO] Adding track segment (F.Cu): [(205166861, 61997760), (216201156, 69724057)]
13:28:31: [INFO] Routing pad 'SW38:1' at (224199300, 87657645) with pad 'SW52:1' at (218127004, 108072232) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(224199300, 87657645), (225853298, 97037938)]
13:28:31: [INFO] Adding track segment (F.Cu): [(225853298, 97037938), (218127004, 108072232)]
13:28:31: [INFO] Routing pad 'SW23:1' at (216201156, 69724057) with pad 'SW38:1' at (224199300, 87657645) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(216201156, 69724057), (218682154, 83794498)]
13:28:31: [INFO] Adding track segment (F.Cu): [(218682154, 83794498), (224199300, 87657645)]
13:28:31: [INFO] Routing COL8 pads
13:28:31: [INFO] Routing pad 'SW9:1' at (222273452, 49309470) with pad 'SW24:1' at (234961743, 66416059) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(222273452, 49309470), (223927450, 58689764)]
13:28:31: [INFO] Adding track segment (F.Cu): [(223927450, 58689764), (234961743, 66416059)]
13:28:31: [INFO] Routing pad 'SW39:1' at (242959888, 84349648) with pad 'SW53:1' at (236887592, 104764234) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(242959888, 84349648), (244613885, 93729940)]
13:28:31: [INFO] Adding track segment (F.Cu): [(244613885, 93729940), (236887592, 104764234)]
13:28:31: [INFO] Routing pad 'SW24:1' at (234961743, 66416059) with pad 'SW39:1' at (242959888, 84349648) using coordinate system rotated by 350.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(234961743, 66416059), (237442740, 80486500)]
13:28:31: [INFO] Adding track segment (F.Cu): [(237442740, 80486500), (242959888, 84349648)]
13:28:31: [INFO] Routing COL5 pads
13:28:31: [INFO] Routing pad 'SW6:1' at (150750389, 46569772) with pad 'SW21:1' at (161512832, 67811358) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(150750389, 46569772), (149923388, 51259918)]
13:28:31: [INFO] Adding track segment (F.Cu): [(149923388, 51259918), (161512832, 67811358)]
13:28:31: [INFO] Routing pad 'SW21:1' at (161512832, 67811358) with pad 'SW36:1' at (167585128, 88225944) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(161512832, 67811358), (159858832, 77191650)]
13:28:31: [INFO] Adding track segment (F.Cu): [(159858832, 77191650), (167585128, 88225944)]
13:28:31: [INFO] Routing pad 'SW50:1' at (173657424, 108640531) with pad 'SW62:1' at (172694499, 127814618) using coordinate system rotated by 10.0 degree(s)
13:28:31: [INFO] Adding track segment (F.Cu): [(173657424, 108640531), (170762925, 125056044)]
13:28:31: [INFO] Adding track segment (F.Cu): [(170762925, 125056044), (172694499, 127814618)]
