=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:29:55: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIGNwLgAnAYgOyreAvgGgQBi7uDhAB6xwCMOU5Sk9Dm1+ATEXlgMzvj4AsPfAFZ2pcrgB0LIdg4A2QVmTgAulgBQYcAE9xUodWjwkAQzPmmCKoWI1jiBo1ngqFHlTbUq3L1gG+RXwVfZTVNCCMERHMLagB3cgoJGWoWAlE7KMd6S3A0t1SsTwQ0nxK-HjTA8oUwrUjTGJMeBPgk5BSETnTbBods3O6CrqKebrLwbv8R6smsWo162mimlvIWfWc+HrgI5ezoLaxh8G3i064ebemL2e2F8MzGmLW25OcDG13wMjf8BFalHe1AMwwggKSnXABmKe3sB1ecA2HQ+WBEdTE8GQ1F08Ek0niiU2IPmqhUQA
13:29:58: [INFO] Adding track segment (B.Cu): [(43180000, 43500000), (81280000, 43500000)]
13:29:58: [INFO] Routing pad 'D2:1' at (81280000, 43500000) with pad 'D3:1' at (100330000, 43500000) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(81280000, 43500000), (100330000, 43500000)]
13:29:58: [INFO] Routing pad 'D3:1' at (100330000, 43500000) with pad 'D4:1' at (119380000, 43500000) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(100330000, 43500000), (119380000, 43500000)]
13:29:58: [INFO] Routing pad 'D4:1' at (119380000, 43500000) with pad 'D5:1' at (138430000, 43500000) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(119380000, 43500000), (138430000, 43500000)]
13:29:58: [INFO] Routing pad 'D5:1' at (138430000, 43500000) with pad 'D6:1' at (162242500, 43500000) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(138430000, 43500000), (162242500, 43500000)]
13:29:58: [INFO] Routing pad 'D6:1' at (162242500, 43500000) with pad 'D7:1' at (181292500, 43500000) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(162242500, 43500000), (181292500, 43500000)]
13:29:58: [INFO] Routing ROW4 pads
13:29:58: [INFO] Routing pad 'D30:1' at (55086250, 124462500) with pad 'D31:1' at (86042500, 124462500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(55086250, 124462500), (86042500, 124462500)]
13:29:58: [INFO] Routing pad 'D31:1' at (86042500, 124462500) with pad 'D32:1' at (105092500, 124462500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(86042500, 124462500), (105092500, 124462500)]
13:29:58: [INFO] Routing pad 'D32:1' at (105092500, 124462500) with pad 'D33:1' at (124142500, 124462500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(105092500, 124462500), (124142500, 124462500)]
13:29:58: [INFO] Routing pad 'D33:1' at (124142500, 124462500) with pad 'D34:1' at (143192500, 124462500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(124142500, 124462500), (143192500, 124462500)]
13:29:58: [INFO] Routing pad 'D34:1' at (143192500, 124462500) with pad 'D35:1' at (162242500, 124462500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(143192500, 124462500), (162242500, 124462500)]
13:29:58: [INFO] Routing pad 'D35:1' at (162242500, 124462500) with pad 'D36:1' at (181292500, 124462500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(162242500, 124462500), (181292500, 124462500)]
13:29:58: [INFO] Routing COL0 pads
13:29:58: [INFO] Routing pad 'SW1:1' at (34290000, 35560000) with pad 'SW8:1' at (34290000, 59372500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(34290000, 35560000), (34290000, 59372500)]
13:29:58: [INFO] Routing pad 'SW8:1' at (34290000, 59372500) with pad 'SW16:1' at (39052500, 78422500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(34290000, 59372500), (34290000, 73660000)]
13:29:58: [INFO] Adding track segment (F.Cu): [(34290000, 73660000), (39052500, 78422500)]
13:29:58: [INFO] Routing pad 'SW30:1' at (46196250, 116522500) with pad 'SW37:1' at (39052500, 135572500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(46196250, 116522500), (46196250, 128428750)]
13:29:58: [INFO] Adding track segment (F.Cu): [(46196250, 128428750), (39052500, 135572500)]
13:29:58: [INFO] Routing pad 'SW16:1' at (39052500, 78422500) with pad 'SW23:1' at (41433750, 97472500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(39052500, 78422500), (39052500, 95091250)]
13:29:58: [INFO] Adding track segment (F.Cu): [(39052500, 95091250), (41433750, 97472500)]
13:29:58: [INFO] Routing pad 'SW23:1' at (41433750, 97472500) with pad 'SW30:1' at (46196250, 116522500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(41433750, 97472500), (41433750, 111760000)]
13:29:58: [INFO] Adding track segment (F.Cu): [(41433750, 111760000), (46196250, 116522500)]
13:29:58: [INFO] Routing COL7 pads
13:29:58: [INFO] Routing pad 'SW15:1' at (167640000, 59372500) with pad 'SW7:1' at (172402500, 35560000) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(167640000, 59372500), (172402500, 54610000)]
13:29:58: [INFO] Adding track segment (F.Cu): [(172402500, 54610000), (172402500, 35560000)]
13:29:58: [INFO] Routing COL4 pads
13:29:58: [INFO] Routing pad 'SW4:1' at (110490000, 35560000) with pad 'SW12:1' at (110490000, 59372500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(110490000, 35560000), (110490000, 59372500)]
13:29:58: [INFO] Routing pad 'SW12:1' at (110490000, 59372500) with pad 'SW20:1' at (120015000, 78422500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(110490000, 59372500), (110490000, 68897500)]
13:29:58: [INFO] Adding track segment (F.Cu): [(110490000, 68897500), (120015000, 78422500)]
13:29:58: [INFO] Routing pad 'SW20:1' at (120015000, 78422500) with pad 'SW27:1' at (124777500, 97472500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(120015000, 78422500), (120015000, 92710000)]
13:29:58: [INFO] Adding track segment (F.Cu): [(120015000, 92710000), (124777500, 97472500)]
13:29:58: [INFO] Routing pad 'SW27:1' at (124777500, 97472500) with pad 'SW34:1' at (134302500, 116522500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(124777500, 97472500), (124777500, 106997500)]
13:29:58: [INFO] Adding track segment (F.Cu): [(124777500, 106997500), (134302500, 116522500)]
13:29:58: [INFO] Routing ROW2 pads
13:29:58: [INFO] Routing pad 'D16:1' at (47942500, 86362500) with pad 'D17:1' at (71755000, 86362500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(47942500, 86362500), (71755000, 86362500)]
13:29:58: [INFO] Routing pad 'D17:1' at (71755000, 86362500) with pad 'D18:1' at (90805000, 86362500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(71755000, 86362500), (90805000, 86362500)]
13:29:58: [INFO] Routing pad 'D18:1' at (90805000, 86362500) with pad 'D19:1' at (109855000, 86362500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(90805000, 86362500), (109855000, 86362500)]
13:29:58: [INFO] Routing pad 'D19:1' at (109855000, 86362500) with pad 'D20:1' at (128905000, 86362500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(109855000, 86362500), (128905000, 86362500)]
13:29:58: [INFO] Routing pad 'D20:1' at (128905000, 86362500) with pad 'D21:1' at (147955000, 86362500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(128905000, 86362500), (147955000, 86362500)]
13:29:58: [INFO] Routing pad 'D21:1' at (147955000, 86362500) with pad 'D22:1' at (167005000, 86362500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(147955000, 86362500), (167005000, 86362500)]
13:29:58: [INFO] Routing COL1 pads
13:29:58: [INFO] Routing pad 'SW9:1' at (53340000, 59372500) with pad 'SW17:1' at (62865000, 78422500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(53340000, 59372500), (53340000, 68897500)]
13:29:58: [INFO] Adding track segment (F.Cu): [(53340000, 68897500), (62865000, 78422500)]
13:29:58: [INFO] Routing pad 'SW17:1' at (62865000, 78422500) with pad 'SW24:1' at (67627500, 97472500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(62865000, 78422500), (62865000, 92710000)]
13:29:58: [INFO] Adding track segment (F.Cu): [(62865000, 92710000), (67627500, 97472500)]
13:29:58: [INFO] Routing pad 'SW24:1' at (67627500, 97472500) with pad 'SW31:1' at (77152500, 116522500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(67627500, 97472500), (67627500, 106997500)]
13:29:58: [INFO] Adding track segment (F.Cu): [(67627500, 106997500), (77152500, 116522500)]
13:29:58: [INFO] Routing pad 'SW31:1' at (77152500, 116522500) with pad 'SW38:1' at (86677500, 135572500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(77152500, 116522500), (77152500, 126047500)]
13:29:58: [INFO] Adding track segment (F.Cu): [(77152500, 126047500), (86677500, 135572500)]
13:29:58: [INFO] Routing COL3 pads
13:29:58: [INFO] Routing pad 'SW3:1' at (91440000, 35560000) with pad 'SW11:1' at (91440000, 59372500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(91440000, 35560000), (91440000, 59372500)]
13:29:58: [INFO] Routing pad 'SW11:1' at (91440000, 59372500) with pad 'SW19:1' at (100965000, 78422500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(91440000, 59372500), (91440000, 68897500)]
13:29:58: [INFO] Adding track segment (F.Cu): [(91440000, 68897500), (100965000, 78422500)]
13:29:58: [INFO] Routing pad 'SW19:1' at (100965000, 78422500) with pad 'SW26:1' at (105727500, 97472500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(100965000, 78422500), (100965000, 92710000)]
13:29:58: [INFO] Adding track segment (F.Cu): [(100965000, 92710000), (105727500, 97472500)]
13:29:58: [INFO] Routing pad 'SW26:1' at (105727500, 97472500) with pad 'SW33:1' at (115252500, 116522500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(105727500, 97472500), (105727500, 106997500)]
13:29:58: [INFO] Adding track segment (F.Cu): [(105727500, 106997500), (115252500, 116522500)]
13:29:58: [INFO] Routing ROW3 pads
13:29:58: [INFO] Routing pad 'D23:1' at (50323750, 105412500) with pad 'D24:1' at (76517500, 105412500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(50323750, 105412500), (76517500, 105412500)]
13:29:58: [INFO] Routing pad 'D24:1' at (76517500, 105412500) with pad 'D25:1' at (95567500, 105412500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(76517500, 105412500), (95567500, 105412500)]
13:29:58: [INFO] Routing pad 'D25:1' at (95567500, 105412500) with pad 'D26:1' at (114617500, 105412500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(95567500, 105412500), (114617500, 105412500)]
13:29:58: [INFO] Routing pad 'D26:1' at (114617500, 105412500) with pad 'D27:1' at (133667500, 105412500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(114617500, 105412500), (133667500, 105412500)]
13:29:58: [INFO] Routing pad 'D27:1' at (133667500, 105412500) with pad 'D28:1' at (152717500, 105412500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(133667500, 105412500), (152717500, 105412500)]
13:29:58: [INFO] Routing pad 'D28:1' at (152717500, 105412500) with pad 'D29:1' at (171767500, 105412500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(152717500, 105412500), (171767500, 105412500)]
13:29:58: [INFO] Routing COL6 pads
13:29:58: [INFO] Routing pad 'SW14:1' at (148590000, 59372500) with pad 'SW6:1' at (153352500, 35560000) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(148590000, 59372500), (153352500, 54610000)]
13:29:58: [INFO] Adding track segment (F.Cu): [(153352500, 54610000), (153352500, 35560000)]
13:29:58: [INFO] Routing pad 'SW14:1' at (148590000, 59372500) with pad 'SW22:1' at (158115000, 78422500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(148590000, 59372500), (148590000, 68897500)]
13:29:58: [INFO] Adding track segment (F.Cu): [(148590000, 68897500), (158115000, 78422500)]
13:29:58: [INFO] Routing pad 'SW22:1' at (158115000, 78422500) with pad 'SW29:1' at (162877500, 97472500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(158115000, 78422500), (158115000, 92710000)]
13:29:58: [INFO] Adding track segment (F.Cu): [(158115000, 92710000), (162877500, 97472500)]
13:29:58: [INFO] Routing pad 'SW36:1' at (172402500, 116522500) with pad 'SW41:1' at (170021250, 159385000) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Routing pad 'SW29:1' at (162877500, 97472500) with pad 'SW36:1' at (172402500, 116522500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(162877500, 97472500), (162877500, 106997500)]
13:29:58: [INFO] Adding track segment (F.Cu): [(162877500, 106997500), (172402500, 116522500)]
13:29:58: [INFO] Routing ROW1 pads
13:29:58: [INFO] Routing pad 'D8:1' at (43180000, 67312500) with pad 'D9:1' at (62230000, 67312500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(43180000, 67312500), (62230000, 67312500)]
13:29:58: [INFO] Routing pad 'D9:1' at (62230000, 67312500) with pad 'D10:1' at (81280000, 67312500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(62230000, 67312500), (81280000, 67312500)]
13:29:58: [INFO] Routing pad 'D10:1' at (81280000, 67312500) with pad 'D11:1' at (100330000, 67312500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(81280000, 67312500), (100330000, 67312500)]
13:29:58: [INFO] Routing pad 'D11:1' at (100330000, 67312500) with pad 'D12:1' at (119380000, 67312500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(100330000, 67312500), (119380000, 67312500)]
13:29:58: [INFO] Routing pad 'D12:1' at (119380000, 67312500) with pad 'D13:1' at (138430000, 67312500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(119380000, 67312500), (138430000, 67312500)]
13:29:58: [INFO] Routing pad 'D13:1' at (138430000, 67312500) with pad 'D14:1' at (157480000, 67312500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(138430000, 67312500), (157480000, 67312500)]
13:29:58: [INFO] Routing pad 'D14:1' at (157480000, 67312500) with pad 'D15:1' at (176530000, 67312500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(157480000, 67312500), (176530000, 67312500)]
13:29:58: [INFO] Routing COL2 pads
13:29:58: [INFO] Routing pad 'SW2:1' at (72390000, 35560000) with pad 'SW10:1' at (72390000, 59372500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(72390000, 35560000), (72390000, 59372500)]
13:29:58: [INFO] Routing pad 'SW10:1' at (72390000, 59372500) with pad 'SW18:1' at (81915000, 78422500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(72390000, 59372500), (72390000, 68897500)]
13:29:58: [INFO] Adding track segment (F.Cu): [(72390000, 68897500), (81915000, 78422500)]
13:29:58: [INFO] Routing pad 'SW18:1' at (81915000, 78422500) with pad 'SW25:1' at (86677500, 97472500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(81915000, 78422500), (81915000, 92710000)]
13:29:58: [INFO] Adding track segment (F.Cu): [(81915000, 92710000), (86677500, 97472500)]
13:29:58: [INFO] Routing pad 'SW25:1' at (86677500, 97472500) with pad 'SW32:1' at (96202500, 116522500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(86677500, 97472500), (86677500, 106997500)]
13:29:58: [INFO] Adding track segment (F.Cu): [(86677500, 106997500), (96202500, 116522500)]
13:29:58: [INFO] Routing pad 'SW32:1' at (96202500, 116522500) with pad 'SW39:1' at (115252500, 135572500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Routing ROW5 pads
13:29:58: [INFO] Routing pad 'D37:1' at (47942500, 143512500) with pad 'D38:1' at (95567500, 143512500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(47942500, 143512500), (95567500, 143512500)]
13:29:58: [INFO] Routing pad 'D38:1' at (95567500, 143512500) with pad 'D39:1' at (124142500, 143512500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(95567500, 143512500), (124142500, 143512500)]
13:29:58: [INFO] Routing pad 'D39:1' at (124142500, 143512500) with pad 'D40:1' at (164623750, 143512500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (B.Cu): [(124142500, 143512500), (164623750, 143512500)]
13:29:58: [INFO] Routing pad 'D40:1' at (164623750, 143512500) with pad 'D41:1' at (178911250, 167325000) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Routing COL5 pads
13:29:58: [INFO] Routing pad 'SW5:1' at (129540000, 35560000) with pad 'SW13:1' at (129540000, 59372500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(129540000, 35560000), (129540000, 59372500)]
13:29:58: [INFO] Routing pad 'SW13:1' at (129540000, 59372500) with pad 'SW21:1' at (139065000, 78422500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(129540000, 59372500), (129540000, 68897500)]
13:29:58: [INFO] Adding track segment (F.Cu): [(129540000, 68897500), (139065000, 78422500)]
13:29:58: [INFO] Routing pad 'SW21:1' at (139065000, 78422500) with pad 'SW28:1' at (143827500, 97472500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(139065000, 78422500), (139065000, 92710000)]
13:29:58: [INFO] Adding track segment (F.Cu): [(139065000, 92710000), (143827500, 97472500)]
13:29:58: [INFO] Routing pad 'SW28:1' at (143827500, 97472500) with pad 'SW35:1' at (153352500, 116522500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(143827500, 97472500), (143827500, 106997500)]
13:29:58: [INFO] Adding track segment (F.Cu): [(143827500, 106997500), (153352500, 116522500)]
13:29:58: [INFO] Routing pad 'SW35:1' at (153352500, 116522500) with pad 'SW40:1' at (155733750, 135572500) using coordinate system rotated by 0 degree(s)
13:29:58: [INFO] Adding track segment (F.Cu): [(153352500, 116522500), (153352500, 133191250)]
13:29:58: [INFO] Adding track segment (F.Cu): [(153352500, 133191250), (155733750, 135572500)]
13:29:58: [INFO] Removing dangling tracks
