=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:31:30: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIGNwLgAnAYgIareAvgGgQFiwIzg7j4BMxcEAHrHAAwB0ZArNgvVvZTXU6+3CciOCNHhJIU6ZhKcKcrAGZKQrLlWcWmrADYdAdh0AOHQE4dBbooIiqUOkjTpBwigF0sAKGCllq-A1RcFp4fjYSAi4eEL5mCIQouzFHRGkZQSiFRP9I9VUo7Tz9PKM80zyLPKsCwmSHCRRnZFkcgg9vX3wivD0Y0IZ4wTJo4IHw4cIY8QQ09OhJ7PARlRIRoIQRnuW+tawyzawKw6rDmr3badTmlsn28E8fXngyIZIlUftxt4QPu3APksPqtfvl3lgeilGvMFuDdAAdAB2SKRnGsoIMKORiLRV0aN1aAKOqg+pyJ51Bl3B90eYFi8GMjBYJBmknmqgA7nQyIIPgjsaipu53EA
13:31:35: [INFO] Adding track segment (B.Cu): [(297815000, 57210000), (300355000, 59750000)]
13:31:35: [INFO] Routing SW24 with D24
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW24:2' at (278765000, 52070000) with pad 'D24:2' at (281305000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(278765000, 52070000), (278765000, 57210000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(278765000, 57210000), (281305000, 59750000)]
13:31:35: [INFO] Routing SW23 with D23
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW23:2' at (259715000, 52070000) with pad 'D23:2' at (262255000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(259715000, 52070000), (259715000, 57210000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(259715000, 57210000), (262255000, 59750000)]
13:31:35: [INFO] Routing SW22 with D22
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW22:2' at (240665000, 52070000) with pad 'D22:2' at (243205000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(240665000, 52070000), (240665000, 57210000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(240665000, 57210000), (243205000, 59750000)]
13:31:35: [INFO] Routing SW21 with D21
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW21:2' at (221615000, 52070000) with pad 'D21:2' at (224155000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(221615000, 52070000), (221615000, 57210000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(221615000, 57210000), (224155000, 59750000)]
13:31:35: [INFO] Routing SW20 with D20
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW20:2' at (202565000, 52070000) with pad 'D20:2' at (205105000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(202565000, 52070000), (202565000, 57210000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(202565000, 57210000), (205105000, 59750000)]
13:31:35: [INFO] Routing SW19 with D19
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW19:2' at (183515000, 52070000) with pad 'D19:2' at (186055000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(183515000, 52070000), (183515000, 57210000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(183515000, 57210000), (186055000, 59750000)]
13:31:35: [INFO] Routing SW18 with D18
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW18:2' at (164465000, 52070000) with pad 'D18:2' at (167005000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(164465000, 52070000), (164465000, 57210000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(164465000, 57210000), (167005000, 59750000)]
13:31:35: [INFO] Routing SW17 with D17
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW17:2' at (145415000, 52070000) with pad 'D17:2' at (147955000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(145415000, 52070000), (145415000, 57210000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(145415000, 57210000), (147955000, 59750000)]
13:31:35: [INFO] Routing SW16 with D16
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW16:2' at (126365000, 52070000) with pad 'D16:2' at (128905000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(126365000, 52070000), (126365000, 57210000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(126365000, 57210000), (128905000, 59750000)]
13:31:35: [INFO] Routing SW15 with D15
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW15:2' at (107315000, 52070000) with pad 'D15:2' at (109855000, 59750000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(107315000, 52070000), (107315000, 57210000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(107315000, 57210000), (109855000, 59750000)]
13:31:35: [INFO] Routing SW14 with D14
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW14:2' at (83502500, 52070000) with pad 'D14:2' at (86042500, 59750000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(83502500, 52070000), (83502500, 57210000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(83502500, 57210000), (86042500, 59750000)]
13:31:35: [INFO] Routing SW13 with D13
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW13:2' at (316865000, 33020000) with pad 'D13:2' at (319405000, 40700000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(316865000, 33020000), (316865000, 38160000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(316865000, 38160000), (319405000, 40700000)]
13:31:35: [INFO] Routing SW12 with D12
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW12:2' at (297815000, 33020000) with pad 'D12:2' at (300355000, 40700000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(297815000, 33020000), (297815000, 38160000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(297815000, 38160000), (300355000, 40700000)]
13:31:35: [INFO] Routing SW11 with D11
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW11:2' at (278765000, 33020000) with pad 'D11:2' at (281305000, 40700000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(278765000, 33020000), (278765000, 38160000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(278765000, 38160000), (281305000, 40700000)]
13:31:35: [INFO] Routing SW10 with D10
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW10:2' at (259715000, 33020000) with pad 'D10:2' at (262255000, 40700000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(259715000, 33020000), (259715000, 38160000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(259715000, 38160000), (262255000, 40700000)]
13:31:35: [INFO] Routing SW9 with D9
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW9:2' at (240665000, 33020000) with pad 'D9:2' at (243205000, 40700000) using coordinate system rotated by 0 degree(s)
13:31:35: [INFO] Adding track segment (B.Cu): [(240665000, 33020000), (240665000, 38160000)]
13:31:35: [INFO] Adding track segment (B.Cu): [(240665000, 38160000), (243205000, 40700000)]
13:31:35: [INFO] Routing SW8 with D8
13:31:35: [INFO] Using internal autorouter method
13:31:35: [INFO] Routing pad 'SW8:2' at (221615000, 33020000) with pad 'D8:2' at (224155000, 40700000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(221615000, 33020000), (221615000, 38160000)]
13:31:36: [INFO] Adding track segment (B.Cu): [(221615000, 38160000), (224155000, 40700000)]
13:31:36: [INFO] Routing SW7 with D7
13:31:36: [INFO] Using internal autorouter method
13:31:36: [INFO] Routing pad 'SW7:2' at (202565000, 33020000) with pad 'D7:2' at (205105000, 40700000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(202565000, 33020000), (202565000, 38160000)]
13:31:36: [INFO] Adding track segment (B.Cu): [(202565000, 38160000), (205105000, 40700000)]
13:31:36: [INFO] Routing SW6 with D6
13:31:36: [INFO] Using internal autorouter method
13:31:36: [INFO] Routing pad 'SW6:2' at (183515000, 33020000) with pad 'D6:2' at (186055000, 40700000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(183515000, 33020000), (183515000, 38160000)]
13:31:36: [INFO] Adding track segment (B.Cu): [(183515000, 38160000), (186055000, 40700000)]
13:31:36: [INFO] Routing SW5 with D5
13:31:36: [INFO] Using internal autorouter method
13:31:36: [INFO] Routing pad 'SW5:2' at (164465000, 33020000) with pad 'D5:2' at (167005000, 40700000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(164465000, 33020000), (164465000, 38160000)]
13:31:36: [INFO] Adding track segment (B.Cu): [(164465000, 38160000), (167005000, 40700000)]
13:31:36: [INFO] Routing SW4 with D4
13:31:36: [INFO] Using internal autorouter method
13:31:36: [INFO] Routing pad 'SW4:2' at (145415000, 33020000) with pad 'D4:2' at (147955000, 40700000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(145415000, 33020000), (145415000, 38160000)]
13:31:36: [INFO] Adding track segment (B.Cu): [(145415000, 38160000), (147955000, 40700000)]
13:31:36: [INFO] Routing SW3 with D3
13:31:36: [INFO] Using internal autorouter method
13:31:36: [INFO] Routing pad 'SW3:2' at (126365000, 33020000) with pad 'D3:2' at (128905000, 40700000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(126365000, 33020000), (126365000, 38160000)]
13:31:36: [INFO] Adding track segment (B.Cu): [(126365000, 38160000), (128905000, 40700000)]
13:31:36: [INFO] Routing SW2 with D2
13:31:36: [INFO] Using internal autorouter method
13:31:36: [INFO] Routing pad 'SW2:2' at (107315000, 33020000) with pad 'D2:2' at (109855000, 40700000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(107315000, 33020000), (107315000, 38160000)]
13:31:36: [INFO] Adding track segment (B.Cu): [(107315000, 38160000), (109855000, 40700000)]
13:31:36: [INFO] Routing SW1 with D1
13:31:36: [INFO] Using internal autorouter method
13:31:36: [INFO] Routing pad 'SW1:2' at (83502500, 33020000) with pad 'D1:2' at (86042500, 40700000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(83502500, 33020000), (83502500, 38160000)]
13:31:36: [INFO] Adding track segment (B.Cu): [(83502500, 38160000), (86042500, 40700000)]
13:31:36: [INFO] Routing ROW3 pads
13:31:36: [INFO] Routing pad 'D40:1' at (86042500, 100650000) with pad 'D41:1' at (109855000, 100650000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(86042500, 100650000), (109855000, 100650000)]
13:31:36: [INFO] Routing pad 'D41:1' at (109855000, 100650000) with pad 'D42:1' at (128905000, 100650000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(109855000, 100650000), (128905000, 100650000)]
13:31:36: [INFO] Routing pad 'D42:1' at (128905000, 100650000) with pad 'D43:1' at (147955000, 100650000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(128905000, 100650000), (147955000, 100650000)]
13:31:36: [INFO] Routing pad 'D43:1' at (147955000, 100650000) with pad 'D44:1' at (167005000, 100650000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(147955000, 100650000), (167005000, 100650000)]
13:31:36: [INFO] Routing pad 'D44:1' at (167005000, 100650000) with pad 'D45:1' at (186055000, 100650000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(167005000, 100650000), (186055000, 100650000)]
13:31:36: [INFO] Routing pad 'D45:1' at (186055000, 100650000) with pad 'D46:1' at (205105000, 100650000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(186055000, 100650000), (205105000, 100650000)]
13:31:36: [INFO] Routing pad 'D46:1' at (205105000, 100650000) with pad 'D47:1' at (224155000, 100650000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(205105000, 100650000), (224155000, 100650000)]
13:31:36: [INFO] Routing pad 'D47:1' at (224155000, 100650000) with pad 'D48:1' at (243205000, 100650000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(224155000, 100650000), (243205000, 100650000)]
13:31:36: [INFO] Routing pad 'D48:1' at (243205000, 100650000) with pad 'D49:1' at (262255000, 100650000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(243205000, 100650000), (262255000, 100650000)]
13:31:36: [INFO] Routing pad 'D49:1' at (262255000, 100650000) with pad 'D50:1' at (281305000, 100650000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(262255000, 100650000), (281305000, 100650000)]
13:31:36: [INFO] Routing pad 'D50:1' at (281305000, 100650000) with pad 'D51:1' at (300355000, 100650000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(281305000, 100650000), (300355000, 100650000)]
13:31:36: [INFO] Routing pad 'D51:1' at (300355000, 100650000) with pad 'D52:1' at (319405000, 100650000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(300355000, 100650000), (319405000, 100650000)]
13:31:36: [INFO] Routing COL2 pads
13:31:36: [INFO] Routing pad 'SW54:1' at (53340000, 35560000) with pad 'SW3:1' at (120015000, 35560000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(53340000, 35560000), (120015000, 35560000)]
13:31:36: [INFO] Could not add track segment due to detected collision
13:31:36: [INFO] Routing pad 'SW3:1' at (120015000, 35560000) with pad 'SW16:1' at (120015000, 54610000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(120015000, 35560000), (120015000, 54610000)]
13:31:36: [INFO] Routing pad 'SW16:1' at (120015000, 54610000) with pad 'SW29:1' at (120015000, 73660000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(120015000, 54610000), (120015000, 73660000)]
13:31:36: [INFO] Routing pad 'SW29:1' at (120015000, 73660000) with pad 'SW42:1' at (120015000, 92710000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(120015000, 73660000), (120015000, 92710000)]
13:31:36: [INFO] Routing COL9 pads
13:31:36: [INFO] Routing pad 'SW10:1' at (253365000, 35560000) with pad 'SW23:1' at (253365000, 54610000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(253365000, 35560000), (253365000, 54610000)]
13:31:36: [INFO] Routing pad 'SW23:1' at (253365000, 54610000) with pad 'SW36:1' at (253365000, 73660000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(253365000, 54610000), (253365000, 73660000)]
13:31:36: [INFO] Routing pad 'SW36:1' at (253365000, 73660000) with pad 'SW49:1' at (253365000, 92710000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(253365000, 73660000), (253365000, 92710000)]
13:31:36: [INFO] Routing COL5 pads
13:31:36: [INFO] Routing pad 'SW19:1' at (177165000, 54610000) with pad 'SW6:1' at (177165000, 35560000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(177165000, 54610000), (177165000, 35560000)]
13:31:36: [INFO] Routing pad 'SW32:1' at (177165000, 73660000) with pad 'SW19:1' at (177165000, 54610000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(177165000, 73660000), (177165000, 54610000)]
13:31:36: [INFO] Routing pad 'SW57:1' at (34290000, 73660000) with pad 'SW32:1' at (177165000, 73660000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(34290000, 73660000), (177165000, 73660000)]
13:31:36: [INFO] Could not add track segment due to detected collision
13:31:36: [INFO] Routing pad 'SW32:1' at (177165000, 73660000) with pad 'SW45:1' at (177165000, 92710000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(177165000, 73660000), (177165000, 92710000)]
13:31:36: [INFO] Routing COL8 pads
13:31:36: [INFO] Routing pad 'SW9:1' at (234315000, 35560000) with pad 'SW22:1' at (234315000, 54610000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(234315000, 35560000), (234315000, 54610000)]
13:31:36: [INFO] Routing pad 'SW22:1' at (234315000, 54610000) with pad 'SW35:1' at (234315000, 73660000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(234315000, 54610000), (234315000, 73660000)]
13:31:36: [INFO] Routing pad 'SW35:1' at (234315000, 73660000) with pad 'SW48:1' at (234315000, 92710000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(234315000, 73660000), (234315000, 92710000)]
13:31:36: [INFO] Routing COL7 pads
13:31:36: [INFO] Routing pad 'SW8:1' at (215265000, 35560000) with pad 'SW21:1' at (215265000, 54610000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(215265000, 35560000), (215265000, 54610000)]
13:31:36: [INFO] Routing pad 'SW21:1' at (215265000, 54610000) with pad 'SW34:1' at (215265000, 73660000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(215265000, 54610000), (215265000, 73660000)]
13:31:36: [INFO] Routing pad 'SW34:1' at (215265000, 73660000) with pad 'SW47:1' at (215265000, 92710000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(215265000, 73660000), (215265000, 92710000)]
13:31:36: [INFO] Routing COL0 pads
13:31:36: [INFO] Routing pad 'SW1:1' at (77152500, 35560000) with pad 'SW14:1' at (77152500, 54610000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(77152500, 35560000), (77152500, 54610000)]
13:31:36: [INFO] Routing pad 'SW14:1' at (77152500, 54610000) with pad 'SW27:1' at (77152500, 73660000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(77152500, 54610000), (77152500, 73660000)]
13:31:36: [INFO] Routing pad 'SW27:1' at (77152500, 73660000) with pad 'SW40:1' at (77152500, 92710000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(77152500, 73660000), (77152500, 92710000)]
13:31:36: [INFO] Routing ROW2 pads
13:31:36: [INFO] Routing pad 'D27:1' at (86042500, 81600000) with pad 'D28:1' at (109855000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(86042500, 81600000), (109855000, 81600000)]
13:31:36: [INFO] Routing pad 'D28:1' at (109855000, 81600000) with pad 'D29:1' at (128905000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(109855000, 81600000), (128905000, 81600000)]
13:31:36: [INFO] Routing pad 'D29:1' at (128905000, 81600000) with pad 'D30:1' at (147955000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(128905000, 81600000), (147955000, 81600000)]
13:31:36: [INFO] Routing pad 'D30:1' at (147955000, 81600000) with pad 'D31:1' at (167005000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(147955000, 81600000), (167005000, 81600000)]
13:31:36: [INFO] Routing pad 'D31:1' at (167005000, 81600000) with pad 'D32:1' at (186055000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(167005000, 81600000), (186055000, 81600000)]
13:31:36: [INFO] Routing pad 'D32:1' at (186055000, 81600000) with pad 'D33:1' at (205105000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(186055000, 81600000), (205105000, 81600000)]
13:31:36: [INFO] Routing pad 'D33:1' at (205105000, 81600000) with pad 'D34:1' at (224155000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(205105000, 81600000), (224155000, 81600000)]
13:31:36: [INFO] Routing pad 'D34:1' at (224155000, 81600000) with pad 'D35:1' at (243205000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(224155000, 81600000), (243205000, 81600000)]
13:31:36: [INFO] Routing pad 'D35:1' at (243205000, 81600000) with pad 'D36:1' at (262255000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(243205000, 81600000), (262255000, 81600000)]
13:31:36: [INFO] Routing pad 'D36:1' at (262255000, 81600000) with pad 'D37:1' at (281305000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(262255000, 81600000), (281305000, 81600000)]
13:31:36: [INFO] Routing pad 'D37:1' at (281305000, 81600000) with pad 'D38:1' at (300355000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(281305000, 81600000), (300355000, 81600000)]
13:31:36: [INFO] Routing pad 'D38:1' at (300355000, 81600000) with pad 'D39:1' at (319405000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(300355000, 81600000), (319405000, 81600000)]
13:31:36: [INFO] Routing COL12 pads
13:31:36: [INFO] Routing pad 'SW13:1' at (310515000, 35560000) with pad 'SW26:1' at (310515000, 54610000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(310515000, 35560000), (310515000, 54610000)]
13:31:36: [INFO] Routing pad 'SW26:1' at (310515000, 54610000) with pad 'SW39:1' at (310515000, 73660000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(310515000, 54610000), (310515000, 73660000)]
13:31:36: [INFO] Routing pad 'SW39:1' at (310515000, 73660000) with pad 'SW52:1' at (310515000, 92710000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(310515000, 73660000), (310515000, 92710000)]
13:31:36: [INFO] Routing COL3 pads
13:31:36: [INFO] Routing pad 'SW17:1' at (139065000, 54610000) with pad 'SW4:1' at (139065000, 35560000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(139065000, 54610000), (139065000, 35560000)]
13:31:36: [INFO] Routing pad 'SW55:1' at (34290000, 54610000) with pad 'SW17:1' at (139065000, 54610000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(34290000, 54610000), (139065000, 54610000)]
13:31:36: [INFO] Could not add track segment due to detected collision
13:31:36: [INFO] Routing pad 'SW17:1' at (139065000, 54610000) with pad 'SW30:1' at (139065000, 73660000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(139065000, 54610000), (139065000, 73660000)]
13:31:36: [INFO] Routing pad 'SW30:1' at (139065000, 73660000) with pad 'SW43:1' at (139065000, 92710000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(139065000, 73660000), (139065000, 92710000)]
13:31:36: [INFO] Routing COL10 pads
13:31:36: [INFO] Routing pad 'SW11:1' at (272415000, 35560000) with pad 'SW24:1' at (272415000, 54610000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(272415000, 35560000), (272415000, 54610000)]
13:31:36: [INFO] Routing pad 'SW24:1' at (272415000, 54610000) with pad 'SW37:1' at (272415000, 73660000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(272415000, 54610000), (272415000, 73660000)]
13:31:36: [INFO] Routing pad 'SW37:1' at (272415000, 73660000) with pad 'SW50:1' at (272415000, 92710000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(272415000, 73660000), (272415000, 92710000)]
13:31:36: [INFO] Routing COL4 pads
13:31:36: [INFO] Routing pad 'SW18:1' at (158115000, 54610000) with pad 'SW5:1' at (158115000, 35560000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(158115000, 54610000), (158115000, 35560000)]
13:31:36: [INFO] Routing pad 'SW56:1' at (53340000, 54610000) with pad 'SW18:1' at (158115000, 54610000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(53340000, 54610000), (158115000, 54610000)]
13:31:36: [INFO] Could not add track segment due to detected collision
13:31:36: [INFO] Routing pad 'SW18:1' at (158115000, 54610000) with pad 'SW31:1' at (158115000, 73660000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(158115000, 54610000), (158115000, 73660000)]
13:31:36: [INFO] Routing pad 'SW31:1' at (158115000, 73660000) with pad 'SW44:1' at (158115000, 92710000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(158115000, 73660000), (158115000, 92710000)]
13:31:36: [INFO] Routing COL1 pads
13:31:36: [INFO] Routing pad 'SW53:1' at (34290000, 35560000) with pad 'SW2:1' at (100965000, 35560000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(34290000, 35560000), (100965000, 35560000)]
13:31:36: [INFO] Could not add track segment due to detected collision
13:31:36: [INFO] Routing pad 'SW2:1' at (100965000, 35560000) with pad 'SW15:1' at (100965000, 54610000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(100965000, 35560000), (100965000, 54610000)]
13:31:36: [INFO] Routing pad 'SW15:1' at (100965000, 54610000) with pad 'SW28:1' at (100965000, 73660000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(100965000, 54610000), (100965000, 73660000)]
13:31:36: [INFO] Routing pad 'SW28:1' at (100965000, 73660000) with pad 'SW41:1' at (100965000, 92710000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (F.Cu): [(100965000, 73660000), (100965000, 92710000)]
13:31:36: [INFO] Routing ROW4 pads
13:31:36: [INFO] Routing pad 'D53:1' at (43180000, 43500000) with pad 'D55:1' at (43180000, 62550000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(43180000, 43500000), (43180000, 62550000)]
13:31:36: [INFO] Could not add track segment due to detected collision
13:31:36: [INFO] Routing pad 'D55:1' at (43180000, 62550000) with pad 'D57:1' at (43180000, 81600000) using coordinate system rotated by 0 degree(s)
13:31:36: [INFO] Adding track segment (B.Cu): [(43180000, 62550000), (43180000, 81600000)]
13:31:36: [INFO] Could not add track segment due to detected collision
13:31:36: [INFO] Routing pad 'D53:1' at (43180000, 43500000) with pad 'D54:1' at (62230000, 43500000) using coordinate system rotated by 0 degree(s)
