=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:31:15: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgAwDoCsAaO4DGtMGIBDI48AXw3ATQXAwmnmQCYVzMqBGWuCHecPFiHCyFKk26U0AZklUALHLQolANiUB2bvVwdUbKQA4lATiUcaYtBy5WOEu7LuK62XAOIkDnFQF00AFBgULjMrBQc1NohjEgsFADuuvoR1tF8+MIiBpEOmJFO+WguRSqp6q4McExICDloxqlmqRaSkTZt1nng7YU91iW87oSeBJJJ8HrhRRx+gcDgTFGVoXHomBNwehrTi2muGQJZQqKYS31LJXtlZ2gVt1or8DW7S423zbetFEsdP12SX6FIb8Eaeca4GosAy-OZBHSTRKQtYGaT7HhuUHHHComSSNFXNE3cBo+4ktCPDFVGp1Cho97kz7k76YNF-VkAunWYGY-CjMZIyZIHa4jiE6xw4JVPTxDbJXbydEgzLHSRjeAaQVbNYUAAmuAALgAnACuAFMDOlhvy1bhFXKhQrilasaqtUwDIqbhBNjKnfcEdqqA7qsKne9lR5RhDHZ7rLYMYdBG7MOq4JqQ9IdZh9fBjebLQdrdGKGn7eBfSlMIqxeBfL4gA
13:31:21: [INFO] Adding track segment (F.Cu): [(372427500, 71278750), (372427500, 54610000)]
13:31:21: [INFO] Routing pad 'SW45:1' at (370046250, 73660000) with pad 'SW59:1' at (386715000, 92710000) using coordinate system rotated by 0 degree(s)
13:31:21: [INFO] Adding track segment (F.Cu): [(370046250, 73660000), (370046250, 76041250)]
13:31:21: [INFO] Adding track segment (F.Cu): [(370046250, 76041250), (386715000, 92710000)]
13:31:21: [INFO] Routing COL12 pads
13:31:21: [INFO] Routing pad 'SW28:1' at (310515000, 54610000) with pad 'SW13:1' at (315277500, 35560000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(310515000, 54610000), (315277500, 49847500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(315277500, 49847500), (315277500, 35560000)]
13:31:22: [INFO] Routing pad 'SW43:1' at (320040000, 73660000) with pad 'SW56:1' at (315277500, 92710000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(320040000, 73660000), (320040000, 87947500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(320040000, 87947500), (315277500, 92710000)]
13:31:22: [INFO] Routing pad 'SW28:1' at (310515000, 54610000) with pad 'SW43:1' at (320040000, 73660000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(310515000, 54610000), (310515000, 64135000)]
13:31:22: [INFO] Adding track segment (F.Cu): [(310515000, 64135000), (320040000, 73660000)]
13:31:22: [INFO] Routing COL3 pads
13:31:22: [INFO] Routing pad 'SW34:1' at (100965000, 73660000) with pad 'SW47:1' at (105727500, 92710000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(100965000, 73660000), (100965000, 87947500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(100965000, 87947500), (105727500, 92710000)]
13:31:22: [INFO] Routing pad 'SW20:1' at (120015000, 54610000) with pad 'SW4:1' at (115252500, 35560000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(120015000, 54610000), (115252500, 49847500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(115252500, 49847500), (115252500, 35560000)]
13:31:22: [INFO] Routing pad 'SW34:1' at (100965000, 73660000) with pad 'SW20:1' at (120015000, 54610000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Routing ROW3 pads
13:31:22: [INFO] Routing pad 'D46:1' at (83661250, 100650000) with pad 'D47:1' at (114617500, 100650000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(83661250, 100650000), (114617500, 100650000)]
13:31:22: [INFO] Routing pad 'D47:1' at (114617500, 100650000) with pad 'D48:1' at (133667500, 100650000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(114617500, 100650000), (133667500, 100650000)]
13:31:22: [INFO] Routing pad 'D48:1' at (133667500, 100650000) with pad 'D49:1' at (152717500, 100650000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(133667500, 100650000), (152717500, 100650000)]
13:31:22: [INFO] Routing pad 'D49:1' at (152717500, 100650000) with pad 'D50:1' at (171767500, 100650000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(152717500, 100650000), (171767500, 100650000)]
13:31:22: [INFO] Routing pad 'D50:1' at (171767500, 100650000) with pad 'D51:1' at (190817500, 100650000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(171767500, 100650000), (190817500, 100650000)]
13:31:22: [INFO] Routing pad 'D51:1' at (190817500, 100650000) with pad 'D52:1' at (247967500, 100650000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(190817500, 100650000), (247967500, 100650000)]
13:31:22: [INFO] Routing pad 'D52:1' at (247967500, 100650000) with pad 'D53:1' at (267017500, 100650000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(247967500, 100650000), (267017500, 100650000)]
13:31:22: [INFO] Routing pad 'D53:1' at (267017500, 100650000) with pad 'D54:1' at (286067500, 100650000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(267017500, 100650000), (286067500, 100650000)]
13:31:22: [INFO] Routing pad 'D54:1' at (286067500, 100650000) with pad 'D55:1' at (305117500, 100650000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(286067500, 100650000), (305117500, 100650000)]
13:31:22: [INFO] Routing pad 'D55:1' at (305117500, 100650000) with pad 'D56:1' at (324167500, 100650000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(305117500, 100650000), (324167500, 100650000)]
13:31:22: [INFO] Routing pad 'D56:1' at (324167500, 100650000) with pad 'D57:1' at (343217500, 100650000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(324167500, 100650000), (343217500, 100650000)]
13:31:22: [INFO] Routing pad 'D57:1' at (343217500, 100650000) with pad 'D58:1' at (369411250, 100650000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(343217500, 100650000), (369411250, 100650000)]
13:31:22: [INFO] Routing pad 'D58:1' at (369411250, 100650000) with pad 'D59:1' at (395605000, 100650000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(369411250, 100650000), (395605000, 100650000)]
13:31:22: [INFO] Routing ROW4 pads
13:31:22: [INFO] Routing pad 'D60:1' at (81280000, 119700000) with pad 'D61:1' at (133667500, 119700000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(81280000, 119700000), (133667500, 119700000)]
13:31:22: [INFO] Routing pad 'D61:1' at (133667500, 119700000) with pad 'D62:1' at (167005000, 119700000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(133667500, 119700000), (167005000, 119700000)]
13:31:22: [INFO] Routing pad 'D62:1' at (167005000, 119700000) with pad 'D63:1' at (197961250, 119700000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(167005000, 119700000), (197961250, 119700000)]
13:31:22: [INFO] Routing pad 'D63:1' at (197961250, 119700000) with pad 'D64:1' at (255111250, 119700000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(197961250, 119700000), (255111250, 119700000)]
13:31:22: [INFO] Routing pad 'D64:1' at (255111250, 119700000) with pad 'D65:1' at (295592500, 119700000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(255111250, 119700000), (295592500, 119700000)]
13:31:22: [INFO] Routing pad 'D65:1' at (295592500, 119700000) with pad 'D66:1' at (386080000, 119700000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(295592500, 119700000), (386080000, 119700000)]
13:31:22: [INFO] Routing COL0 pads
13:31:22: [INFO] Routing pad 'SW32:1' at (43815000, 73660000) with pad 'SW17:1' at (48577500, 54610000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(43815000, 73660000), (48577500, 68897500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(48577500, 68897500), (48577500, 54610000)]
13:31:22: [INFO] Routing pad 'SW17:1' at (48577500, 54610000) with pad 'SW1:1' at (53340000, 35560000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(48577500, 54610000), (53340000, 49847500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(53340000, 49847500), (53340000, 35560000)]
13:31:22: [INFO] Routing COL10 pads
13:31:22: [INFO] Routing pad 'SW26:1' at (272415000, 54610000) with pad 'SW11:1' at (277177500, 35560000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(272415000, 54610000), (277177500, 49847500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(277177500, 49847500), (277177500, 35560000)]
13:31:22: [INFO] Routing pad 'SW41:1' at (281940000, 73660000) with pad 'SW54:1' at (277177500, 92710000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(281940000, 73660000), (281940000, 87947500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(281940000, 87947500), (277177500, 92710000)]
13:31:22: [INFO] Routing pad 'SW26:1' at (272415000, 54610000) with pad 'SW41:1' at (281940000, 73660000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(272415000, 54610000), (272415000, 64135000)]
13:31:22: [INFO] Adding track segment (F.Cu): [(272415000, 64135000), (281940000, 73660000)]
13:31:22: [INFO] Routing COL9 pads
13:31:22: [INFO] Routing pad 'SW25:1' at (253365000, 54610000) with pad 'SW10:1' at (258127500, 35560000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(253365000, 54610000), (258127500, 49847500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(258127500, 49847500), (258127500, 35560000)]
13:31:22: [INFO] Routing pad 'SW40:1' at (262890000, 73660000) with pad 'SW53:1' at (258127500, 92710000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(262890000, 73660000), (262890000, 87947500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(262890000, 87947500), (258127500, 92710000)]
13:31:22: [INFO] Routing pad 'SW25:1' at (253365000, 54610000) with pad 'SW40:1' at (262890000, 73660000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(253365000, 54610000), (253365000, 64135000)]
13:31:22: [INFO] Adding track segment (F.Cu): [(253365000, 64135000), (262890000, 73660000)]
13:31:22: [INFO] Routing COL5 pads
13:31:22: [INFO] Routing pad 'SW36:1' at (139065000, 73660000) with pad 'SW49:1' at (143827500, 92710000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(139065000, 73660000), (139065000, 87947500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(139065000, 87947500), (143827500, 92710000)]
13:31:22: [INFO] Routing pad 'SW22:1' at (158115000, 54610000) with pad 'SW6:1' at (153352500, 35560000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(158115000, 54610000), (153352500, 49847500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(153352500, 49847500), (153352500, 35560000)]
13:31:22: [INFO] Routing pad 'SW36:1' at (139065000, 73660000) with pad 'SW22:1' at (158115000, 54610000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Routing pad 'SW49:1' at (143827500, 92710000) with pad 'SW62:1' at (158115000, 111760000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(143827500, 92710000), (143827500, 97472500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(143827500, 97472500), (158115000, 111760000)]
13:31:22: [INFO] Routing COL7 pads
13:31:22: [INFO] Routing pad 'SW38:1' at (177165000, 73660000) with pad 'SW51:1' at (181927500, 92710000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(177165000, 73660000), (177165000, 87947500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(177165000, 87947500), (181927500, 92710000)]
13:31:22: [INFO] Routing pad 'SW38:1' at (177165000, 73660000) with pad 'SW8:1' at (191452500, 35560000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(177165000, 73660000), (191452500, 59372500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(191452500, 59372500), (191452500, 35560000)]
13:31:22: [INFO] Routing COL8 pads
13:31:22: [INFO] Routing pad 'SW24:1' at (234315000, 54610000) with pad 'SW9:1' at (239077500, 35560000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(234315000, 54610000), (239077500, 49847500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(239077500, 49847500), (239077500, 35560000)]
13:31:22: [INFO] Routing pad 'SW39:1' at (243840000, 73660000) with pad 'SW52:1' at (239077500, 92710000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(243840000, 73660000), (243840000, 87947500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(243840000, 87947500), (239077500, 92710000)]
13:31:22: [INFO] Routing pad 'SW24:1' at (234315000, 54610000) with pad 'SW39:1' at (243840000, 73660000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(234315000, 54610000), (234315000, 64135000)]
13:31:22: [INFO] Adding track segment (F.Cu): [(234315000, 64135000), (243840000, 73660000)]
13:31:22: [INFO] Routing pad 'SW52:1' at (239077500, 92710000) with pad 'SW64:1' at (246221250, 111760000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(239077500, 92710000), (239077500, 104616250)]
13:31:22: [INFO] Adding track segment (F.Cu): [(239077500, 104616250), (246221250, 111760000)]
13:31:22: [INFO] Routing ROW0 pads
13:31:22: [INFO] Routing pad 'D1:1' at (62230000, 43500000) with pad 'D2:1' at (86042500, 43500000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(62230000, 43500000), (86042500, 43500000)]
13:31:22: [INFO] Routing pad 'D2:1' at (86042500, 43500000) with pad 'D3:1' at (105092500, 43500000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(86042500, 43500000), (105092500, 43500000)]
13:31:22: [INFO] Routing pad 'D3:1' at (105092500, 43500000) with pad 'D4:1' at (124142500, 43500000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(105092500, 43500000), (124142500, 43500000)]
13:31:22: [INFO] Routing pad 'D4:1' at (124142500, 43500000) with pad 'D5:1' at (143192500, 43500000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(124142500, 43500000), (143192500, 43500000)]
13:31:22: [INFO] Routing pad 'D5:1' at (143192500, 43500000) with pad 'D6:1' at (162242500, 43500000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(143192500, 43500000), (162242500, 43500000)]
13:31:22: [INFO] Routing pad 'D6:1' at (162242500, 43500000) with pad 'D7:1' at (181292500, 43500000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(162242500, 43500000), (181292500, 43500000)]
13:31:22: [INFO] Routing pad 'D7:1' at (181292500, 43500000) with pad 'D8:1' at (200342500, 43500000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(181292500, 43500000), (200342500, 43500000)]
13:31:22: [INFO] Routing pad 'D8:1' at (200342500, 43500000) with pad 'D9:1' at (247967500, 43500000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(200342500, 43500000), (247967500, 43500000)]
13:31:22: [INFO] Routing pad 'D9:1' at (247967500, 43500000) with pad 'D10:1' at (267017500, 43500000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(247967500, 43500000), (267017500, 43500000)]
13:31:22: [INFO] Routing pad 'D10:1' at (267017500, 43500000) with pad 'D11:1' at (286067500, 43500000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(267017500, 43500000), (286067500, 43500000)]
13:31:22: [INFO] Routing pad 'D11:1' at (286067500, 43500000) with pad 'D12:1' at (305117500, 43500000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(286067500, 43500000), (305117500, 43500000)]
13:31:22: [INFO] Routing pad 'D12:1' at (305117500, 43500000) with pad 'D13:1' at (324167500, 43500000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(305117500, 43500000), (324167500, 43500000)]
13:31:22: [INFO] Routing pad 'D13:1' at (324167500, 43500000) with pad 'D14:1' at (343217500, 43500000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(324167500, 43500000), (343217500, 43500000)]
13:31:22: [INFO] Routing pad 'D14:1' at (343217500, 43500000) with pad 'D15:1' at (362267500, 43500000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(343217500, 43500000), (362267500, 43500000)]
13:31:22: [INFO] Routing pad 'D15:1' at (362267500, 43500000) with pad 'D16:1' at (381317500, 43500000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (B.Cu): [(362267500, 43500000), (381317500, 43500000)]
13:31:22: [INFO] Routing COL11 pads
13:31:22: [INFO] Routing pad 'SW42:1' at (300990000, 73660000) with pad 'SW27:1' at (291465000, 54610000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(300990000, 73660000), (291465000, 64135000)]
13:31:22: [INFO] Adding track segment (F.Cu): [(291465000, 64135000), (291465000, 54610000)]
13:31:22: [INFO] Routing pad 'SW27:1' at (291465000, 54610000) with pad 'SW12:1' at (296227500, 35560000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(291465000, 54610000), (296227500, 49847500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(296227500, 49847500), (296227500, 35560000)]
13:31:22: [INFO] Routing pad 'SW65:1' at (286702500, 111760000) with pad 'SW55:1' at (296227500, 92710000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(286702500, 111760000), (296227500, 102235000)]
13:31:22: [INFO] Adding track segment (F.Cu): [(296227500, 102235000), (296227500, 92710000)]
13:31:22: [INFO] Routing pad 'SW55:1' at (296227500, 92710000) with pad 'SW42:1' at (300990000, 73660000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(296227500, 92710000), (300990000, 87947500)]
13:31:22: [INFO] Adding track segment (F.Cu): [(300990000, 87947500), (300990000, 73660000)]
13:31:22: [INFO] Routing COL1 pads
13:31:22: [INFO] Routing pad 'SW46:1' at (74771250, 92710000) with pad 'SW33:1' at (74771250, 73660000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(74771250, 92710000), (74771250, 73660000)]
13:31:22: [INFO] Routing pad 'SW60:1' at (72390000, 111760000) with pad 'SW46:1' at (74771250, 92710000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(72390000, 111760000), (74771250, 109378750)]
13:31:22: [INFO] Adding track segment (F.Cu): [(74771250, 109378750), (74771250, 92710000)]
13:31:22: [INFO] Routing pad 'SW18:1' at (77152500, 54610000) with pad 'SW2:1' at (77152500, 35560000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(77152500, 54610000), (77152500, 35560000)]
13:31:22: [INFO] Routing pad 'SW33:1' at (74771250, 73660000) with pad 'SW18:1' at (77152500, 54610000) using coordinate system rotated by 0 degree(s)
13:31:22: [INFO] Adding track segment (F.Cu): [(74771250, 73660000), (77152500, 71278750)]
13:31:22: [INFO] Adding track segment (F.Cu): [(77152500, 71278750), (77152500, 54610000)]
13:31:23: [INFO] Routing COL14 pads
13:31:23: [INFO] Routing pad 'SW30:1' at (348615000, 54610000) with pad 'SW15:1' at (353377500, 35560000) using coordinate system rotated by 0 degree(s)
13:31:23: [INFO] Adding track segment (F.Cu): [(348615000, 54610000), (353377500, 49847500)]
13:31:23: [INFO] Adding track segment (F.Cu): [(353377500, 49847500), (353377500, 35560000)]
13:31:23: [INFO] Routing pad 'SW30:1' at (348615000, 54610000) with pad 'SW58:1' at (360521250, 92710000) using coordinate system rotated by 0 degree(s)
13:31:23: [INFO] Routing pad 'SW58:1' at (360521250, 92710000) with pad 'SW66:1' at (377190000, 111760000) using coordinate system rotated by 0 degree(s)
13:31:23: [INFO] Adding track segment (F.Cu): [(360521250, 92710000), (360521250, 95091250)]
13:31:23: [INFO] Adding track segment (F.Cu): [(360521250, 95091250), (377190000, 111760000)]
13:31:23: [INFO] Removing dangling tracks
