=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:34:39: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIGNwLgAnAYgOyreANAg7rOBGAOgFYBfLcABg0szgmniUhdfHIWvzqowCYe1AMyCMAFlHFRANlHJRADlEBOHvgyqsDPEjToKueETIUutALoYAUGHCGChZCYTraWqDsSs2HcOu4U6gKBGCIhEiFSIbIh8hRCGFEuGErujAgoenE4eHyEfM5+GPgW1rb2eQW+fDR02kxe3tDVxTw1wQg1YZ3ibYl9MT3Z9RlZ2XZ4RE4tqT2a9B4NAIYrq+wUNSXgljYjulk89kRV8bWn3eAJAQvpSKtrBpP5hQkde5l6h3hCvgkRN557isvkZnr8MIN3mMQQ4TggEuMErNLhoeFcLOYgA
13:34:42: [INFO] Routing pad 'SW4:2' at (102552500, 33020000) with pad 'D4:2' at (105092500, 40700000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(102552500, 33020000), (102552500, 38160000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(102552500, 38160000), (105092500, 40700000)]
13:34:42: [INFO] Routing SW3 with D3
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW3:2' at (83502500, 33020000) with pad 'D3:2' at (86042500, 40700000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(83502500, 33020000), (83502500, 38160000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(83502500, 38160000), (86042500, 40700000)]
13:34:42: [INFO] Routing SW2 with D2
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW2:2' at (64452500, 33020000) with pad 'D2:2' at (66992500, 40700000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(64452500, 33020000), (64452500, 38160000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(64452500, 38160000), (66992500, 40700000)]
13:34:42: [INFO] Routing SW1 with D1
13:34:42: [INFO] Using internal autorouter method
13:34:42: [INFO] Routing pad 'SW1:2' at (40640000, 33020000) with pad 'D1:2' at (43180000, 40700000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(40640000, 33020000), (40640000, 38160000)]
13:34:42: [INFO] Adding track segment (B.Cu): [(40640000, 38160000), (43180000, 40700000)]
13:34:42: [INFO] Routing COL0 pads
13:34:42: [INFO] Routing pad 'SW12:1' at (36671250, 54610000) with pad 'SW1:1' at (34290000, 35560000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (F.Cu): [(36671250, 54610000), (34290000, 52228750)]
13:34:42: [INFO] Adding track segment (F.Cu): [(34290000, 52228750), (34290000, 35560000)]
13:34:42: [INFO] Routing pad 'SW23:1' at (41433750, 73660000) with pad 'SW12:1' at (36671250, 54610000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (F.Cu): [(41433750, 73660000), (36671250, 68897500)]
13:34:42: [INFO] Adding track segment (F.Cu): [(36671250, 68897500), (36671250, 54610000)]
13:34:42: [INFO] Routing pad 'SW34:1' at (31908750, 92710000) with pad 'SW23:1' at (41433750, 73660000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (F.Cu): [(31908750, 92710000), (41433750, 83185000)]
13:34:42: [INFO] Adding track segment (F.Cu): [(41433750, 83185000), (41433750, 73660000)]
13:34:42: [INFO] Routing COL8 pads
13:34:42: [INFO] Routing pad 'SW20:1' at (215265000, 54610000) with pad 'SW31:1' at (212883750, 73660000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (F.Cu): [(215265000, 54610000), (215265000, 71278750)]
13:34:42: [INFO] Adding track segment (F.Cu): [(215265000, 71278750), (212883750, 73660000)]
13:34:42: [INFO] Routing pad 'SW9:1' at (191452500, 35560000) with pad 'SW20:1' at (215265000, 54610000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (F.Cu): [(191452500, 35560000), (196215000, 35560000)]
13:34:42: [INFO] Adding track segment (F.Cu): [(196215000, 35560000), (215265000, 54610000)]
13:34:42: [INFO] Routing pad 'SW31:1' at (212883750, 73660000) with pad 'SW42:1' at (220027500, 92710000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (F.Cu): [(212883750, 73660000), (212883750, 85566250)]
13:34:42: [INFO] Adding track segment (F.Cu): [(212883750, 85566250), (220027500, 92710000)]
13:34:42: [INFO] Routing ROW3 pads
13:34:42: [INFO] Routing pad 'D34:1' at (40798750, 100650000) with pad 'D37:1' at (62230000, 100650000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(40798750, 100650000), (62230000, 100650000)]
13:34:42: [INFO] Routing pad 'D37:1' at (62230000, 100650000) with pad 'D35:1' at (81280000, 100650000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(62230000, 100650000), (81280000, 100650000)]
13:34:42: [INFO] Routing pad 'D35:1' at (81280000, 100650000) with pad 'D36:1' at (102711250, 100650000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(81280000, 100650000), (102711250, 100650000)]
13:34:42: [INFO] Routing pad 'D36:1' at (102711250, 100650000) with pad 'D38:1' at (143192500, 100650000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(102711250, 100650000), (143192500, 100650000)]
13:34:42: [INFO] Routing pad 'D38:1' at (143192500, 100650000) with pad 'D40:1' at (183673750, 100650000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(143192500, 100650000), (183673750, 100650000)]
13:34:42: [INFO] Routing pad 'D41:1' at (207486250, 100650000) with pad 'D39:1' at (205105000, 62550000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Routing pad 'D40:1' at (183673750, 100650000) with pad 'D41:1' at (207486250, 100650000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(183673750, 100650000), (207486250, 100650000)]
13:34:42: [INFO] Routing pad 'D41:1' at (207486250, 100650000) with pad 'D42:1' at (228917500, 100650000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(207486250, 100650000), (228917500, 100650000)]
13:34:42: [INFO] Routing pad 'D42:1' at (228917500, 100650000) with pad 'D43:1' at (247967500, 100650000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(228917500, 100650000), (247967500, 100650000)]
13:34:42: [INFO] Routing pad 'D43:1' at (247967500, 100650000) with pad 'D44:1' at (267017500, 100650000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(247967500, 100650000), (267017500, 100650000)]
13:34:42: [INFO] Routing COL3 pads
13:34:42: [INFO] Routing pad 'SW15:1' at (100965000, 54610000) with pad 'SW4:1' at (96202500, 35560000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (F.Cu): [(100965000, 54610000), (96202500, 49847500)]
13:34:42: [INFO] Adding track segment (F.Cu): [(96202500, 49847500), (96202500, 35560000)]
13:34:42: [INFO] Routing pad 'SW26:1' at (110490000, 73660000) with pad 'SW15:1' at (100965000, 54610000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (F.Cu): [(110490000, 73660000), (100965000, 64135000)]
13:34:42: [INFO] Adding track segment (F.Cu): [(100965000, 64135000), (100965000, 54610000)]
13:34:42: [INFO] Routing pad 'SW37:1' at (53340000, 92710000) with pad 'SW26:1' at (110490000, 73660000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Routing ROW0 pads
13:34:42: [INFO] Routing pad 'D1:1' at (43180000, 43500000) with pad 'D2:1' at (66992500, 43500000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(43180000, 43500000), (66992500, 43500000)]
13:34:42: [INFO] Routing pad 'D2:1' at (66992500, 43500000) with pad 'D3:1' at (86042500, 43500000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(66992500, 43500000), (86042500, 43500000)]
13:34:42: [INFO] Routing pad 'D3:1' at (86042500, 43500000) with pad 'D4:1' at (105092500, 43500000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(86042500, 43500000), (105092500, 43500000)]
13:34:42: [INFO] Routing pad 'D4:1' at (105092500, 43500000) with pad 'D5:1' at (124142500, 43500000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(105092500, 43500000), (124142500, 43500000)]
13:34:42: [INFO] Routing pad 'D5:1' at (124142500, 43500000) with pad 'D6:1' at (143192500, 43500000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(124142500, 43500000), (143192500, 43500000)]
13:34:42: [INFO] Routing pad 'D6:1' at (143192500, 43500000) with pad 'D7:1' at (162242500, 43500000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(143192500, 43500000), (162242500, 43500000)]
13:34:42: [INFO] Routing pad 'D7:1' at (162242500, 43500000) with pad 'D8:1' at (181292500, 43500000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(162242500, 43500000), (181292500, 43500000)]
13:34:42: [INFO] Routing pad 'D8:1' at (181292500, 43500000) with pad 'D9:1' at (200342500, 43500000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(181292500, 43500000), (200342500, 43500000)]
13:34:42: [INFO] Routing pad 'D9:1' at (200342500, 43500000) with pad 'D10:1' at (219392500, 43500000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(200342500, 43500000), (219392500, 43500000)]
13:34:42: [INFO] Routing pad 'D10:1' at (219392500, 43500000) with pad 'D11:1' at (262255000, 43500000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (B.Cu): [(219392500, 43500000), (262255000, 43500000)]
13:34:42: [INFO] Could not add track segment due to detected collision
13:34:42: [INFO] Routing COL10 pads
13:34:42: [INFO] Routing pad 'SW22:1' at (246221250, 54610000) with pad 'SW11:1' at (253365000, 35560000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (F.Cu): [(246221250, 54610000), (253365000, 47466250)]
13:34:42: [INFO] Adding track segment (F.Cu): [(253365000, 47466250), (253365000, 35560000)]
13:34:42: [INFO] Routing pad 'SW22:1' at (246221250, 54610000) with pad 'SW33:1' at (258127500, 73660000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (F.Cu): [(246221250, 54610000), (246221250, 61753750)]
13:34:42: [INFO] Adding track segment (F.Cu): [(246221250, 61753750), (258127500, 73660000)]
13:34:42: [INFO] Routing pad 'SW33:1' at (258127500, 73660000) with pad 'SW44:1' at (258127500, 92710000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (F.Cu): [(258127500, 73660000), (258127500, 92710000)]
13:34:42: [INFO] Routing COL2 pads
13:34:42: [INFO] Routing pad 'SW3:1' at (77152500, 35560000) with pad 'SW14:1' at (81915000, 54610000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (F.Cu): [(77152500, 35560000), (77152500, 49847500)]
13:34:42: [INFO] Adding track segment (F.Cu): [(77152500, 49847500), (81915000, 54610000)]
13:34:42: [INFO] Routing pad 'SW14:1' at (81915000, 54610000) with pad 'SW25:1' at (91440000, 73660000) using coordinate system rotated by 0 degree(s)
13:34:42: [INFO] Adding track segment (F.Cu): [(81915000, 54610000), (81915000, 64135000)]
13:34:42: [INFO] Adding track segment (F.Cu): [(81915000, 64135000), (91440000, 73660000)]
13:34:42: [INFO] Routing pad 'SW25:1' at (91440000, 73660000) with pad 'SW36:1' at (93821250, 92710000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(91440000, 73660000), (91440000, 90328750)]
13:34:43: [INFO] Adding track segment (F.Cu): [(91440000, 90328750), (93821250, 92710000)]
13:34:43: [INFO] Routing COL1 pads
13:34:43: [INFO] Routing pad 'SW2:1' at (58102500, 35560000) with pad 'SW13:1' at (62865000, 54610000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(58102500, 35560000), (58102500, 49847500)]
13:34:43: [INFO] Adding track segment (F.Cu): [(58102500, 49847500), (62865000, 54610000)]
13:34:43: [INFO] Routing pad 'SW13:1' at (62865000, 54610000) with pad 'SW24:1' at (72390000, 73660000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(62865000, 54610000), (62865000, 64135000)]
13:34:43: [INFO] Adding track segment (F.Cu): [(62865000, 64135000), (72390000, 73660000)]
13:34:43: [INFO] Routing pad 'SW24:1' at (72390000, 73660000) with pad 'SW35:1' at (72390000, 92710000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(72390000, 73660000), (72390000, 92710000)]
13:34:43: [INFO] Routing ROW2 pads
13:34:43: [INFO] Routing pad 'D23:1' at (50323750, 81600000) with pad 'D24:1' at (81280000, 81600000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(50323750, 81600000), (81280000, 81600000)]
13:34:43: [INFO] Routing pad 'D24:1' at (81280000, 81600000) with pad 'D25:1' at (100330000, 81600000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(81280000, 81600000), (100330000, 81600000)]
13:34:43: [INFO] Routing pad 'D25:1' at (100330000, 81600000) with pad 'D26:1' at (119380000, 81600000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(100330000, 81600000), (119380000, 81600000)]
13:34:43: [INFO] Routing pad 'D26:1' at (119380000, 81600000) with pad 'D27:1' at (138430000, 81600000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(119380000, 81600000), (138430000, 81600000)]
13:34:43: [INFO] Routing pad 'D27:1' at (138430000, 81600000) with pad 'D28:1' at (157480000, 81600000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(138430000, 81600000), (157480000, 81600000)]
13:34:43: [INFO] Routing pad 'D28:1' at (157480000, 81600000) with pad 'D29:1' at (176530000, 81600000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(157480000, 81600000), (176530000, 81600000)]
13:34:43: [INFO] Routing pad 'D29:1' at (176530000, 81600000) with pad 'D30:1' at (195580000, 81600000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(176530000, 81600000), (195580000, 81600000)]
13:34:43: [INFO] Routing pad 'D30:1' at (195580000, 81600000) with pad 'D31:1' at (221773750, 81600000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(195580000, 81600000), (221773750, 81600000)]
13:34:43: [INFO] Routing pad 'D31:1' at (221773750, 81600000) with pad 'D32:1' at (247967500, 81600000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(221773750, 81600000), (247967500, 81600000)]
13:34:43: [INFO] Routing pad 'D32:1' at (247967500, 81600000) with pad 'D33:1' at (267017500, 81600000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(247967500, 81600000), (267017500, 81600000)]
13:34:43: [INFO] Routing COL6 pads
13:34:43: [INFO] Routing pad 'SW7:1' at (153352500, 35560000) with pad 'SW18:1' at (158115000, 54610000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(153352500, 35560000), (153352500, 49847500)]
13:34:43: [INFO] Adding track segment (F.Cu): [(153352500, 49847500), (158115000, 54610000)]
13:34:43: [INFO] Routing pad 'SW18:1' at (158115000, 54610000) with pad 'SW29:1' at (167640000, 73660000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(158115000, 54610000), (158115000, 64135000)]
13:34:43: [INFO] Adding track segment (F.Cu): [(158115000, 64135000), (167640000, 73660000)]
13:34:43: [INFO] Routing pad 'SW29:1' at (167640000, 73660000) with pad 'SW40:1' at (174783750, 92710000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(167640000, 73660000), (167640000, 85566250)]
13:34:43: [INFO] Adding track segment (F.Cu): [(167640000, 85566250), (174783750, 92710000)]
13:34:43: [INFO] Routing COL4 pads
13:34:43: [INFO] Routing pad 'SW5:1' at (115252500, 35560000) with pad 'SW16:1' at (120015000, 54610000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(115252500, 35560000), (115252500, 49847500)]
13:34:43: [INFO] Adding track segment (F.Cu): [(115252500, 49847500), (120015000, 54610000)]
13:34:43: [INFO] Routing pad 'SW16:1' at (120015000, 54610000) with pad 'SW27:1' at (129540000, 73660000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(120015000, 54610000), (120015000, 64135000)]
13:34:43: [INFO] Adding track segment (F.Cu): [(120015000, 64135000), (129540000, 73660000)]
13:34:43: [INFO] Routing pad 'SW27:1' at (129540000, 73660000) with pad 'SW38:1' at (134302500, 92710000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(129540000, 73660000), (129540000, 87947500)]
13:34:43: [INFO] Adding track segment (F.Cu): [(129540000, 87947500), (134302500, 92710000)]
13:34:43: [INFO] Routing COL9 pads
13:34:43: [INFO] Routing pad 'SW10:1' at (210502500, 35560000) with pad 'SW21:1' at (229552500, 35560000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(210502500, 35560000), (229552500, 35560000)]
13:34:43: [INFO] Routing pad 'SW21:1' at (229552500, 35560000) with pad 'SW32:1' at (239077500, 73660000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(229552500, 35560000), (229552500, 64135000)]
13:34:43: [INFO] Adding track segment (F.Cu): [(229552500, 64135000), (239077500, 73660000)]
13:34:43: [INFO] Routing pad 'SW32:1' at (239077500, 73660000) with pad 'SW43:1' at (239077500, 92710000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(239077500, 73660000), (239077500, 92710000)]
13:34:43: [INFO] Routing COL5 pads
13:34:43: [INFO] Routing pad 'SW6:1' at (134302500, 35560000) with pad 'SW17:1' at (139065000, 54610000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(134302500, 35560000), (134302500, 49847500)]
13:34:43: [INFO] Adding track segment (F.Cu): [(134302500, 49847500), (139065000, 54610000)]
13:34:43: [INFO] Routing pad 'SW17:1' at (139065000, 54610000) with pad 'SW28:1' at (148590000, 73660000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(139065000, 54610000), (139065000, 64135000)]
13:34:43: [INFO] Adding track segment (F.Cu): [(139065000, 64135000), (148590000, 73660000)]
13:34:43: [INFO] Routing pad 'SW28:1' at (148590000, 73660000) with pad 'SW39:1' at (196215000, 54610000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Routing ROW1 pads
13:34:43: [INFO] Routing pad 'D12:1' at (45561250, 62550000) with pad 'D13:1' at (71755000, 62550000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(45561250, 62550000), (71755000, 62550000)]
13:34:43: [INFO] Routing pad 'D13:1' at (71755000, 62550000) with pad 'D14:1' at (90805000, 62550000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(71755000, 62550000), (90805000, 62550000)]
13:34:43: [INFO] Routing pad 'D14:1' at (90805000, 62550000) with pad 'D15:1' at (109855000, 62550000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(90805000, 62550000), (109855000, 62550000)]
13:34:43: [INFO] Routing pad 'D15:1' at (109855000, 62550000) with pad 'D16:1' at (128905000, 62550000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(109855000, 62550000), (128905000, 62550000)]
13:34:43: [INFO] Routing pad 'D16:1' at (128905000, 62550000) with pad 'D17:1' at (147955000, 62550000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(128905000, 62550000), (147955000, 62550000)]
13:34:43: [INFO] Routing pad 'D17:1' at (147955000, 62550000) with pad 'D18:1' at (167005000, 62550000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(147955000, 62550000), (167005000, 62550000)]
13:34:43: [INFO] Routing pad 'D18:1' at (167005000, 62550000) with pad 'D19:1' at (186055000, 62550000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(167005000, 62550000), (186055000, 62550000)]
13:34:43: [INFO] Routing pad 'D19:1' at (186055000, 62550000) with pad 'D20:1' at (224155000, 62550000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (B.Cu): [(186055000, 62550000), (224155000, 62550000)]
13:34:43: [INFO] Could not add track segment due to detected collision
13:34:43: [INFO] Routing pad 'D20:1' at (224155000, 62550000) with pad 'D21:1' at (238442500, 43500000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Routing pad 'D21:1' at (238442500, 43500000) with pad 'D22:1' at (255111250, 62550000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Routing COL7 pads
13:34:43: [INFO] Routing pad 'SW8:1' at (172402500, 35560000) with pad 'SW19:1' at (177165000, 54610000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(172402500, 35560000), (172402500, 49847500)]
13:34:43: [INFO] Adding track segment (F.Cu): [(172402500, 49847500), (177165000, 54610000)]
13:34:43: [INFO] Routing pad 'SW19:1' at (177165000, 54610000) with pad 'SW30:1' at (186690000, 73660000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(177165000, 54610000), (177165000, 64135000)]
13:34:43: [INFO] Adding track segment (F.Cu): [(177165000, 64135000), (186690000, 73660000)]
13:34:43: [INFO] Routing pad 'SW30:1' at (186690000, 73660000) with pad 'SW41:1' at (198596250, 92710000) using coordinate system rotated by 0 degree(s)
13:34:43: [INFO] Adding track segment (F.Cu): [(186690000, 73660000), (186690000, 80803750)]
13:34:43: [INFO] Adding track segment (F.Cu): [(186690000, 80803750), (198596250, 92710000)]
13:34:43: [INFO] Removing dangling tracks
