=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:35:34: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIA9wLgAgIwFYB0AmJAaO4Ces4AGFJAX23EMwQGYAdAO0caoXArWvqZ9fbgjR4CdFhwB3AiLHgAFlJLkcAFkw1+EScJIV52shVVJwAXUwAoMFAJpRSypkL8HbClTTOq6t5mWfMxj4AbP4A7P4AHP4AnP4ITj4IrjisHtiaNvas3MwMVAkp1H5mloI2ohRaiIoUCI7OdcngdWk4dd5tvg0B3SG1mOH9Uf2x-fHdSROtGfr2jeolVkJwthiVCqEGOJwF4JxNnK17as6cfhw9F33bA6eYwzejN+MXk+ngVatbxwhH+8UWKxVEQYew0Ry5RiNZzghCQhjQ96fOwUcGEeF1Xbgo7gjrgcHnHDgwJEzDXfG3VH3GGYJ4Ul6kt4CD4bb6wnFcGkIAGlazwL7rbSgwz1JEKYUqagaFlC76qaYyuBBFGSoLwnbS4Eq8CqBkzaoSnXUZJleDEOXUI66vG6nlLAhBQUrbWqZTqqVi2X2VRqniMfaa8qbb33d1sEwmIA
13:35:40: [INFO] Routing pad 'SW48:2' at (150177500, 123507500) with pad 'D48:2' at (152717500, 131187500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(150177500, 123507500), (150177500, 128647500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(150177500, 128647500), (152717500, 131187500)]
13:35:40: [INFO] Routing SW47 with D47
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW47:2' at (131127500, 123507500) with pad 'D47:2' at (133667500, 131187500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(131127500, 123507500), (131127500, 128647500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(131127500, 128647500), (133667500, 131187500)]
13:35:40: [INFO] Routing SW46 with D46
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW46:2' at (112077500, 123507500) with pad 'D46:2' at (114617500, 131187500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(112077500, 123507500), (112077500, 128647500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(112077500, 128647500), (114617500, 131187500)]
13:35:40: [INFO] Routing SW45a with D45
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW45a:2' at (90646250, 123507500) with pad 'D45:2' at (102711250, 131187500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Routing SW45 with D45
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW45:2' at (100171250, 123507500) with pad 'D45:2' at (102711250, 131187500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(100171250, 123507500), (100171250, 128647500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(100171250, 128647500), (102711250, 131187500)]
13:35:40: [INFO] Routing SW44 with D44
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW44:2' at (374015000, 104457500) with pad 'D44:2' at (376555000, 112137500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(374015000, 104457500), (374015000, 109597500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(374015000, 109597500), (376555000, 112137500)]
13:35:40: [INFO] Routing SW43 with D43
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW43:2' at (354965000, 66357500) with pad 'D43:2' at (357505000, 74037500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(354965000, 66357500), (354965000, 71497500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(354965000, 71497500), (357505000, 74037500)]
13:35:40: [INFO] Routing SW42 with D42
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW42:2' at (343058750, 104457500) with pad 'D42:2' at (345598750, 112137500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(343058750, 104457500), (343058750, 109597500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(343058750, 109597500), (345598750, 112137500)]
13:35:40: [INFO] Routing SW41 with D41
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW41:2' at (312102500, 104457500) with pad 'D41:2' at (314642500, 112137500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(312102500, 104457500), (312102500, 109597500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(312102500, 109597500), (314642500, 112137500)]
13:35:40: [INFO] Routing SW40 with D40
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW40:2' at (293052500, 104457500) with pad 'D40:2' at (295592500, 112137500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(293052500, 104457500), (293052500, 109597500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(293052500, 109597500), (295592500, 112137500)]
13:35:40: [INFO] Routing SW39 with D39
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW39:2' at (274002500, 104457500) with pad 'D39:2' at (276542500, 112137500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(274002500, 104457500), (274002500, 109597500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(274002500, 109597500), (276542500, 112137500)]
13:35:40: [INFO] Routing SW38 with D38
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW38:2' at (254952500, 104457500) with pad 'D38:2' at (257492500, 112137500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(254952500, 104457500), (254952500, 109597500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(254952500, 109597500), (257492500, 112137500)]
13:35:40: [INFO] Routing SW37 with D37
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW37:2' at (235902500, 104457500) with pad 'D37:2' at (238442500, 112137500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(235902500, 104457500), (235902500, 109597500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(235902500, 109597500), (238442500, 112137500)]
13:35:40: [INFO] Routing SW36 with D36
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW36:2' at (216852500, 104457500) with pad 'D36:2' at (219392500, 112137500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(216852500, 104457500), (216852500, 109597500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(216852500, 109597500), (219392500, 112137500)]
13:35:40: [INFO] Routing SW35 with D35
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW35:2' at (197802500, 104457500) with pad 'D35:2' at (200342500, 112137500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(197802500, 104457500), (197802500, 109597500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(197802500, 109597500), (200342500, 112137500)]
13:35:40: [INFO] Routing SW34 with D34
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW34:2' at (178752500, 104457500) with pad 'D34:2' at (181292500, 112137500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(178752500, 104457500), (178752500, 109597500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(178752500, 109597500), (181292500, 112137500)]
13:35:40: [INFO] Routing SW33 with D33
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW33:2' at (159702500, 104457500) with pad 'D33:2' at (162242500, 112137500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(159702500, 104457500), (159702500, 109597500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(159702500, 109597500), (162242500, 112137500)]
13:35:40: [INFO] Routing SW32 with D32
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW32:2' at (140652500, 104457500) with pad 'D32:2' at (143192500, 112137500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(140652500, 104457500), (140652500, 109597500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(140652500, 109597500), (143192500, 112137500)]
13:35:40: [INFO] Routing SW31 with D31
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW31:2' at (121602500, 104457500) with pad 'D31:2' at (124142500, 112137500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(121602500, 104457500), (121602500, 109597500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(121602500, 109597500), (124142500, 112137500)]
13:35:40: [INFO] Routing SW30 with D30
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW30:2' at (95408750, 104457500) with pad 'D30:2' at (97948750, 112137500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(95408750, 104457500), (95408750, 109597500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(95408750, 109597500), (97948750, 112137500)]
13:35:40: [INFO] Routing SW29 with D29
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW29:2' at (350202500, 85407500) with pad 'D29:2' at (352742500, 93087500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(350202500, 85407500), (350202500, 90547500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(350202500, 90547500), (352742500, 93087500)]
13:35:40: [INFO] Routing SW28 with D28
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW28:2' at (326390000, 85407500) with pad 'D28:2' at (328930000, 93087500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(326390000, 85407500), (326390000, 90547500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(326390000, 90547500), (328930000, 93087500)]
13:35:40: [INFO] Routing SW27 with D27
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW27:2' at (307340000, 85407500) with pad 'D27:2' at (309880000, 93087500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(307340000, 85407500), (307340000, 90547500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(307340000, 90547500), (309880000, 93087500)]
13:35:40: [INFO] Routing SW26 with D26
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW26:2' at (288290000, 85407500) with pad 'D26:2' at (290830000, 93087500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(288290000, 85407500), (288290000, 90547500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(288290000, 90547500), (290830000, 93087500)]
13:35:40: [INFO] Routing SW25 with D25
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW25:2' at (269240000, 85407500) with pad 'D25:2' at (271780000, 93087500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(269240000, 85407500), (269240000, 90547500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(269240000, 90547500), (271780000, 93087500)]
13:35:40: [INFO] Routing SW24 with D24
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW24:2' at (250190000, 85407500) with pad 'D24:2' at (252730000, 93087500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(250190000, 85407500), (250190000, 90547500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(250190000, 90547500), (252730000, 93087500)]
13:35:40: [INFO] Routing SW23 with D23
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW23:2' at (231140000, 85407500) with pad 'D23:2' at (233680000, 93087500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(231140000, 85407500), (231140000, 90547500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(231140000, 90547500), (233680000, 93087500)]
13:35:40: [INFO] Routing SW22 with D22
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW22:2' at (212090000, 85407500) with pad 'D22:2' at (214630000, 93087500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(212090000, 85407500), (212090000, 90547500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(212090000, 90547500), (214630000, 93087500)]
13:35:40: [INFO] Routing SW21 with D21
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW21:2' at (193040000, 85407500) with pad 'D21:2' at (195580000, 93087500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(193040000, 85407500), (193040000, 90547500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(193040000, 90547500), (195580000, 93087500)]
13:35:40: [INFO] Routing SW20 with D20
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW20:2' at (173990000, 85407500) with pad 'D20:2' at (176530000, 93087500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(173990000, 85407500), (173990000, 90547500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(173990000, 90547500), (176530000, 93087500)]
13:35:40: [INFO] Routing SW19 with D19
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW19:2' at (154940000, 85407500) with pad 'D19:2' at (157480000, 93087500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(154940000, 85407500), (154940000, 90547500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(154940000, 90547500), (157480000, 93087500)]
13:35:40: [INFO] Routing SW18 with D18
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW18:2' at (135890000, 85407500) with pad 'D18:2' at (138430000, 93087500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(135890000, 85407500), (135890000, 90547500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(135890000, 90547500), (138430000, 93087500)]
13:35:40: [INFO] Routing SW17 with D17
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW17:2' at (116840000, 85407500) with pad 'D17:2' at (119380000, 93087500) using coordinate system rotated by 0 degree(s)
13:35:40: [INFO] Adding track segment (B.Cu): [(116840000, 85407500), (116840000, 90547500)]
13:35:40: [INFO] Adding track segment (B.Cu): [(116840000, 90547500), (119380000, 93087500)]
13:35:40: [INFO] Routing SW16 with D16
13:35:40: [INFO] Using internal autorouter method
13:35:40: [INFO] Routing pad 'SW16:2' at (93027500, 85407500) with pad 'D16:2' at (95567500, 93087500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(93027500, 85407500), (93027500, 90547500)]
13:35:41: [INFO] Adding track segment (B.Cu): [(93027500, 90547500), (95567500, 93087500)]
13:35:41: [INFO] Routing SW15 with D15
13:35:41: [INFO] Using internal autorouter method
13:35:41: [INFO] Routing pad 'SW15:2' at (374015000, 66357500) with pad 'D15:2' at (376555000, 74037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(374015000, 66357500), (374015000, 71497500)]
13:35:41: [INFO] Adding track segment (B.Cu): [(374015000, 71497500), (376555000, 74037500)]
13:35:41: [INFO] Routing SW14a with D14
13:35:41: [INFO] Using internal autorouter method
13:35:41: [INFO] Routing pad 'SW14a:2' at (335915000, 66357500) with pad 'D14:2' at (347980000, 74037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Routing SW14 with D14
13:35:41: [INFO] Using internal autorouter method
13:35:41: [INFO] Routing pad 'SW14:2' at (345440000, 66357500) with pad 'D14:2' at (347980000, 74037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(345440000, 66357500), (345440000, 71497500)]
13:35:41: [INFO] Adding track segment (B.Cu): [(345440000, 71497500), (347980000, 74037500)]
13:35:41: [INFO] Routing SW13 with D13
13:35:41: [INFO] Using internal autorouter method
13:35:41: [INFO] Routing pad 'SW13:2' at (316865000, 66357500) with pad 'D13:2' at (319405000, 74037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(316865000, 66357500), (316865000, 71497500)]
13:35:41: [INFO] Adding track segment (B.Cu): [(316865000, 71497500), (319405000, 74037500)]
13:35:41: [INFO] Routing SW12 with D12
13:35:41: [INFO] Using internal autorouter method
13:35:41: [INFO] Routing pad 'SW12:2' at (297815000, 66357500) with pad 'D12:2' at (300355000, 74037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(297815000, 66357500), (297815000, 71497500)]
13:35:41: [INFO] Adding track segment (B.Cu): [(297815000, 71497500), (300355000, 74037500)]
13:35:41: [INFO] Routing SW11 with D11
13:35:41: [INFO] Using internal autorouter method
13:35:41: [INFO] Routing pad 'SW11:2' at (278765000, 66357500) with pad 'D11:2' at (281305000, 74037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(278765000, 66357500), (278765000, 71497500)]
13:35:41: [INFO] Adding track segment (B.Cu): [(278765000, 71497500), (281305000, 74037500)]
13:35:41: [INFO] Routing SW10 with D10
13:35:41: [INFO] Using internal autorouter method
13:35:41: [INFO] Routing pad 'SW10:2' at (259715000, 66357500) with pad 'D10:2' at (262255000, 74037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(259715000, 66357500), (259715000, 71497500)]
13:35:41: [INFO] Adding track segment (B.Cu): [(259715000, 71497500), (262255000, 74037500)]
13:35:41: [INFO] Routing SW9 with D9
13:35:41: [INFO] Using internal autorouter method
13:35:41: [INFO] Routing pad 'SW9:2' at (240665000, 66357500) with pad 'D9:2' at (243205000, 74037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(240665000, 66357500), (240665000, 71497500)]
13:35:41: [INFO] Adding track segment (B.Cu): [(240665000, 71497500), (243205000, 74037500)]
13:35:41: [INFO] Routing SW8 with D8
13:35:41: [INFO] Using internal autorouter method
13:35:41: [INFO] Routing pad 'SW8:2' at (221615000, 66357500) with pad 'D8:2' at (224155000, 74037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(221615000, 66357500), (221615000, 71497500)]
13:35:41: [INFO] Adding track segment (B.Cu): [(221615000, 71497500), (224155000, 74037500)]
13:35:41: [INFO] Routing SW7 with D7
13:35:41: [INFO] Using internal autorouter method
13:35:41: [INFO] Routing pad 'SW7:2' at (202565000, 66357500) with pad 'D7:2' at (205105000, 74037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(202565000, 66357500), (202565000, 71497500)]
13:35:41: [INFO] Adding track segment (B.Cu): [(202565000, 71497500), (205105000, 74037500)]
13:35:41: [INFO] Routing SW6 with D6
13:35:41: [INFO] Using internal autorouter method
13:35:41: [INFO] Routing pad 'SW6:2' at (183515000, 66357500) with pad 'D6:2' at (186055000, 74037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(183515000, 66357500), (183515000, 71497500)]
13:35:41: [INFO] Adding track segment (B.Cu): [(183515000, 71497500), (186055000, 74037500)]
13:35:41: [INFO] Routing SW5 with D5
13:35:41: [INFO] Using internal autorouter method
13:35:41: [INFO] Routing pad 'SW5:2' at (164465000, 66357500) with pad 'D5:2' at (167005000, 74037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(164465000, 66357500), (164465000, 71497500)]
13:35:41: [INFO] Adding track segment (B.Cu): [(164465000, 71497500), (167005000, 74037500)]
13:35:41: [INFO] Routing SW4 with D4
13:35:41: [INFO] Using internal autorouter method
13:35:41: [INFO] Routing pad 'SW4:2' at (145415000, 66357500) with pad 'D4:2' at (147955000, 74037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(145415000, 66357500), (145415000, 71497500)]
13:35:41: [INFO] Adding track segment (B.Cu): [(145415000, 71497500), (147955000, 74037500)]
13:35:41: [INFO] Routing SW3 with D3
13:35:41: [INFO] Using internal autorouter method
13:35:41: [INFO] Routing pad 'SW3:2' at (126365000, 66357500) with pad 'D3:2' at (128905000, 74037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(126365000, 66357500), (126365000, 71497500)]
13:35:41: [INFO] Adding track segment (B.Cu): [(126365000, 71497500), (128905000, 74037500)]
13:35:41: [INFO] Routing SW2 with D2
13:35:41: [INFO] Using internal autorouter method
13:35:41: [INFO] Routing pad 'SW2:2' at (107315000, 66357500) with pad 'D2:2' at (109855000, 74037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(107315000, 66357500), (107315000, 71497500)]
13:35:41: [INFO] Adding track segment (B.Cu): [(107315000, 71497500), (109855000, 74037500)]
13:35:41: [INFO] Routing SW1 with D1
13:35:41: [INFO] Using internal autorouter method
13:35:41: [INFO] Routing pad 'SW1:2' at (88265000, 66357500) with pad 'D1:2' at (90805000, 74037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(88265000, 66357500), (88265000, 71497500)]
13:35:41: [INFO] Adding track segment (B.Cu): [(88265000, 71497500), (90805000, 74037500)]
13:35:41: [INFO] Routing COL8 pads
13:35:41: [INFO] Routing pad 'SW53:1' at (239077500, 126047500) with pad 'SW67:1' at (236696250, 145097500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(239077500, 126047500), (239077500, 142716250)]
13:35:41: [INFO] Adding track segment (F.Cu): [(239077500, 142716250), (236696250, 145097500)]
13:35:41: [INFO] Routing pad 'SW38:1' at (248602500, 106997500) with pad 'SW53:1' at (239077500, 126047500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(248602500, 106997500), (248602500, 116522500)]
13:35:41: [INFO] Adding track segment (F.Cu): [(248602500, 116522500), (239077500, 126047500)]
13:35:41: [INFO] Routing pad 'SW9:1' at (234315000, 68897500) with pad 'SW24:1' at (243840000, 87947500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(234315000, 68897500), (234315000, 78422500)]
13:35:41: [INFO] Adding track segment (F.Cu): [(234315000, 78422500), (243840000, 87947500)]
13:35:41: [INFO] Routing pad 'SW24:1' at (243840000, 87947500) with pad 'SW38:1' at (248602500, 106997500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(243840000, 87947500), (243840000, 102235000)]
13:35:41: [INFO] Adding track segment (F.Cu): [(243840000, 102235000), (248602500, 106997500)]
13:35:41: [INFO] Routing ROW4 pads
13:35:41: [INFO] Routing pad 'D60:1' at (93186250, 153037500) with pad 'D61:1' at (116998750, 153037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(93186250, 153037500), (116998750, 153037500)]
13:35:41: [INFO] Routing pad 'D61:1' at (116998750, 153037500) with pad 'D62:1' at (140811250, 153037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(116998750, 153037500), (140811250, 153037500)]
13:35:41: [INFO] Routing pad 'D62:1' at (140811250, 153037500) with pad 'D64:1' at (174148750, 153037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(140811250, 153037500), (174148750, 153037500)]
13:35:41: [INFO] Routing pad 'D64:1' at (174148750, 153037500) with pad 'D66:1' at (212248750, 153037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(174148750, 153037500), (212248750, 153037500)]
13:35:41: [INFO] Routing pad 'D66:1' at (212248750, 153037500) with pad 'D67:1' at (245586250, 153037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(212248750, 153037500), (245586250, 153037500)]
13:35:41: [INFO] Routing pad 'D67:1' at (245586250, 153037500) with pad 'D68:1' at (283686250, 153037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(245586250, 153037500), (283686250, 153037500)]
13:35:41: [INFO] Routing pad 'D68:1' at (283686250, 153037500) with pad 'D69:1' at (307498750, 153037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(283686250, 153037500), (307498750, 153037500)]
13:35:41: [INFO] Routing pad 'D69:1' at (307498750, 153037500) with pad 'D70:1' at (338455000, 153037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(307498750, 153037500), (338455000, 153037500)]
13:35:41: [INFO] Routing pad 'D70:1' at (338455000, 153037500) with pad 'D71:1' at (357505000, 153037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(338455000, 153037500), (357505000, 153037500)]
13:35:41: [INFO] Routing pad 'D71:1' at (357505000, 153037500) with pad 'D72:1' at (376555000, 153037500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(357505000, 153037500), (376555000, 153037500)]
13:35:41: [INFO] Routing pad 'D72:1' at (376555000, 153037500) with pad 'D63:1' at (405130000, 62550000) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(376555000, 153037500), (405130000, 124462500)]
13:35:41: [INFO] Adding track segment (B.Cu): [(405130000, 124462500), (405130000, 62550000)]
13:35:41: [INFO] Routing pad 'D63:1' at (405130000, 62550000) with pad 'D65:1' at (433705000, 62550000) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (B.Cu): [(405130000, 62550000), (433705000, 62550000)]
13:35:41: [INFO] Routing COL4 pads
13:35:41: [INFO] Routing pad 'SW34:1' at (172402500, 106997500) with pad 'SW49:1' at (162877500, 126047500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(172402500, 106997500), (172402500, 116522500)]
13:35:41: [INFO] Adding track segment (F.Cu): [(172402500, 116522500), (162877500, 126047500)]
13:35:41: [INFO] Routing pad 'SW49:1' at (162877500, 126047500) with pad 'SW64:1' at (165258750, 145097500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(162877500, 126047500), (162877500, 142716250)]
13:35:41: [INFO] Adding track segment (F.Cu): [(162877500, 142716250), (165258750, 145097500)]
13:35:41: [INFO] Routing pad 'SW5:1' at (158115000, 68897500) with pad 'SW20:1' at (167640000, 87947500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(158115000, 68897500), (158115000, 78422500)]
13:35:41: [INFO] Adding track segment (F.Cu): [(158115000, 78422500), (167640000, 87947500)]
13:35:41: [INFO] Routing pad 'SW20:1' at (167640000, 87947500) with pad 'SW34:1' at (172402500, 106997500) using coordinate system rotated by 0 degree(s)
13:35:41: [INFO] Adding track segment (F.Cu): [(167640000, 87947500), (167640000, 102235000)]
13:35:41: [INFO] Adding track segment (F.Cu): [(167640000, 102235000), (172402500, 106997500)]
13:35:41: [INFO] Routing COL6 pads
13:35:41: [INFO] Routing pad 'SW51:1' at (200977500, 126047500) with pad 'SW66a:1' at (198596250, 145097500) using coordinate system rotated by 0 degree(s)
