=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:37:28: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCICdwLgAgIwAYA0coA9aLeL8EA6AdgFZcBPbAWiUIQF9dUAmcAXRQCgw9s6ylGnQBspJulQJwaCPkSEkE8KgDMHbr3m1CLcuirwdZZaiQaec7KpL7whuDoCcplABYLW7EUEHhJZQQUNk5LPngBOwcdMUCUaVlwhSVcIPVQryM6PSEs2zjzDKt4G197fxdU909ihTLogWUWYJqkyNzHUXFcZoS4WqIU9Gb0zVq3Ww6dAA5u4ZRSVu1sqIqmlEKxpNLVvMr5jyKkn13OklwAY2xwAGIAQwfH8GVVFqP5dr882NxXvoHFC8UKMwvIJvV-LMgYt3v4cl8zvtwK9NqDrJMEc4gYcttAjMhcJB5MRCQ46E4xLh5CxdKcdM10Fd4LcLqy2c9mCgnEtvLSpl1XNMZP1joDOcgefAJvDynkTOLpLCInzMeTXMRJXAaTKGgEqtylQodf4fuggkLEvJBnEJYbpXTIjbFVsPirZYi4hrDdqHXr5gaXbzjd85uBmhaRVaxfNbYG5b6oT0UCJNfb+YQkb1nWjlcGPUmvXGtW7dSTGdd7o8Hhz0K8Azmjb7TciUBGAUMW7GG8YE6HXim7SW1r94tnMnAVumka8vewgA
13:37:32: [INFO] Routing pad 'SW6:2' at (185685218, 59698949) with pad 'D6:2' at (189520248, 66821206) using coordinate system rotated by 350.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(185685218, 59698949), (186577768, 64760860)]
13:37:32: [INFO] Adding track segment (B.Cu): [(186577768, 64760860), (189520248, 66821206)]
13:37:32: [INFO] Routing SW5 with D5
13:37:32: [INFO] Using internal autorouter method
13:37:32: [INFO] Routing pad 'SW5:2' at (131864744, 60613880) with pad 'D5:2' at (133032537, 68618269) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(131864744, 60613880), (130972192, 65675791)]
13:37:32: [INFO] Adding track segment (B.Cu): [(130972192, 65675791), (133032537, 68618269)]
13:37:32: [INFO] Routing SW4 with D4
13:37:32: [INFO] Using internal autorouter method
13:37:32: [INFO] Routing pad 'SW4:2' at (114261956, 50739677) with pad 'D4:2' at (115429749, 58744066) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(114261956, 50739677), (113369403, 55801588)]
13:37:32: [INFO] Adding track segment (B.Cu): [(113369403, 55801588), (115429749, 58744066)]
13:37:32: [INFO] Routing SW3 with D3
13:37:32: [INFO] Using internal autorouter method
13:37:32: [INFO] Routing pad 'SW3:2' at (96659167, 40865473) with pad 'D3:2' at (97826960, 48869862) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(96659167, 40865473), (95766614, 45927383)]
13:37:32: [INFO] Adding track segment (B.Cu): [(95766614, 45927383), (97826960, 48869862)]
13:37:32: [INFO] Routing SW2 with D2
13:37:32: [INFO] Using internal autorouter method
13:37:32: [INFO] Routing pad 'SW2:2' at (76740780, 44123681) with pad 'D2:2' at (77908573, 52128070) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(76740780, 44123681), (75848227, 49185591)]
13:37:32: [INFO] Adding track segment (B.Cu): [(75848227, 49185591), (77908573, 52128070)]
13:37:32: [INFO] Routing SW1 with D1
13:37:32: [INFO] Using internal autorouter method
13:37:32: [INFO] Routing pad 'SW1:2' at (57153193, 45505830) with pad 'D1:2' at (58320986, 53510219) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(57153193, 45505830), (56260641, 50567741)]
13:37:32: [INFO] Adding track segment (B.Cu): [(56260641, 50567741), (58320986, 53510219)]
13:37:32: [INFO] Routing COL5 pads
13:37:32: [INFO] Routing pad 'SW38:1' at (134668343, 117850269) with pad 'SW26:1' at (137976341, 99089682) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(134668343, 117850269), (137976339, 99089681)]
13:37:32: [INFO] Adding track segment (F.Cu): [(137976339, 99089681), (137976341, 99089682)]
13:37:32: [INFO] Routing COL8 pads
13:37:32: [INFO] Routing pad 'SW7:1' at (197475543, 53428824) with pad 'SW17:1' at (200783541, 72189412) using coordinate system rotated by 350.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(197475543, 53428824), (200783539, 72189410)]
13:37:32: [INFO] Adding track segment (F.Cu): [(200783539, 72189410), (200783541, 72189412)]
13:37:32: [INFO] Routing pad 'SW17:1' at (200783541, 72189412) with pad 'SW29:1' at (204091539, 90949999) using coordinate system rotated by 350.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(200783541, 72189412), (204091538, 90949998)]
13:37:32: [INFO] Adding track segment (F.Cu): [(204091538, 90949998), (204091539, 90949999)]
13:37:32: [INFO] Routing pad 'SW29:1' at (204091539, 90949999) with pad 'SW41:1' at (207399536, 109710587) using coordinate system rotated by 350.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(204091539, 90949999), (207399536, 109710585)]
13:37:32: [INFO] Adding track segment (F.Cu): [(207399536, 109710585), (207399536, 109710587)]
13:37:32: [INFO] Routing COL7 pads
13:37:32: [INFO] Routing pad 'SW6:1' at (179872755, 63303027) with pad 'SW16:1' at (183180752, 82063615) using coordinate system rotated by 350.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(179872755, 63303027), (183180752, 82063613)]
13:37:32: [INFO] Adding track segment (F.Cu): [(183180752, 82063613), (183180752, 82063615)]
13:37:32: [INFO] Routing pad 'SW16:1' at (183180752, 82063615) with pad 'SW28:1' at (186488750, 100824203) using coordinate system rotated by 350.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(183180752, 82063615), (186488749, 100824202)]
13:37:32: [INFO] Adding track segment (F.Cu): [(186488749, 100824202), (186488750, 100824203)]
13:37:32: [INFO] Routing pad 'SW28:1' at (186488750, 100824203) with pad 'SW40:1' at (189796748, 119584790) using coordinate system rotated by 350.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(186488750, 100824203), (189796746, 119584788)]
13:37:32: [INFO] Adding track segment (F.Cu): [(189796746, 119584788), (189796748, 119584790)]
13:37:32: [INFO] Routing COL1 pads
13:37:32: [INFO] Routing pad 'SW34:1' at (60122192, 101804190) with pad 'SW22:1' at (63430190, 83043602) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(60122192, 101804190), (63430188, 83043602)]
13:37:32: [INFO] Adding track segment (F.Cu): [(63430188, 83043602), (63430190, 83043602)]
13:37:32: [INFO] Routing pad 'SW22:1' at (63430190, 83043602) with pad 'SW12:1' at (66738187, 64283015) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(63430190, 83043602), (66738187, 64283016)]
13:37:32: [INFO] Adding track segment (F.Cu): [(66738187, 64283016), (66738187, 64283015)]
13:37:32: [INFO] Routing pad 'SW12:1' at (66738187, 64283015) with pad 'SW2:1' at (70046185, 45522427) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(66738187, 64283015), (70046184, 45522426)]
13:37:32: [INFO] Adding track segment (F.Cu): [(70046184, 45522426), (70046185, 45522427)]
13:37:32: [INFO] Routing COL6 pads
13:37:32: [INFO] Routing pad 'SW27:1' at (167066563, 100380083) with pad 'SW39:1' at (170374561, 119140671) using coordinate system rotated by 350.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(167066563, 100380083), (170374560, 119140670)]
13:37:32: [INFO] Adding track segment (F.Cu): [(170374560, 119140670), (170374561, 119140671)]
13:37:32: [INFO] Routing ROW1 pads
13:37:32: [INFO] Routing pad 'D11:1' at (54526774, 75028269) with pad 'D12:1' at (74114361, 73646120) using coordinate system rotated by 280.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(54526774, 75028269), (68597213, 77509267)]
13:37:32: [INFO] Adding track segment (B.Cu): [(68597213, 77509267), (74114361, 73646120)]
13:37:32: [INFO] Routing pad 'D12:1' at (74114361, 73646120) with pad 'D13:1' at (94032748, 70387912) using coordinate system rotated by 280.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(74114361, 73646120), (86308742, 75796318)]
13:37:32: [INFO] Adding track segment (B.Cu): [(86308742, 75796318), (94032748, 70387912)]
13:37:32: [INFO] Routing pad 'D13:1' at (94032748, 70387912) with pad 'D14:1' at (111635537, 80262115) using coordinate system rotated by 280.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(94032748, 70387912), (99441152, 78111915)]
13:37:32: [INFO] Adding track segment (B.Cu): [(99441152, 78111915), (111635537, 80262115)]
13:37:32: [INFO] Routing pad 'D14:1' at (111635537, 80262115) with pad 'D15:1' at (129238325, 90136319) using coordinate system rotated by 280.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(111635537, 80262115), (117043944, 87986120)]
13:37:32: [INFO] Adding track segment (B.Cu): [(117043944, 87986120), (129238325, 90136319)]
13:37:32: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D15 at 80.0 degree(s) and footprint2: D16 at 100.0 degree(s)
13:37:32: [INFO] Routing pad 'D16:1' at (193314459, 88339256) with pad 'D17:1' at (210917248, 78465053) using coordinate system rotated by 260.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(193314459, 88339256), (205508841, 86189056)]
13:37:32: [INFO] Adding track segment (B.Cu): [(205508841, 86189056), (210917248, 78465053)]
13:37:32: [INFO] Routing pad 'D17:1' at (210917248, 78465053) with pad 'D18:1' at (228520036, 68590848) using coordinate system rotated by 260.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(210917248, 78465053), (223111627, 76314854)]
13:37:32: [INFO] Adding track segment (B.Cu): [(223111627, 76314854), (228520036, 68590848)]
13:37:32: [INFO] Routing pad 'D18:1' at (228520036, 68590848) with pad 'D19:1' at (248438423, 71849057) using coordinate system rotated by 260.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(228520036, 68590848), (236244041, 73999254)]
13:37:32: [INFO] Adding track segment (B.Cu): [(236244041, 73999254), (248438423, 71849057)]
13:37:32: [INFO] Routing pad 'D19:1' at (248438423, 71849057) with pad 'D20:1' at (268026010, 73231206) using coordinate system rotated by 260.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(248438423, 71849057), (253955568, 75712203)]
13:37:32: [INFO] Adding track segment (B.Cu): [(253955568, 75712203), (268026010, 73231206)]
13:37:32: [INFO] Routing COL9 pads
13:37:32: [INFO] Routing pad 'SW8:1' at (215078331, 43554620) with pad 'SW18:1' at (218386329, 62315207) using coordinate system rotated by 350.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(215078331, 43554620), (218386328, 62315207)]
13:37:32: [INFO] Adding track segment (F.Cu): [(218386328, 62315207), (218386329, 62315207)]
13:37:32: [INFO] Routing pad 'SW18:1' at (218386329, 62315207) with pad 'SW30:1' at (221694327, 81075796) using coordinate system rotated by 350.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(218386329, 62315207), (221694326, 81075795)]
13:37:32: [INFO] Adding track segment (F.Cu): [(221694326, 81075795), (221694327, 81075796)]
13:37:32: [INFO] Routing pad 'SW30:1' at (221694327, 81075796) with pad 'SW42:1' at (225002325, 99836383) using coordinate system rotated by 350.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(221694327, 81075796), (225002323, 99836381)]
13:37:32: [INFO] Adding track segment (F.Cu): [(225002323, 99836381), (225002325, 99836383)]
13:37:32: [INFO] Routing COL2 pads
13:37:32: [INFO] Routing pad 'SW35:1' at (80040579, 98545982) with pad 'SW23:1' at (83348577, 79785394) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(80040579, 98545982), (83348575, 79785394)]
13:37:32: [INFO] Adding track segment (F.Cu): [(83348575, 79785394), (83348577, 79785394)]
13:37:32: [INFO] Routing pad 'SW23:1' at (83348577, 79785394) with pad 'SW13:1' at (86656574, 61024807) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(83348577, 79785394), (86656574, 61024807)]
13:37:32: [INFO] Adding track segment (F.Cu): [(86656574, 61024807), (86656574, 61024807)]
13:37:32: [INFO] Routing pad 'SW13:1' at (86656574, 61024807) with pad 'SW3:1' at (89964572, 42264219) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(86656574, 61024807), (89964571, 42264218)]
13:37:32: [INFO] Adding track segment (F.Cu): [(89964571, 42264218), (89964572, 42264219)]
13:37:32: [INFO] Routing ROW3 pads
13:37:32: [INFO] Routing pad 'D33:1' at (47910779, 112549444) with pad 'D34:1' at (67498366, 111167295) using coordinate system rotated by 280.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(47910779, 112549444), (61981219, 115030441)]
13:37:32: [INFO] Adding track segment (B.Cu): [(61981219, 115030441), (67498366, 111167295)]
13:37:32: [INFO] Routing pad 'D34:1' at (67498366, 111167295) with pad 'D35:1' at (87416753, 107909087) using coordinate system rotated by 280.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(67498366, 111167295), (79692747, 113317492)]
13:37:32: [INFO] Adding track segment (B.Cu): [(79692747, 113317492), (87416753, 107909087)]
13:37:32: [INFO] Routing pad 'D35:1' at (87416753, 107909087) with pad 'D36:1' at (105019541, 117783291) using coordinate system rotated by 280.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(87416753, 107909087), (92825159, 115633092)]
13:37:32: [INFO] Adding track segment (B.Cu): [(92825159, 115633092), (105019541, 117783291)]
13:37:32: [INFO] Routing pad 'D36:1' at (105019541, 117783291) with pad 'D37:1' at (122622330, 127657494) using coordinate system rotated by 280.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(105019541, 117783291), (110427946, 125507294)]
13:37:32: [INFO] Adding track segment (B.Cu): [(110427946, 125507294), (122622330, 127657494)]
13:37:32: [INFO] Routing pad 'D37:1' at (122622330, 127657494) with pad 'D38:1' at (142044517, 127213374) using coordinate system rotated by 280.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(122622330, 127657494), (137630799, 130303891)]
13:37:32: [INFO] Adding track segment (B.Cu): [(137630799, 130303891), (142044517, 127213374)]
13:37:32: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D38 at 80.0 degree(s) and footprint2: D39 at 100.0 degree(s)
13:37:32: [INFO] Routing pad 'D39:1' at (180508268, 125416312) with pad 'D40:1' at (199930455, 125860431) using coordinate system rotated by 260.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(180508268, 125416312), (184921983, 128506829)]
13:37:32: [INFO] Adding track segment (B.Cu): [(184921983, 128506829), (199930455, 125860431)]
13:37:32: [INFO] Routing pad 'D40:1' at (199930455, 125860431) with pad 'D41:1' at (217533243, 115986228) using coordinate system rotated by 260.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(199930455, 125860431), (212124836, 123710232)]
13:37:32: [INFO] Adding track segment (B.Cu): [(212124836, 123710232), (217533243, 115986228)]
13:37:32: [INFO] Routing pad 'D41:1' at (217533243, 115986228) with pad 'D42:1' at (235136032, 106112024) using coordinate system rotated by 260.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(217533243, 115986228), (229727624, 113836028)]
13:37:32: [INFO] Adding track segment (B.Cu): [(229727624, 113836028), (235136032, 106112024)]
13:37:32: [INFO] Routing pad 'D42:1' at (235136032, 106112024) with pad 'D43:1' at (255054419, 109370232) using coordinate system rotated by 260.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(235136032, 106112024), (242860036, 111520430)]
13:37:32: [INFO] Adding track segment (B.Cu): [(242860036, 111520430), (255054419, 109370232)]
13:37:32: [INFO] Routing pad 'D43:1' at (255054419, 109370232) with pad 'D44:1' at (274642006, 110752382) using coordinate system rotated by 260.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(255054419, 109370232), (260571565, 113233379)]
13:37:32: [INFO] Adding track segment (B.Cu): [(260571565, 113233379), (274642006, 110752382)]
13:37:32: [INFO] Routing COL0 pads
13:37:32: [INFO] Routing pad 'SW33:1' at (40534605, 103186339) with pad 'SW21:1' at (43842603, 84425752) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(40534605, 103186339), (43842601, 84425752)]
13:37:32: [INFO] Adding track segment (F.Cu): [(43842601, 84425752), (43842603, 84425752)]
13:37:32: [INFO] Routing pad 'SW21:1' at (43842603, 84425752) with pad 'SW11:1' at (47150600, 65665164) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(43842603, 84425752), (47150600, 65665164)]
13:37:32: [INFO] Adding track segment (F.Cu): [(47150600, 65665164), (47150600, 65665164)]
13:37:32: [INFO] Routing pad 'SW11:1' at (47150600, 65665164) with pad 'SW1:1' at (50458598, 46904576) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(47150600, 65665164), (50458597, 46904575)]
13:37:32: [INFO] Adding track segment (F.Cu): [(50458597, 46904575), (50458598, 46904576)]
13:37:32: [INFO] Routing COL11 pads
13:37:32: [INFO] Routing pad 'SW10:1' at (254584306, 48194977) with pad 'SW20:1' at (257892303, 66955565) using coordinate system rotated by 350.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(254584306, 48194977), (257892303, 66955562)]
13:37:32: [INFO] Adding track segment (F.Cu): [(257892303, 66955562), (257892303, 66955565)]
13:37:32: [INFO] Routing pad 'SW20:1' at (257892303, 66955565) with pad 'SW32:1' at (261200301, 85716153) using coordinate system rotated by 350.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(257892303, 66955565), (261200300, 85716152)]
13:37:32: [INFO] Adding track segment (F.Cu): [(261200300, 85716152), (261200301, 85716153)]
13:37:32: [INFO] Routing pad 'SW32:1' at (261200301, 85716153) with pad 'SW44:1' at (264508299, 104476741) using coordinate system rotated by 350.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(261200301, 85716153), (264508297, 104476740)]
13:37:32: [INFO] Adding track segment (F.Cu): [(264508297, 104476740), (264508299, 104476741)]
13:37:32: [INFO] Routing COL10 pads
13:37:32: [INFO] Routing pad 'SW9:1' at (234996718, 46812828) with pad 'SW19:1' at (238304716, 65573416) using coordinate system rotated by 350.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(234996718, 46812828), (238304715, 65573415)]
13:37:32: [INFO] Adding track segment (F.Cu): [(238304715, 65573415), (238304716, 65573416)]
13:37:32: [INFO] Routing pad 'SW19:1' at (238304716, 65573416) with pad 'SW31:1' at (241612714, 84334004) using coordinate system rotated by 350.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(238304716, 65573416), (241612713, 84334003)]
13:37:32: [INFO] Adding track segment (F.Cu): [(241612713, 84334003), (241612714, 84334004)]
13:37:32: [INFO] Routing pad 'SW31:1' at (241612714, 84334004) with pad 'SW43:1' at (244920712, 103094591) using coordinate system rotated by 350.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(241612714, 84334004), (244920710, 103094589)]
13:37:32: [INFO] Adding track segment (F.Cu): [(244920710, 103094589), (244920712, 103094591)]
13:37:32: [INFO] Routing COL3 pads
13:37:32: [INFO] Routing pad 'SW36:1' at (97643367, 108420186) with pad 'SW24:1' at (100951365, 89659598) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(97643367, 108420186), (100951364, 89659597)]
13:37:32: [INFO] Adding track segment (F.Cu): [(100951364, 89659597), (100951365, 89659598)]
13:37:32: [INFO] Routing pad 'SW24:1' at (100951365, 89659598) with pad 'SW14:1' at (104259363, 70899010) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(100951365, 89659598), (104259362, 70899009)]
13:37:32: [INFO] Adding track segment (F.Cu): [(104259362, 70899009), (104259363, 70899010)]
13:37:32: [INFO] Routing pad 'SW14:1' at (104259363, 70899010) with pad 'SW4:1' at (107567361, 52138423) using coordinate system rotated by 10.0 degree(s)
13:37:32: [INFO] Adding track segment (F.Cu): [(104259363, 70899010), (107567359, 52138422)]
13:37:32: [INFO] Adding track segment (F.Cu): [(107567359, 52138422), (107567361, 52138423)]
13:37:32: [INFO] Routing ROW2 pads
13:37:32: [INFO] Routing pad 'D21:1' at (51218777, 93788857) with pad 'D22:1' at (70806364, 92406707) using coordinate system rotated by 280.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(51218777, 93788857), (65289216, 96269854)]
13:37:32: [INFO] Adding track segment (B.Cu): [(65289216, 96269854), (70806364, 92406707)]
13:37:32: [INFO] Routing pad 'D22:1' at (70806364, 92406707) with pad 'D23:1' at (90724751, 89148499) using coordinate system rotated by 280.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(70806364, 92406707), (83000745, 94556905)]
13:37:32: [INFO] Adding track segment (B.Cu): [(83000745, 94556905), (90724751, 89148499)]
13:37:32: [INFO] Routing pad 'D23:1' at (90724751, 89148499) with pad 'D24:1' at (108327539, 99022703) using coordinate system rotated by 280.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(90724751, 89148499), (96133156, 96872503)]
13:37:32: [INFO] Adding track segment (B.Cu): [(96133156, 96872503), (108327539, 99022703)]
13:37:32: [INFO] Routing pad 'D24:1' at (108327539, 99022703) with pad 'D25:1' at (125930328, 108896906) using coordinate system rotated by 280.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(108327539, 99022703), (113735945, 106746706)]
13:37:32: [INFO] Adding track segment (B.Cu): [(113735945, 106746706), (125930328, 108896906)]
13:37:32: [INFO] Routing pad 'D25:1' at (125930328, 108896906) with pad 'D26:1' at (145352515, 108452787) using coordinate system rotated by 280.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(125930328, 108896906), (140938798, 111543303)]
13:37:32: [INFO] Adding track segment (B.Cu): [(140938798, 111543303), (145352515, 108452787)]
13:37:32: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D26 at 80.0 degree(s) and footprint2: D27 at 100.0 degree(s)
13:37:32: [INFO] Routing pad 'D27:1' at (177200270, 106655724) with pad 'D28:1' at (196622457, 107099844) using coordinate system rotated by 260.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(177200270, 106655724), (181613987, 109746242)]
13:37:32: [INFO] Adding track segment (B.Cu): [(181613987, 109746242), (196622457, 107099844)]
13:37:32: [INFO] Routing pad 'D28:1' at (196622457, 107099844) with pad 'D29:1' at (214225246, 97225640) using coordinate system rotated by 260.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(196622457, 107099844), (208816837, 104949645)]
13:37:32: [INFO] Adding track segment (B.Cu): [(208816837, 104949645), (214225246, 97225640)]
13:37:32: [INFO] Routing pad 'D29:1' at (214225246, 97225640) with pad 'D30:1' at (231828034, 87351437) using coordinate system rotated by 260.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(214225246, 97225640), (226419627, 95075440)]
13:37:32: [INFO] Adding track segment (B.Cu): [(226419627, 95075440), (231828034, 87351437)]
13:37:32: [INFO] Routing pad 'D30:1' at (231828034, 87351437) with pad 'D31:1' at (251746421, 90609645) using coordinate system rotated by 260.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(231828034, 87351437), (239552038, 92759843)]
13:37:32: [INFO] Adding track segment (B.Cu): [(239552038, 92759843), (251746421, 90609645)]
13:37:32: [INFO] Routing pad 'D31:1' at (251746421, 90609645) with pad 'D32:1' at (271334008, 91991794) using coordinate system rotated by 260.0 degree(s)
13:37:32: [INFO] Adding track segment (B.Cu): [(251746421, 90609645), (257263565, 94472791)]
13:37:32: [INFO] Adding track segment (B.Cu): [(257263565, 94472791), (271334008, 91991794)]
13:37:32: [INFO] Routing COL4 pads
13:37:32: [INFO] Routing pad 'SW37:1' at (115246156, 118294389) with pad 'SW25:1' at (118554154, 99533801) using coordinate system rotated by 10.0 degree(s)
13:37:33: [INFO] Adding track segment (F.Cu): [(115246156, 118294389), (118554153, 99533800)]
13:37:33: [INFO] Adding track segment (F.Cu): [(118554153, 99533800), (118554154, 99533801)]
13:37:33: [INFO] Routing pad 'SW25:1' at (118554154, 99533801) with pad 'SW15:1' at (121862151, 80773214) using coordinate system rotated by 10.0 degree(s)
13:37:33: [INFO] Adding track segment (F.Cu): [(118554154, 99533801), (121862151, 80773214)]
13:37:33: [INFO] Adding track segment (F.Cu): [(121862151, 80773214), (121862151, 80773214)]
13:37:33: [INFO] Routing pad 'SW15:1' at (121862151, 80773214) with pad 'SW5:1' at (125170149, 62012626) using coordinate system rotated by 10.0 degree(s)
13:37:33: [INFO] Adding track segment (F.Cu): [(121862151, 80773214), (125170148, 62012625)]
13:37:33: [INFO] Adding track segment (F.Cu): [(125170148, 62012625), (125170149, 62012626)]
13:37:33: [INFO] Routing ROW0 pads
13:37:33: [INFO] Routing pad 'D1:1' at (57834772, 56267681) with pad 'D2:1' at (77422359, 54885532) using coordinate system rotated by 280.0 degree(s)
13:37:33: [INFO] Adding track segment (B.Cu): [(57834772, 56267681), (71905212, 58748678)]
13:37:33: [INFO] Adding track segment (B.Cu): [(71905212, 58748678), (77422359, 54885532)]
13:37:33: [INFO] Routing pad 'D2:1' at (77422359, 54885532) with pad 'D3:1' at (97340746, 51627324) using coordinate system rotated by 280.0 degree(s)
13:37:33: [INFO] Adding track segment (B.Cu): [(77422359, 54885532), (89616741, 57035729)]
13:37:33: [INFO] Adding track segment (B.Cu): [(89616741, 57035729), (97340746, 51627324)]
13:37:33: [INFO] Routing pad 'D3:1' at (97340746, 51627324) with pad 'D4:1' at (114943535, 61501528) using coordinate system rotated by 280.0 degree(s)
13:37:33: [INFO] Adding track segment (B.Cu): [(97340746, 51627324), (102749153, 59351329)]
13:37:33: [INFO] Adding track segment (B.Cu): [(102749153, 59351329), (114943535, 61501528)]
13:37:33: [INFO] Routing pad 'D4:1' at (114943535, 61501528) with pad 'D5:1' at (132546323, 71375731) using coordinate system rotated by 280.0 degree(s)
13:37:33: [INFO] Adding track segment (B.Cu): [(114943535, 61501528), (120351940, 69225531)]
13:37:33: [INFO] Adding track segment (B.Cu): [(120351940, 69225531), (132546323, 71375731)]
13:37:33: [WARNING] Could not route pads when parent footprints not rotated the same, footprint1: D5 at 80.0 degree(s) and footprint2: D6 at 100.0 degree(s)
13:37:33: [INFO] Routing pad 'D6:1' at (190006462, 69578668) with pad 'D7:1' at (207609250, 59704465) using coordinate system rotated by 260.0 degree(s)
13:37:33: [INFO] Adding track segment (B.Cu): [(190006462, 69578668), (202200842, 67428469)]
13:37:33: [INFO] Adding track segment (B.Cu): [(202200842, 67428469), (207609250, 59704465)]
13:37:33: [INFO] Routing pad 'D7:1' at (207609250, 59704465) with pad 'D8:1' at (225212038, 49830261) using coordinate system rotated by 260.0 degree(s)
13:37:33: [INFO] Adding track segment (B.Cu): [(207609250, 59704465), (219803631, 57554265)]
13:37:33: [INFO] Adding track segment (B.Cu): [(219803631, 57554265), (225212038, 49830261)]
13:37:33: [INFO] Routing pad 'D8:1' at (225212038, 49830261) with pad 'D9:1' at (245130425, 53088469) using coordinate system rotated by 260.0 degree(s)
13:37:33: [INFO] Adding track segment (B.Cu): [(225212038, 49830261), (232936042, 55238667)]
13:37:33: [INFO] Adding track segment (B.Cu): [(232936042, 55238667), (245130425, 53088469)]
