=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:40:07: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIGNwLgAnAYgOyreAvgGgQBi7uDhNPEpBZZjuAIxa1EL0BMTdWAzO-QCxMlYCRAEMx46sywBWHlgBsc5HIAccgJxzahGvVqNdDNsShCkadDQDuQlgDpc2KbW4BdLACgw4AB5Da0nYsNACeQgC0tEE0pMLiEjQAZiJCwPRw+Bk4mTnZeVlwtO4INvBRvDQAFv52vE7gFQEAOgB2re1tnR2tcACmhO5eEGHwuEHSSSnwacXgpYV20vXBOgjBBmtYxpvcNMH8ezLswYqHyodqh5qH2scMG+Dr2xDzUUs3bp7efmWBFQgjODhMYqeqcBj8QbeQHAuwBaw1ZDvBDg1bgcEPcHbdFcdjgg4oo40cGnQnnQmXQnXQm3Yn3ASmMgoCzkua2cZghifIa+fx-UIREExMyIShUTkBcBQ4aCuETBCxJDxMTseb2FjIhoEdgVbEVXYICoErWyGgVUla1kVSla6la2mG+kmNUOeqNbnffy8WoC+Cw0FmiFSr4yv1jeElGoa+oTVYvKOaiYbeNlDk0CbPRnCFms+byRYxhQMn4ZBzyrPkMXQQt2pNopNsaW8sqcH0A2UqYVM5UpQsudhJ41J2SuVxAA
13:40:12: [INFO] Adding track segment (B.Cu): [(295433750, 78165000), (297973750, 80705000)]
13:40:12: [INFO] Routing SW40 with D40
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW40:2' at (264477500, 73025000) with pad 'D40:2' at (267017500, 80705000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(264477500, 73025000), (264477500, 78165000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(264477500, 78165000), (267017500, 80705000)]
13:40:12: [INFO] Routing SW39 with D39
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW39:2' at (245427500, 73025000) with pad 'D39:2' at (247967500, 80705000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(245427500, 73025000), (245427500, 78165000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(245427500, 78165000), (247967500, 80705000)]
13:40:12: [INFO] Routing SW38 with D38
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW38:2' at (226377500, 73025000) with pad 'D38:2' at (228917500, 80705000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(226377500, 73025000), (226377500, 78165000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(226377500, 78165000), (228917500, 80705000)]
13:40:12: [INFO] Routing SW37 with D37
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW37:2' at (207327500, 73025000) with pad 'D37:2' at (209867500, 80705000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(207327500, 73025000), (207327500, 78165000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(207327500, 78165000), (209867500, 80705000)]
13:40:12: [INFO] Routing SW36 with D36
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW36:2' at (188277500, 73025000) with pad 'D36:2' at (190817500, 80705000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(188277500, 73025000), (188277500, 78165000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(188277500, 78165000), (190817500, 80705000)]
13:40:12: [INFO] Routing SW35 with D35
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW35:2' at (169227500, 73025000) with pad 'D35:2' at (171767500, 80705000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(169227500, 73025000), (169227500, 78165000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(169227500, 78165000), (171767500, 80705000)]
13:40:12: [INFO] Routing SW34 with D34
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW34:2' at (150177500, 73025000) with pad 'D34:2' at (152717500, 80705000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(150177500, 73025000), (150177500, 78165000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(150177500, 78165000), (152717500, 80705000)]
13:40:12: [INFO] Routing SW33 with D33
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW33:2' at (131127500, 73025000) with pad 'D33:2' at (133667500, 80705000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(131127500, 73025000), (131127500, 78165000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(131127500, 78165000), (133667500, 80705000)]
13:40:12: [INFO] Routing SW32 with D32
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW32:2' at (112077500, 73025000) with pad 'D32:2' at (114617500, 80705000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(112077500, 73025000), (112077500, 78165000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(112077500, 78165000), (114617500, 80705000)]
13:40:12: [INFO] Routing SW31 with D31
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW31:2' at (93027500, 73025000) with pad 'D31:2' at (95567500, 80705000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(93027500, 73025000), (93027500, 78165000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(93027500, 78165000), (95567500, 80705000)]
13:40:12: [INFO] Routing SW30 with D30
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW30:2' at (73977500, 73025000) with pad 'D30:2' at (76517500, 80705000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(73977500, 73025000), (73977500, 78165000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(73977500, 78165000), (76517500, 80705000)]
13:40:12: [INFO] Routing SW29 with D29
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW29:2' at (47783750, 73025000) with pad 'D29:2' at (50323750, 80705000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(47783750, 73025000), (47783750, 78165000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(47783750, 78165000), (50323750, 80705000)]
13:40:12: [INFO] Routing SW28 with D28
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW28:2' at (302577500, 53022500) with pad 'D28:2' at (305117500, 60702500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(302577500, 53022500), (302577500, 58162500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(302577500, 58162500), (305117500, 60702500)]
13:40:12: [INFO] Routing SW27 with D27
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW27:2' at (278765000, 53022500) with pad 'D27:2' at (281305000, 60702500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(278765000, 53022500), (278765000, 58162500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(278765000, 58162500), (281305000, 60702500)]
13:40:12: [INFO] Routing SW26 with D26
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW26:2' at (259715000, 53022500) with pad 'D26:2' at (262255000, 60702500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(259715000, 53022500), (259715000, 58162500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(259715000, 58162500), (262255000, 60702500)]
13:40:12: [INFO] Routing SW25 with D25
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW25:2' at (240665000, 53022500) with pad 'D25:2' at (243205000, 60702500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(240665000, 53022500), (240665000, 58162500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(240665000, 58162500), (243205000, 60702500)]
13:40:12: [INFO] Routing SW24 with D24
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW24:2' at (221615000, 53022500) with pad 'D24:2' at (224155000, 60702500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(221615000, 53022500), (221615000, 58162500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(221615000, 58162500), (224155000, 60702500)]
13:40:12: [INFO] Routing SW23 with D23
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW23:2' at (202565000, 53022500) with pad 'D23:2' at (205105000, 60702500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(202565000, 53022500), (202565000, 58162500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(202565000, 58162500), (205105000, 60702500)]
13:40:12: [INFO] Routing SW22 with D22
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW22:2' at (183515000, 53022500) with pad 'D22:2' at (186055000, 60702500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(183515000, 53022500), (183515000, 58162500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(183515000, 58162500), (186055000, 60702500)]
13:40:12: [INFO] Routing SW21 with D21
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW21:2' at (164465000, 53022500) with pad 'D21:2' at (167005000, 60702500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(164465000, 53022500), (164465000, 58162500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(164465000, 58162500), (167005000, 60702500)]
13:40:12: [INFO] Routing SW20 with D20
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW20:2' at (145415000, 53022500) with pad 'D20:2' at (147955000, 60702500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(145415000, 53022500), (145415000, 58162500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(145415000, 58162500), (147955000, 60702500)]
13:40:12: [INFO] Routing SW19 with D19
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW19:2' at (126365000, 53022500) with pad 'D19:2' at (128905000, 60702500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(126365000, 53022500), (126365000, 58162500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(126365000, 58162500), (128905000, 60702500)]
13:40:12: [INFO] Routing SW18 with D18
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW18:2' at (107315000, 53022500) with pad 'D18:2' at (109855000, 60702500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(107315000, 53022500), (107315000, 58162500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(107315000, 58162500), (109855000, 60702500)]
13:40:12: [INFO] Routing SW17 with D17
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW17:2' at (88265000, 53022500) with pad 'D17:2' at (90805000, 60702500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(88265000, 53022500), (88265000, 58162500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(88265000, 58162500), (90805000, 60702500)]
13:40:12: [INFO] Routing SW16 with D16
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW16:2' at (69215000, 53022500) with pad 'D16:2' at (71755000, 60702500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(69215000, 53022500), (69215000, 58162500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(69215000, 58162500), (71755000, 60702500)]
13:40:12: [INFO] Routing SW15 with D15
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW15:2' at (45402500, 53022500) with pad 'D15:2' at (47942500, 60702500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(45402500, 53022500), (45402500, 58162500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(45402500, 58162500), (47942500, 60702500)]
13:40:12: [INFO] Routing SW14 with D14
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW14:2' at (297815000, 33020000) with pad 'D14:2' at (300355000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(297815000, 33020000), (297815000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(297815000, 38160000), (300355000, 40700000)]
13:40:12: [INFO] Routing SW13 with D13
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW13:2' at (269240000, 33020000) with pad 'D13:2' at (271780000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(269240000, 33020000), (269240000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(269240000, 38160000), (271780000, 40700000)]
13:40:12: [INFO] Routing SW12 with D12
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW12:2' at (250190000, 33020000) with pad 'D12:2' at (252730000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(250190000, 33020000), (250190000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(250190000, 38160000), (252730000, 40700000)]
13:40:12: [INFO] Routing SW11 with D11
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW11:2' at (231140000, 33020000) with pad 'D11:2' at (233680000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(231140000, 33020000), (231140000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(231140000, 38160000), (233680000, 40700000)]
13:40:12: [INFO] Routing SW10 with D10
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW10:2' at (212090000, 33020000) with pad 'D10:2' at (214630000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(212090000, 33020000), (212090000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(212090000, 38160000), (214630000, 40700000)]
13:40:12: [INFO] Routing SW9 with D9
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW9:2' at (193040000, 33020000) with pad 'D9:2' at (195580000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(193040000, 33020000), (193040000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(193040000, 38160000), (195580000, 40700000)]
13:40:12: [INFO] Routing SW8 with D8
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW8:2' at (173990000, 33020000) with pad 'D8:2' at (176530000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(173990000, 33020000), (173990000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(173990000, 38160000), (176530000, 40700000)]
13:40:12: [INFO] Routing SW7 with D7
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW7:2' at (154940000, 33020000) with pad 'D7:2' at (157480000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(154940000, 33020000), (154940000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(154940000, 38160000), (157480000, 40700000)]
13:40:12: [INFO] Routing SW6 with D6
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW6:2' at (135890000, 33020000) with pad 'D6:2' at (138430000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(135890000, 33020000), (135890000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(135890000, 38160000), (138430000, 40700000)]
13:40:12: [INFO] Routing SW5 with D5
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW5:2' at (116840000, 33020000) with pad 'D5:2' at (119380000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(116840000, 33020000), (116840000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(116840000, 38160000), (119380000, 40700000)]
13:40:12: [INFO] Routing SW4 with D4
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW4:2' at (97790000, 33020000) with pad 'D4:2' at (100330000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(97790000, 33020000), (97790000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(97790000, 38160000), (100330000, 40700000)]
13:40:12: [INFO] Routing SW3 with D3
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW3:2' at (78740000, 33020000) with pad 'D3:2' at (81280000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(78740000, 33020000), (78740000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(78740000, 38160000), (81280000, 40700000)]
13:40:12: [INFO] Routing SW2 with D2
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW2:2' at (59690000, 33020000) with pad 'D2:2' at (62230000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(59690000, 33020000), (59690000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(59690000, 38160000), (62230000, 40700000)]
13:40:12: [INFO] Routing SW1 with D1
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW1:2' at (40640000, 33020000) with pad 'D1:2' at (43180000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(40640000, 33020000), (40640000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(40640000, 38160000), (43180000, 40700000)]
13:40:12: [INFO] Routing COL6 pads
13:40:12: [INFO] Routing pad 'SW35:1' at (162877500, 75565000) with pad 'SW49:1' at (153352500, 95567500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(162877500, 75565000), (162877500, 86042500)]
13:40:12: [INFO] Adding track segment (F.Cu): [(162877500, 86042500), (153352500, 95567500)]
13:40:12: [INFO] Routing pad 'SW7:1' at (148590000, 35560000) with pad 'SW21:1' at (158115000, 55562500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(148590000, 35560000), (148590000, 46037500)]
13:40:12: [INFO] Adding track segment (F.Cu): [(148590000, 46037500), (158115000, 55562500)]
13:40:12: [INFO] Routing pad 'SW49:1' at (153352500, 95567500) with pad 'SW61:1' at (158115000, 115570000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(153352500, 95567500), (153352500, 110807500)]
13:40:12: [INFO] Adding track segment (F.Cu): [(153352500, 110807500), (158115000, 115570000)]
13:40:12: [INFO] Routing pad 'SW21:1' at (158115000, 55562500) with pad 'SW35:1' at (162877500, 75565000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(158115000, 55562500), (158115000, 70802500)]
13:40:12: [INFO] Adding track segment (F.Cu): [(158115000, 70802500), (162877500, 75565000)]
13:40:12: [INFO] Routing COL13 pads
13:40:12: [INFO] Routing pad 'SW55:1' at (277177500, 95567500) with pad 'SW41:1' at (289083750, 75565000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(277177500, 95567500), (289083750, 83661250)]
13:40:12: [INFO] Adding track segment (F.Cu): [(289083750, 83661250), (289083750, 75565000)]
13:40:12: [INFO] Routing pad 'SW55:1' at (277177500, 95567500) with pad 'SW65:1' at (289560000, 119380000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(277177500, 95567500), (277177500, 106997500)]
13:40:12: [INFO] Adding track segment (F.Cu): [(277177500, 106997500), (289560000, 119380000)]
13:40:12: [INFO] Routing pad 'SW28:1' at (296227500, 55562500) with pad 'SW14:1' at (291465000, 35560000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(296227500, 55562500), (291465000, 50800000)]
13:40:12: [INFO] Adding track segment (F.Cu): [(291465000, 50800000), (291465000, 35560000)]
13:40:12: [INFO] Routing pad 'SW41:1' at (289083750, 75565000) with pad 'SW28:1' at (296227500, 55562500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(289083750, 75565000), (296227500, 68421250)]
13:40:12: [INFO] Adding track segment (F.Cu): [(296227500, 68421250), (296227500, 55562500)]
13:40:12: [INFO] Routing ROW1 pads
13:40:12: [INFO] Routing pad 'D2:1' at (62230000, 43500000) with pad 'D3:1' at (81280000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(62230000, 43500000), (81280000, 43500000)]
13:40:12: [INFO] Routing pad 'D3:1' at (81280000, 43500000) with pad 'D4:1' at (100330000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(81280000, 43500000), (100330000, 43500000)]
13:40:12: [INFO] Routing pad 'D4:1' at (100330000, 43500000) with pad 'D5:1' at (119380000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(100330000, 43500000), (119380000, 43500000)]
13:40:12: [INFO] Routing pad 'D5:1' at (119380000, 43500000) with pad 'D6:1' at (138430000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(119380000, 43500000), (138430000, 43500000)]
13:40:12: [INFO] Routing pad 'D6:1' at (138430000, 43500000) with pad 'D7:1' at (157480000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(138430000, 43500000), (157480000, 43500000)]
13:40:12: [INFO] Routing pad 'D7:1' at (157480000, 43500000) with pad 'D8:1' at (176530000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(157480000, 43500000), (176530000, 43500000)]
13:40:12: [INFO] Routing pad 'D8:1' at (176530000, 43500000) with pad 'D9:1' at (195580000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(176530000, 43500000), (195580000, 43500000)]
13:40:12: [INFO] Routing pad 'D9:1' at (195580000, 43500000) with pad 'D10:1' at (214630000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(195580000, 43500000), (214630000, 43500000)]
13:40:12: [INFO] Routing pad 'D10:1' at (214630000, 43500000) with pad 'D11:1' at (233680000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(214630000, 43500000), (233680000, 43500000)]
13:40:12: [INFO] Routing pad 'D11:1' at (233680000, 43500000) with pad 'D12:1' at (252730000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(233680000, 43500000), (252730000, 43500000)]
13:40:12: [INFO] Routing pad 'D12:1' at (252730000, 43500000) with pad 'D13:1' at (271780000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(252730000, 43500000), (271780000, 43500000)]
13:40:12: [INFO] Routing pad 'D13:1' at (271780000, 43500000) with pad 'D14:1' at (300355000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(271780000, 43500000), (300355000, 43500000)]
13:40:12: [INFO] Routing ROW5 pads
13:40:12: [INFO] Routing pad 'D58:1' at (45561250, 123510000) with pad 'D59:1' at (69373750, 123510000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(45561250, 123510000), (69373750, 123510000)]
13:40:12: [INFO] Routing pad 'D59:1' at (69373750, 123510000) with pad 'D60:1' at (93186250, 123510000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(69373750, 123510000), (93186250, 123510000)]
13:40:12: [INFO] Routing pad 'D60:1' at (93186250, 123510000) with pad 'D61:1' at (167005000, 123510000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(93186250, 123510000), (167005000, 123510000)]
13:40:12: [INFO] Routing pad 'D61:1' at (167005000, 123510000) with pad 'D62:1' at (239395000, 123510000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(167005000, 123510000), (239395000, 123510000)]
13:40:12: [INFO] Routing pad 'D62:1' at (239395000, 123510000) with pad 'D63:1' at (258445000, 123510000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(239395000, 123510000), (258445000, 123510000)]
13:40:12: [INFO] Routing pad 'D63:1' at (258445000, 123510000) with pad 'D64:1' at (277495000, 123510000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(258445000, 123510000), (277495000, 123510000)]
13:40:12: [INFO] Routing pad 'D64:1' at (277495000, 123510000) with pad 'D65:1' at (298450000, 127320000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(277495000, 123510000), (281305000, 127320000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(281305000, 127320000), (298450000, 127320000)]
13:40:12: [INFO] Routing pad 'D65:1' at (298450000, 127320000) with pad 'D66:1' at (317500000, 127320000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(298450000, 127320000), (317500000, 127320000)]
13:40:12: [INFO] Routing pad 'D66:1' at (317500000, 127320000) with pad 'D67:1' at (336550000, 127320000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(317500000, 127320000), (336550000, 127320000)]
13:40:12: [INFO] Routing COL1 pads
13:40:12: [INFO] Routing pad 'SW30:1' at (67627500, 75565000) with pad 'SW59:1' at (60483750, 115570000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(67627500, 75565000), (67627500, 108426250)]
13:40:12: [INFO] Adding track segment (F.Cu): [(67627500, 108426250), (60483750, 115570000)]
13:40:12: [INFO] Routing pad 'SW2:1' at (53340000, 35560000) with pad 'SW16:1' at (62865000, 55562500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(53340000, 35560000), (53340000, 46037500)]
13:40:12: [INFO] Adding track segment (F.Cu): [(53340000, 46037500), (62865000, 55562500)]
13:40:13: [INFO] Routing pad 'SW16:1' at (62865000, 55562500) with pad 'SW30:1' at (67627500, 75565000) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (F.Cu): [(62865000, 55562500), (62865000, 70802500)]
13:40:13: [INFO] Adding track segment (F.Cu): [(62865000, 70802500), (67627500, 75565000)]
13:40:13: [INFO] Routing COL0 pads
13:40:13: [INFO] Routing pad 'SW44:1' at (46196250, 95567500) with pad 'SW58:1' at (36671250, 115570000) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (F.Cu): [(46196250, 95567500), (46196250, 106045000)]
13:40:13: [INFO] Adding track segment (F.Cu): [(46196250, 106045000), (36671250, 115570000)]
