=== kbplacer.kle_serial ===
=== layout2image.py ===
=== kbplacer ===
13:40:07: [INFO] User layout: https://editor.keyboard-tools.xyz/#share=NrDeCIGNwLgAnAYgOyreAvgGgQBi7uDhAB6xy4B0ATAKw5TlKQuuYP4CMReW1P4fAGYB+ACw9S5KnWy9aorADZFyRQA5J4MvBm05grAE5FnQhyyduFzv2LbpNegmjwkAQ09f2vTiIC6WABQYOAAno50DADu5JyU+gycBFquCIisbAbJ1gjJdnlYIklYEiUKJSolaiWaJSYlZgI5ueA5BRBpHl6eArHw8YmFfuCBIRD9cPHIQ+DUKfZdGZnQBvOt8wVzRQLzZQjzFQfKu1g1x3XHDcdNDOu5nUwoaKh95NROa5YBwaFLPb0Yu9PgwhAs4I83MtMj5wGDWmCtmDiggwfs4VgjhiqqizgIwZcMdcMbcIYwoQD3G8BpQZgZ4UjvqNflIaUpZAwxJYtJNBgYuR0HPAlLTnOBeQl+ZZzAgubZmeMhXAxJQhDMGBF4ABaKjqlxPFbQIHCkGyk7+fxAA
13:40:12: [INFO] Adding track segment (B.Cu): [(278765000, 56832500), (278765000, 61972500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(278765000, 61972500), (281305000, 64512500)]
13:40:12: [INFO] Routing SW26 with D26
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW26:2' at (259715000, 56832500) with pad 'D26:2' at (262255000, 64512500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(259715000, 56832500), (259715000, 61972500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(259715000, 61972500), (262255000, 64512500)]
13:40:12: [INFO] Routing SW25 with D25
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW25:2' at (240665000, 56832500) with pad 'D25:2' at (243205000, 64512500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(240665000, 56832500), (240665000, 61972500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(240665000, 61972500), (243205000, 64512500)]
13:40:12: [INFO] Routing SW24 with D24
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW24:2' at (221615000, 56832500) with pad 'D24:2' at (224155000, 64512500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(221615000, 56832500), (221615000, 61972500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(221615000, 61972500), (224155000, 64512500)]
13:40:12: [INFO] Routing SW23 with D23
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW23:2' at (202565000, 56832500) with pad 'D23:2' at (205105000, 64512500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(202565000, 56832500), (202565000, 61972500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(202565000, 61972500), (205105000, 64512500)]
13:40:12: [INFO] Routing SW22 with D22
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW22:2' at (183515000, 56832500) with pad 'D22:2' at (186055000, 64512500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(183515000, 56832500), (183515000, 61972500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(183515000, 61972500), (186055000, 64512500)]
13:40:12: [INFO] Routing SW21 with D21
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW21:2' at (164465000, 56832500) with pad 'D21:2' at (167005000, 64512500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(164465000, 56832500), (164465000, 61972500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(164465000, 61972500), (167005000, 64512500)]
13:40:12: [INFO] Routing SW20 with D20
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW20:2' at (145415000, 56832500) with pad 'D20:2' at (147955000, 64512500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(145415000, 56832500), (145415000, 61972500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(145415000, 61972500), (147955000, 64512500)]
13:40:12: [INFO] Routing SW19 with D19
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW19:2' at (126365000, 56832500) with pad 'D19:2' at (128905000, 64512500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(126365000, 56832500), (126365000, 61972500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(126365000, 61972500), (128905000, 64512500)]
13:40:12: [INFO] Routing SW18 with D18
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW18:2' at (107315000, 56832500) with pad 'D18:2' at (109855000, 64512500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(107315000, 56832500), (107315000, 61972500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(107315000, 61972500), (109855000, 64512500)]
13:40:12: [INFO] Routing SW17 with D17
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW17:2' at (88265000, 56832500) with pad 'D17:2' at (90805000, 64512500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(88265000, 56832500), (88265000, 61972500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(88265000, 61972500), (90805000, 64512500)]
13:40:12: [INFO] Routing SW16 with D16
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW16:2' at (69215000, 56832500) with pad 'D16:2' at (71755000, 64512500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(69215000, 56832500), (69215000, 61972500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(69215000, 61972500), (71755000, 64512500)]
13:40:12: [INFO] Routing SW15 with D15
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW15:2' at (45402500, 56832500) with pad 'D15:2' at (47942500, 64512500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(45402500, 56832500), (45402500, 61972500)]
13:40:12: [INFO] Adding track segment (B.Cu): [(45402500, 61972500), (47942500, 64512500)]
13:40:12: [INFO] Routing SW14 with D14
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW14:2' at (307340000, 33020000) with pad 'D14:2' at (309880000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(307340000, 33020000), (307340000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(307340000, 38160000), (309880000, 40700000)]
13:40:12: [INFO] Routing SW13 with D13
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW13:2' at (283527500, 33020000) with pad 'D13:2' at (286067500, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(283527500, 33020000), (283527500, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(283527500, 38160000), (286067500, 40700000)]
13:40:12: [INFO] Routing SW12 with D12
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW12:2' at (264477500, 33020000) with pad 'D12:2' at (267017500, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(264477500, 33020000), (264477500, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(264477500, 38160000), (267017500, 40700000)]
13:40:12: [INFO] Routing SW11 with D11
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW11:2' at (245427500, 33020000) with pad 'D11:2' at (247967500, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(245427500, 33020000), (245427500, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(245427500, 38160000), (247967500, 40700000)]
13:40:12: [INFO] Routing SW10 with D10
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW10:2' at (226377500, 33020000) with pad 'D10:2' at (228917500, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(226377500, 33020000), (226377500, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(226377500, 38160000), (228917500, 40700000)]
13:40:12: [INFO] Routing SW9 with D9
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW9:2' at (202565000, 33020000) with pad 'D9:2' at (205105000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(202565000, 33020000), (202565000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(202565000, 38160000), (205105000, 40700000)]
13:40:12: [INFO] Routing SW8 with D8
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW8:2' at (183515000, 33020000) with pad 'D8:2' at (186055000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(183515000, 33020000), (183515000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(183515000, 38160000), (186055000, 40700000)]
13:40:12: [INFO] Routing SW7 with D7
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW7:2' at (164465000, 33020000) with pad 'D7:2' at (167005000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(164465000, 33020000), (164465000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(164465000, 38160000), (167005000, 40700000)]
13:40:12: [INFO] Routing SW6 with D6
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW6:2' at (145415000, 33020000) with pad 'D6:2' at (147955000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(145415000, 33020000), (145415000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(145415000, 38160000), (147955000, 40700000)]
13:40:12: [INFO] Routing SW5 with D5
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW5:2' at (121602500, 33020000) with pad 'D5:2' at (124142500, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(121602500, 33020000), (121602500, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(121602500, 38160000), (124142500, 40700000)]
13:40:12: [INFO] Routing SW4 with D4
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW4:2' at (102552500, 33020000) with pad 'D4:2' at (105092500, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(102552500, 33020000), (102552500, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(102552500, 38160000), (105092500, 40700000)]
13:40:12: [INFO] Routing SW3 with D3
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW3:2' at (83502500, 33020000) with pad 'D3:2' at (86042500, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(83502500, 33020000), (83502500, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(83502500, 38160000), (86042500, 40700000)]
13:40:12: [INFO] Routing SW2 with D2
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW2:2' at (64452500, 33020000) with pad 'D2:2' at (66992500, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(64452500, 33020000), (64452500, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(64452500, 38160000), (66992500, 40700000)]
13:40:12: [INFO] Routing SW1 with D1
13:40:12: [INFO] Using internal autorouter method
13:40:12: [INFO] Routing pad 'SW1:2' at (40640000, 33020000) with pad 'D1:2' at (43180000, 40700000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(40640000, 33020000), (40640000, 38160000)]
13:40:12: [INFO] Adding track segment (B.Cu): [(40640000, 38160000), (43180000, 40700000)]
13:40:12: [INFO] Routing ROW3 pads
13:40:12: [INFO] Routing pad 'D42:1' at (55086250, 105412500) with pad 'D43:1' at (86042500, 105412500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(55086250, 105412500), (86042500, 105412500)]
13:40:12: [INFO] Routing pad 'D43:1' at (86042500, 105412500) with pad 'D44:1' at (105092500, 105412500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(86042500, 105412500), (105092500, 105412500)]
13:40:12: [INFO] Routing pad 'D44:1' at (105092500, 105412500) with pad 'D45:1' at (124142500, 105412500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(105092500, 105412500), (124142500, 105412500)]
13:40:12: [INFO] Routing pad 'D45:1' at (124142500, 105412500) with pad 'D46:1' at (143192500, 105412500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(124142500, 105412500), (143192500, 105412500)]
13:40:12: [INFO] Routing pad 'D46:1' at (143192500, 105412500) with pad 'D47:1' at (162242500, 105412500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(143192500, 105412500), (162242500, 105412500)]
13:40:12: [INFO] Routing pad 'D47:1' at (162242500, 105412500) with pad 'D48:1' at (181292500, 105412500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(162242500, 105412500), (181292500, 105412500)]
13:40:12: [INFO] Routing pad 'D48:1' at (181292500, 105412500) with pad 'D49:1' at (200342500, 105412500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(181292500, 105412500), (200342500, 105412500)]
13:40:12: [INFO] Routing pad 'D49:1' at (200342500, 105412500) with pad 'D50:1' at (219392500, 105412500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(200342500, 105412500), (219392500, 105412500)]
13:40:12: [INFO] Routing pad 'D50:1' at (219392500, 105412500) with pad 'D51:1' at (238442500, 105412500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(219392500, 105412500), (238442500, 105412500)]
13:40:12: [INFO] Routing pad 'D51:1' at (238442500, 105412500) with pad 'D52:1' at (257492500, 105412500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(238442500, 105412500), (257492500, 105412500)]
13:40:12: [INFO] Routing pad 'D52:1' at (257492500, 105412500) with pad 'D53:1' at (283686250, 105412500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(257492500, 105412500), (283686250, 105412500)]
13:40:12: [INFO] Routing pad 'D53:1' at (283686250, 105412500) with pad 'D54:1' at (309880000, 105412500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(283686250, 105412500), (309880000, 105412500)]
13:40:12: [INFO] Routing COL13 pads
13:40:12: [INFO] Routing pad 'SW41:1' at (289083750, 78422500) with pad 'SW28:1' at (296227500, 59372500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(289083750, 78422500), (296227500, 71278750)]
13:40:12: [INFO] Adding track segment (F.Cu): [(296227500, 71278750), (296227500, 59372500)]
13:40:12: [INFO] Routing pad 'SW28:1' at (296227500, 59372500) with pad 'SW14:1' at (300990000, 35560000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(296227500, 59372500), (300990000, 54610000)]
13:40:12: [INFO] Adding track segment (F.Cu): [(300990000, 54610000), (300990000, 35560000)]
13:40:12: [INFO] Routing pad 'SW41:1' at (289083750, 78422500) with pad 'SW54:1' at (300990000, 97472500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(289083750, 78422500), (289083750, 85566250)]
13:40:12: [INFO] Adding track segment (F.Cu): [(289083750, 85566250), (300990000, 97472500)]
13:40:12: [INFO] Routing COL2 pads
13:40:12: [INFO] Routing pad 'SW3:1' at (77152500, 35560000) with pad 'SW17:1' at (81915000, 59372500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(77152500, 35560000), (77152500, 54610000)]
13:40:12: [INFO] Adding track segment (F.Cu): [(77152500, 54610000), (81915000, 59372500)]
13:40:12: [INFO] Routing pad 'SW17:1' at (81915000, 59372500) with pad 'SW31:1' at (86677500, 78422500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(81915000, 59372500), (81915000, 73660000)]
13:40:12: [INFO] Adding track segment (F.Cu): [(81915000, 73660000), (86677500, 78422500)]
13:40:12: [INFO] Routing pad 'SW44:1' at (96202500, 97472500) with pad 'SW56:1' at (89058750, 116522500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(96202500, 97472500), (96202500, 109378750)]
13:40:12: [INFO] Adding track segment (F.Cu): [(96202500, 109378750), (89058750, 116522500)]
13:40:12: [INFO] Routing pad 'SW31:1' at (86677500, 78422500) with pad 'SW44:1' at (96202500, 97472500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(86677500, 78422500), (86677500, 87947500)]
13:40:12: [INFO] Adding track segment (F.Cu): [(86677500, 87947500), (96202500, 97472500)]
13:40:12: [INFO] Routing ROW0 pads
13:40:12: [INFO] Routing pad 'D1:1' at (43180000, 43500000) with pad 'D2:1' at (66992500, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(43180000, 43500000), (66992500, 43500000)]
13:40:12: [INFO] Routing pad 'D2:1' at (66992500, 43500000) with pad 'D3:1' at (86042500, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(66992500, 43500000), (86042500, 43500000)]
13:40:12: [INFO] Routing pad 'D3:1' at (86042500, 43500000) with pad 'D4:1' at (105092500, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(86042500, 43500000), (105092500, 43500000)]
13:40:12: [INFO] Routing pad 'D4:1' at (105092500, 43500000) with pad 'D5:1' at (124142500, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(105092500, 43500000), (124142500, 43500000)]
13:40:12: [INFO] Routing pad 'D5:1' at (124142500, 43500000) with pad 'D6:1' at (147955000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(124142500, 43500000), (147955000, 43500000)]
13:40:12: [INFO] Routing pad 'D6:1' at (147955000, 43500000) with pad 'D7:1' at (167005000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(147955000, 43500000), (167005000, 43500000)]
13:40:12: [INFO] Routing pad 'D7:1' at (167005000, 43500000) with pad 'D8:1' at (186055000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(167005000, 43500000), (186055000, 43500000)]
13:40:12: [INFO] Routing pad 'D8:1' at (186055000, 43500000) with pad 'D9:1' at (205105000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(186055000, 43500000), (205105000, 43500000)]
13:40:12: [INFO] Routing pad 'D9:1' at (205105000, 43500000) with pad 'D10:1' at (228917500, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(205105000, 43500000), (228917500, 43500000)]
13:40:12: [INFO] Routing pad 'D10:1' at (228917500, 43500000) with pad 'D11:1' at (247967500, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(228917500, 43500000), (247967500, 43500000)]
13:40:12: [INFO] Routing pad 'D11:1' at (247967500, 43500000) with pad 'D12:1' at (267017500, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(247967500, 43500000), (267017500, 43500000)]
13:40:12: [INFO] Routing pad 'D12:1' at (267017500, 43500000) with pad 'D13:1' at (286067500, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(267017500, 43500000), (286067500, 43500000)]
13:40:12: [INFO] Routing pad 'D13:1' at (286067500, 43500000) with pad 'D14:1' at (309880000, 43500000) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (B.Cu): [(286067500, 43500000), (309880000, 43500000)]
13:40:12: [INFO] Routing COL3 pads
13:40:12: [INFO] Routing pad 'SW4:1' at (96202500, 35560000) with pad 'SW18:1' at (100965000, 59372500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(96202500, 35560000), (96202500, 54610000)]
13:40:12: [INFO] Adding track segment (F.Cu): [(96202500, 54610000), (100965000, 59372500)]
13:40:12: [INFO] Routing pad 'SW18:1' at (100965000, 59372500) with pad 'SW32:1' at (105727500, 78422500) using coordinate system rotated by 0 degree(s)
13:40:12: [INFO] Adding track segment (F.Cu): [(100965000, 59372500), (100965000, 73660000)]
13:40:12: [INFO] Adding track segment (F.Cu): [(100965000, 73660000), (105727500, 78422500)]
13:40:12: [INFO] Routing pad 'SW32:1' at (105727500, 78422500) with pad 'SW45:1' at (115252500, 97472500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (F.Cu): [(105727500, 78422500), (105727500, 87947500)]
13:40:13: [INFO] Adding track segment (F.Cu): [(105727500, 87947500), (115252500, 97472500)]
13:40:13: [INFO] Routing ROW1 pads
13:40:13: [INFO] Routing pad 'D15:1' at (47942500, 67312500) with pad 'D16:1' at (71755000, 67312500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (B.Cu): [(47942500, 67312500), (71755000, 67312500)]
13:40:13: [INFO] Routing pad 'D16:1' at (71755000, 67312500) with pad 'D17:1' at (90805000, 67312500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (B.Cu): [(71755000, 67312500), (90805000, 67312500)]
13:40:13: [INFO] Routing pad 'D17:1' at (90805000, 67312500) with pad 'D18:1' at (109855000, 67312500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (B.Cu): [(90805000, 67312500), (109855000, 67312500)]
13:40:13: [INFO] Routing pad 'D18:1' at (109855000, 67312500) with pad 'D19:1' at (128905000, 67312500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (B.Cu): [(109855000, 67312500), (128905000, 67312500)]
13:40:13: [INFO] Routing pad 'D19:1' at (128905000, 67312500) with pad 'D20:1' at (147955000, 67312500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (B.Cu): [(128905000, 67312500), (147955000, 67312500)]
13:40:13: [INFO] Routing pad 'D20:1' at (147955000, 67312500) with pad 'D21:1' at (167005000, 67312500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (B.Cu): [(147955000, 67312500), (167005000, 67312500)]
13:40:13: [INFO] Routing pad 'D21:1' at (167005000, 67312500) with pad 'D22:1' at (186055000, 67312500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (B.Cu): [(167005000, 67312500), (186055000, 67312500)]
13:40:13: [INFO] Routing pad 'D22:1' at (186055000, 67312500) with pad 'D23:1' at (205105000, 67312500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (B.Cu): [(186055000, 67312500), (205105000, 67312500)]
13:40:13: [INFO] Routing pad 'D23:1' at (205105000, 67312500) with pad 'D24:1' at (224155000, 67312500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (B.Cu): [(205105000, 67312500), (224155000, 67312500)]
13:40:13: [INFO] Routing pad 'D24:1' at (224155000, 67312500) with pad 'D25:1' at (243205000, 67312500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (B.Cu): [(224155000, 67312500), (243205000, 67312500)]
13:40:13: [INFO] Routing pad 'D25:1' at (243205000, 67312500) with pad 'D26:1' at (262255000, 67312500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (B.Cu): [(243205000, 67312500), (262255000, 67312500)]
13:40:13: [INFO] Routing pad 'D26:1' at (262255000, 67312500) with pad 'D27:1' at (281305000, 67312500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (B.Cu): [(262255000, 67312500), (281305000, 67312500)]
13:40:13: [INFO] Routing pad 'D27:1' at (281305000, 67312500) with pad 'D28:1' at (305117500, 67312500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (B.Cu): [(281305000, 67312500), (305117500, 67312500)]
13:40:13: [INFO] Routing COL7 pads
13:40:13: [INFO] Routing pad 'SW8:1' at (177165000, 35560000) with pad 'SW22:1' at (177165000, 59372500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (F.Cu): [(177165000, 35560000), (177165000, 59372500)]
13:40:13: [INFO] Routing pad 'SW22:1' at (177165000, 59372500) with pad 'SW36:1' at (181927500, 78422500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (F.Cu): [(177165000, 59372500), (177165000, 73660000)]
13:40:13: [INFO] Adding track segment (F.Cu): [(177165000, 73660000), (181927500, 78422500)]
13:40:13: [INFO] Routing pad 'SW36:1' at (181927500, 78422500) with pad 'SW49:1' at (191452500, 97472500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (F.Cu): [(181927500, 78422500), (181927500, 87947500)]
13:40:13: [INFO] Adding track segment (F.Cu): [(181927500, 87947500), (191452500, 97472500)]
13:40:13: [INFO] Routing COL9 pads
13:40:13: [INFO] Routing pad 'SW24:1' at (215265000, 59372500) with pad 'SW10:1' at (220027500, 35560000) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (F.Cu): [(215265000, 59372500), (220027500, 54610000)]
13:40:13: [INFO] Adding track segment (F.Cu): [(220027500, 54610000), (220027500, 35560000)]
13:40:13: [INFO] Routing pad 'SW24:1' at (215265000, 59372500) with pad 'SW38:1' at (220027500, 78422500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (F.Cu): [(215265000, 59372500), (215265000, 73660000)]
13:40:13: [INFO] Adding track segment (F.Cu): [(215265000, 73660000), (220027500, 78422500)]
13:40:13: [INFO] Routing pad 'SW38:1' at (220027500, 78422500) with pad 'SW51:1' at (229552500, 97472500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (F.Cu): [(220027500, 78422500), (220027500, 87947500)]
13:40:13: [INFO] Adding track segment (F.Cu): [(220027500, 87947500), (229552500, 97472500)]
13:40:13: [INFO] Routing COL1 pads
13:40:13: [INFO] Routing pad 'SW2:1' at (58102500, 35560000) with pad 'SW16:1' at (62865000, 59372500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (F.Cu): [(58102500, 35560000), (58102500, 54610000)]
13:40:13: [INFO] Adding track segment (F.Cu): [(58102500, 54610000), (62865000, 59372500)]
13:40:13: [INFO] Routing pad 'SW43:1' at (77152500, 97472500) with pad 'SW55:1' at (65246250, 116522500) using coordinate system rotated by 0 degree(s)
13:40:13: [INFO] Adding track segment (F.Cu): [(77152500, 97472500), (77152500, 104616250)]
13:40:13: [INFO] Adding track segment (F.Cu): [(77152500, 104616250), (65246250, 116522500)]
